Title,Title_link,Price,count___1LWwo,unit_info___32SjE,Headline,Field1,Field2,Field3
Coffee Jelly Bubble Milk Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$7.25,,$7.25/each,Weee!,,,
Okinawa Brown Sugar Jelly 1 each,https://www.sayweee.com/en/restaurants/1945?ws=shopping-search,$7.99,,$7.99/each,Weee!,,,
Sad Bean Jelly（Extra Spicy） 1 each,https://www.sayweee.com/en/restaurants/1940?ws=shopping-search,$10.67,,$10.67/each,Weee!,,,
【糖纸甜品】Blueberry Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$21.00,,$21.00/each,Weee!,,,
【糖纸甜品】Strawberry Coconut Jelly 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$21.00,,$21.00/each,Weee!,,,
Grass Jelly Milk Tea（L size/half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.00,,$6.00/each,Weee!,,,
Grass Jelly Red Bean Boba Milk Tea（L size/half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.50,,$6.50/each,Weee!,,,
Grass Jelly Red Bean Boba Milk（L size/half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.50,,$6.50/each,Weee!,,,
XiaoFang Grass Jelly Milk Tea（M size/Half sugar/less ice） 1 each,https://www.sayweee.com/en/restaurants/2092?ws=shopping-search,$6.25,,$6.25/each,Weee!,,,
Grass Jelly with Red Bean & Coconut 1 each,https://www.sayweee.com/en/restaurants/1932?ws=shopping-search,$6.95,,$6.95/each,Weee!,,,
Jelly Fish with Vinegar 1 each,https://www.sayweee.com/en/restaurants/2904?ws=shopping-search,$15.95,,$15.95/each,Weee!,,,
Green Bean Jelly Salad 1 each,https://www.sayweee.com/en/restaurants/2901?ws=shopping-search,$12.99,,$12.99/each,Weee!,,,
Strawberry Green Tea&Jelly 1 each,https://www.sayweee.com/en/restaurants/1929?ws=shopping-search,$5.88,,$5.88/each,Weee!,,,
Red Bean Grass Jelly 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$5.20,,$5.20/each,Weee!,,,
Jelly Fish in Vinegar Sauce 1 each,https://www.sayweee.com/en/restaurants/1921?ws=shopping-search,$15.95,,$15.95/each,Weee!,,,
Taro Ball Herbal Jelly with Red Bean 1 each,https://www.sayweee.com/en/restaurants/3273?ws=shopping-search,$6.99,,$6.99/each,Weee!,,,
Ice Jelly Milk Tea 1 each,https://www.sayweee.com/en/restaurants/3273?ws=shopping-search,$6.99,,$6.99/each,Weee!,,,
Herbal Jelly Milk Tea 1 each,https://www.sayweee.com/en/restaurants/3273?ws=shopping-search,$6.99,,$6.99/each,Weee!,,,
Osmanthus Jelly 1 each,https://www.sayweee.com/en/restaurants/3361?ws=shopping-search,$5.50,,$5.50/each,Weee!,,,
Soya Milk with Grass Jelly 1 each,https://www.sayweee.com/en/restaurants/3153?ws=shopping-search,$4.50,,$4.50/each,Weee!,,,
Ice Rambutan with Jelly 1 each,https://www.sayweee.com/en/restaurants/3153?ws=shopping-search,$7.90,,$7.90/each,Weee!,,,
Marinated Cold Jelly Fish 1 each,https://www.sayweee.com/en/restaurants/3361?ws=shopping-search,$15.00,,$15.00/each,Weee!,,,
Pineapple Grapefruit Jelly Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$7.25,,$7.25/each,Weee!,,,
Pineapple Mango Jelly Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$7.25,,$7.25/each,Weee!,,,
Jelly Milk Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$6.75,,$6.75/each,Weee!,,,
Lychee Jelly Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$7.25,,$7.25/each,Weee!,,,
Kumquat Lemon Jelly Tea 1 each,https://www.sayweee.com/en/restaurants/1973?ws=shopping-search,$7.25,,$7.25/each,Weee!,,,
Jelly Fish & Pig Kidney 1 each,https://www.sayweee.com/en/restaurants/1959?ws=shopping-search,$20.70,,$20.70/each,Weee!,,,
Spicy Jelly Fish 1 each,https://www.sayweee.com/en/restaurants/1959?ws=shopping-search,$20.70,,$20.70/each,Weee!,,,
【次第花开】Hong Kong Style White Jade Matcha Jelly 1 each,https://www.sayweee.com/en/restaurants/2138?ws=shopping-search,$9.90,,$9.90/each,Weee!,,,
Vinegar Jelly Head 1 each,https://www.sayweee.com/en/restaurants/2901?ws=shopping-search,$18.99,,$18.99/each,Weee!,,,
Tarami Grape Jelly Pouch 150 g,https://www.sayweee.com/en/product/Tarami-Grape-Jelly-Pouch/83517,$2.49,900+ Sold,,Tarami Grape Jelly Pouch,(18),Japan,
Tarami Konnyaku Jelly Drink Peach  150 g,https://www.sayweee.com/en/product/Tarami-Konnyaku-Jelly-Drink-Peach-/160,$2.49,500+ Sold,,Tarami Konnyaku Jelly Drink Peach,(30),Japan,Tarami
Tarami Big White Jelly Cup 5.2 oz,https://www.sayweee.com/en/product/Tarami-Big-White-Jelly-Cup/66116,$2.99,400+ Sold,$0.57/oz,Tarami Big White Jelly Cup,(21),Japan,Tarami
YUMEI Rice Jelly (Brown Sugar Flavor) 240 g,https://www.sayweee.com/en/product/YUMEI-Rice-Jelly--Brown-Sugar-Flavor-/16968,$2.99,300+ Sold,,YUMEI Rice Jelly (Brown Sugar Flavor),(16),Mainland China,YUMEI
Orihiro Konnyaku Konjac Grape Jelly 6 pcs 120 g,https://www.sayweee.com/en/product/Orihiro-Konnyaku-Konjac-Grape-Jelly-6-pcs/142,$2.99,100+ Sold,,Orihiro Konnyaku Konjac Grape Jelly 6 pcs,(38),Japan,ORIHIRO
Orihiro Konjac Jelly Peach Flavor 6 pcs 120 g,https://www.sayweee.com/en/product/Orihiro-Konjac-Jelly-Peach-Flavor-6-pcs/2225,$2.99,50+ Sold,,Orihiro Konjac Jelly Peach Flavor 6 pcs,(54),Japan,ORIHIRO
Kimbo Fresh Grass Jelly 1000 g,https://www.sayweee.com/en/product/Kimbo-Fresh-Grass-Jelly/17960,$4.29,50+ Sold,,Kimbo Fresh Grass Jelly,(39),Taiwan,
"Tarami Annin Tofu Jelly Dessert, White Peach 230 g",https://www.sayweee.com/en/product/Tarami-Annin-Tofu-Jelly-Dessert--White-Peach/83515,$3.49,400+ Sold,,"Tarami Annin Tofu Jelly Dessert, White Peach",(26),Japan,
"Tarami Annin Tofu Jelly Dessert, Tangerine 230 g",https://www.sayweee.com/en/product/Tarami-Annin-Tofu-Jelly-Dessert--Tangerine/83516,$3.49,200+ Sold,,"Tarami Annin Tofu Jelly Dessert, Tangerine",(14),Japan,
Herbal Jelly (Red Bean & Milk) 222g,https://www.sayweee.com/en/product/Herbal-Jelly-Red-Bean--Milk-222g/95368,$4.39,300+ Sold,,Herbal Jelly (Red Bean & Milk) 222g,(49),Mainland China,
"Tarami Konnuaku Jelly Drink,  Mikan Flavor 150 g",https://www.sayweee.com/en/product/Tarami-Konnuaku-Jelly-Drink---Mikan-Flavor/34542,$2.49,200+ Sold,,"Tarami Konnuaku Jelly Drink,  Mikan Flavor",(5),Japan,Tarami
Sunity Herbal Jelly Pouch with Lychee and Honey  1265 g,https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-Pouch-with-Lychee-and-Honey-/10139,$6.99,100+ Sold,,Sunity Herbal Jelly Pouch with Lychee and Honey,(18),Mainland China,Sunity
Mogu Mogu Soursop Drink with Jelly 320 ml,https://www.sayweee.com/en/product/Mogu-Mogu-Soursop-Drink-with-Jelly/9681,$1.69,100+ Sold,,Mogu Mogu Soursop Drink with Jelly,(3),Philippines,Mogu Mogu
"Sunity Herbal Jelly Pouch, Yangmei and Honey 253 g",https://www.sayweee.com/en/product/Sunity-Herbal-Jelly-Pouch--Yangmei-and-Honey/80093,$6.99,50+ Sold,,"Sunity Herbal Jelly Pouch, Yangmei and Honey",(7),Mainland China,Sunity
EVERYDAZE Essential C's Collagen + Vitamin C Konjac Jelly Cola Flavor 150ml Each 1 case,https://www.sayweee.com/en/product/EVERYDAZE-Essential-C-s-Collagen---Vitamin-C-Konjac-Jelly-Cola-Flavor-150ml-Each/30670,$24.99,50+ Sold,$24.99/case,EVERYDAZE Essential C's Collagen + Vitamin C Konjac Jelly Cola Flavor 150ml Each,,South Korea,EVERYDAZE
YAKISS Konjac Jelly Mango Pomelo Sago Flavor  60 g,https://www.sayweee.com/en/product/YAKISS-Konjac-Jelly-Mango-Pomelo-Sago-Flavor-/24630,$2.49,50+ Sold,$0.04/g,YAKISS Konjac Jelly Mango Pomelo Sago Flavor,(9),Mainland China,
Qoo Jelly Drink Peach Flavor 4.4 oz,https://www.sayweee.com/en/product/Qoo-Jelly-Drink-Peach-Flavor/31797,$2.99,50+ Sold,$0.67/oz,Qoo Jelly Drink Peach Flavor,(8),Japan,
Sheet Jelly 200 g,https://www.sayweee.com/en/product/Sheet-Jelly/58567,$2.99,,,Sheet Jelly,(23),Mainland China,
"Minute Maid Qoo Jelly Drink, Orange Flavor 4.4 oz",https://www.sayweee.com/en/product/Minute-Maid-Qoo-Jelly-Drink--Orange-Flavor/69734,$2.99,,$0.67/oz,"Minute Maid Qoo Jelly Drink, Orange Flavor",(4),Japan,
Herbal Jelly in Cup (Honey Pomelo) 390 g,https://www.sayweee.com/en/product/Herbal-Jelly-in-Cup-Honey-Pomelo/4805,$3.49,,,Herbal Jelly in Cup (Honey Pomelo),(6),Mainland China,
