Product_Name,Price,Sold_Weekly,Origin,Brand,Reviews,Sold_Monthly,Weekly_Revenue,Platform,Category,Rate
Bibigo Radish Kimchi Fried Rice 18 oz,6.99,200,South Korea,Bibigo,23,800,1398,Weee,Rice Crust,Unclear
"Master Lee Cooked Rice with Fried Squid in Sauce, Frozen 460 g",4.09,200,Mainland China,Unclear,23,800,818,Weee,Rice Crust,Unclear
"Shirakiku Sweet Rice Cake, Koshi-An Dango 6.87 oz",4.49,200,Japan,Unclear,39,800,898,Weee,Rice Crust,Unclear
Ito En Oi Ocha Unsweetened Brown Rice Green Tea 16.9 oz,1.99,200,Japan,Itoen,21,800,398,Weee,Rice Crust,Unclear
GangYaGou Sorghum Glutinous Rice Ball 320 g,7.99,200,Mainland China,GangYaGou,19,800,1598,Weee,Rice Crust,Unclear
Bibigo Shrimp Fried Rice 15.8 oz,6.99,200,South Korea,Bibigo,7,800,1398,Weee,Rice Crust,Unclear
Hitomebore Premium Short Grain Rice 15 lb,31.99,200,United States,Unclear,18,800,6398,Weee,Rice Crust,Unclear
Fine Rice Vermicelli Noodles 10.58 oz,1.99,200,Mainland China,Unclear,3,800,398,Weee,Rice Crust,Unclear
Organic Town Black Rice 2 lb,6.99,200,Mainland China,Unclear,70,800,1398,Weee,Rice Crust,Unclear
CJ Foods Cooked White Rice Bowls 12pk 5.56 lb,18.99,200,South Korea,Unclear,23,800,3798,Weee,Rice Crust,Unclear
Kikkoman Seasoned Rice Vinegar 591 ml,3.49,200,Japan,Kikkoman,27,800,698,Weee,Rice Crust,Unclear
AQ Rice Leaven 16 g,0.99,200,Mainland China,Unclear,7,800,198,Weee,Rice Crust,Unclear
NanXiang Eight-Treasure Rice Pudding 400 g,3.79,200,Mainland China,Nan Xiang,87,800,758,Weee,Rice Crust,Unclear
Kee's Seasoning Mix for Hainanese Chicken Rice 220 g,5.39,200,Singapore,Kee's,47,800,1078,Weee,Rice Crust,Unclear
Glutinous Rice Hakkas Salty 1.06 oz,2.99,200,Mainland China,Unclear,8,800,598,Weee,Rice Crust,Unclear
Yissine Rice Cake for Topokki 1.32 lb,4.49,200,South Korea,Unclear,2,800,898,Weee,Rice Crust,Unclear
Three Ladies Brand Jasmine Rice Small Bag 5 lb,8.99,200,Thailand,3 Ladies,3,800,1798,Weee,Rice Crust,Unclear
Elephant Brand Thai Jasmine Rice 10 lb,17.99,200,Thailand,Unclear,13,800,3598,Weee,Rice Crust,Unclear
Paldo Korean Rice Punch (Sikhye) 238 ml,0.99,200,South Korea,Paldo,3,800,198,Weee,Rice Crust,Unclear
Dynasty Jasmine Rice 5 lb,8.99,200,Thailand,Unclear,13,800,1798,Weee,Rice Crust,Unclear
Chunjungone O'Food BAP Cooked White Rice 12 pcs 1 case,18.99,200,South Korea,Chung Jung One,0,800,3798,Weee,Rice Crust,Unclear
Yissine Rice Cake 1.76 lb,5.49,100,South Korea,Unclear,3,400,549,Weee,Rice Crust,Unclear
Bamboo Leaves for Rice Dumplings 12 oz,3.29,100,Mainland China,Unclear,110,400,329,Weee,Rice Crust,Unclear
Safoco Rice Macaroni 14.1 oz,2.09,100,Vietnam,Safoco,0,400,209,Weee,Rice Crust,Unclear
Dongwon Cheese Topokki Rice Cake 240 g,4.99,100,South Korea,Unclear,10,400,499,Weee,Rice Crust,Unclear
QW Eight Treasure Rice Pudding 400 g,9.99,100,Mainland China,Unclear,3,400,999,Weee,Rice Crust,Unclear
All Natural Organic Black Rice  16 oz,4.39,100,Mainland China,Unclear,20,400,439,Weee,Rice Crust,Unclear
Bamboo Sticky Black Rice 270 g,5.19,100,Mainland China,Unclear,31,400,519,Weee,Rice Crust,Unclear
Nozomi Super Premium Short Grain Rice 15 lb,26.99,100,United States,Unclear,38,400,2699,Weee,Rice Crust,Unclear
Red Leaf Rice Vermicelli 340 g,2.39,100,Taiwan,Unclear,4,400,239,Weee,Rice Crust,Unclear
Awastea Red Bean Black Glutinous Rice Drink 30ct 450 g,17.09,100,Taiwan,Awastea,50,400,1709,Weee,Rice Crust,Unclear
Simply Food Chicken and Bamboo Shoot Rice Vermicelli Bowl 9pk 495 g,14.99,100,Vietnam,Simply Food,14,400,1499,Weee,Rice Crust,Unclear
Inomata Rice Container 10kg  1 count,13.98,100,Japan,Inomata,11,400,1398,Weee,Rice Crust,Unclear
Tamanishiki Super Premium Short Grain Rice 4.4 lb,10.99,100,United States,Unclear,86,400,1099,Weee,Rice Crust,Unclear
Synear White Pearl Rice Balls with Nuts 400 g,3.49,100,Mainland China,Unclear,4,400,349,Weee,Rice Crust,Unclear
"Food Basket Glutinous Rice Cake with Pork and Shrimp Filling, Frozen 16pc 5 lb",34.99,100,United States,Food Basket,122,400,3499,Weee,Rice Crust,Unclear
Ayanishiki Super Premium Japanese Rice  11 lb,31.99,100,Japan,Unclear,41,400,3199,Weee,Rice Crust,Unclear
Simply Food Sesame Coconut Rice Paper  140 g,3.89,100,Vietnam,Simply Food,2,400,389,Weee,Rice Crust,Unclear
"Lotte Foods Octopus Fried Rice, 2 Servings 15.86 oz",7.99,100,South Korea,Lotte,1,400,799,Weee,Rice Crust,Unclear
Haetae Black Wild Sweet Rice 2 lb,6.99,100,Thailand,Unclear,10,400,699,Weee,Rice Crust,Unclear
【白家】Rice Noodle Artificial beef flavor 120g 120 g,3.49,100,United States,Unclear,1,400,349,Weee,Rice Crust,Unclear
Organic Glutinous Rice 454g  16 oz,3.29,100,Mainland China,Unclear,27,400,329,Weee,Rice Crust,Unclear
Butterfly Brand Bun Bo Hue Rice Vermicelli  2 lb,4.49,100,Thailand,Butterfly Brand,4,400,449,Weee,Rice Crust,Unclear
Baozhisu Coconut Juice with Black Glutinous Rice 200 g,3.59,100,Mainland China,Unclear,17,400,359,Weee,Rice Crust,Unclear
"AC Zucchini Egg Fried Rice, Frozen 330 g",4.99,100,Mainland China,Unclear,2,400,499,Weee,Rice Crust,Unclear
Asian Best Sweet Rice Flour 16 oz,1.99,100,Thailand,Unclear,0,400,199,Weee,Rice Crust,Unclear
Simply Food Fine Rice Vermicelli  500 g,2.59,100,Vietnam,Unclear,1,400,259,Weee,Rice Crust,Unclear
MFH Matcha Red Bean Rice Cake 480 g,3.99,100,Taiwan,Unclear,5,400,399,Weee,Rice Crust,Unclear
Kokubo Triangle Rice Ball Maker 1 count,2.49,100,Japan,Kokubo,22,400,249,Weee,Rice Crust,Unclear
Grand Earth Barn Premium Short Grain Rice 15 lb,22.99,100,Mainland China,Unclear,9,400,2299,Weee,Rice Crust,Unclear
Synear Glutinous Rice Ball with Red Beans 260 g,3.45,100,Mainland China,Synear,15,400,345,Weee,Rice Crust,Unclear
Rama Fresh Rice Stick Noodle 1 lb,2.69,100,Mainland China,Unclear,10,400,269,Weee,Rice Crust,Unclear
Tiger Pu-Li Thin Rice Flour Noodles  600 g,4.19,50,Taiwan,Tiger Tablet,69,200,209.5,Weee,Rice Crust,Unclear
Coconut Rice Cake 480 g,3.49,50,Taiwan,Unclear,7,200,174.5,Weee,Rice Crust,Unclear
Kokubo Petite Rice Ball Maker 1 count,2.49,50,Japan,Kokubo,10,200,124.5,Weee,Rice Crust,Unclear
Dongwon Spicy and Sweet Topokki Rice Cake 240 g,4.99,50,South Korea,Unclear,0,200,249.5,Weee,Rice Crust,Unclear
Dongwon Hot Spicy Topokki Rice Cake 240 g,4.99,50,South Korea,Unclear,3,200,249.5,Weee,Rice Crust,Unclear
Three Deer Rice Stick 400 g,1.99,50,Mainland China,Unclear,0,200,99.5,Weee,Rice Crust,Unclear
CJ Foods Cooked White Rice with Black Bean Sauce 9.7 fl.oz,4.49,50,South Korea,CJ Foods,7,200,224.5,Weee,Rice Crust,Unclear
Surasang Nutri-Whole Grain Brown Rice 15 lb,23.99,50,South Korea,Surasang,16,200,1199.5,Weee,Rice Crust,Unclear
Ottogi Cooked Rice and Kimchi Sauce with Tuna  310 g,4.99,50,South Korea,Ottogi,3,200,249.5,Weee,Rice Crust,Unclear
Yissine Joraengi Topokki Rice Cake 1.36 lb,4.99,50,South Korea,Unclear,1,200,249.5,Weee,Rice Crust,Unclear
Koshihikari Short Grain Rice 4.4 lb,9.99,50,United States,Unclear,0,200,499.5,Weee,Rice Crust,Unclear
Sauce Co. Red Yeast Rice Sauce  200 g,4.19,50,Taiwan,Unclear,4,200,209.5,Weee,Rice Crust,Unclear
"Sanquan Glutinous Rice Ball Peanut Flavor, Frozen 400 g",3.79,50,Mainland China,Sanquan,0,200,189.5,Weee,Rice Crust,Unclear
Mishima Yukari Shiso Rice Seasoning 0.9 oz,3.69,50,Japan,Mishima,12,200,184.5,Weee,Rice Crust,Unclear
Wang Hangawee Korean Rice 15 lb,17.99,50,South Korea,Wang Korea,28,200,899.5,Weee,Rice Crust,Unclear
SDC New Years Rice Cakes Gift Box 230g*2 460 g,25.99,50,Mainland China,Unclear,0,200,1299.5,Weee,Rice Crust,Unclear
Lotus Foods Rice Ramen Millet & Brown Red Miso Soup Noodles 80 g,1.79,50,Mainland China,Lotus Foods,0,200,89.5,Weee,Rice Crust,Unclear
Newtown Brand Sweet Rice Flakes 10.5 oz,2.59,50,Vietnam,Unclear,4,200,129.5,Weee,Rice Crust,Unclear
"Asian Choice Crayfish Fried Rice, Hot and Spicy Flavor 330 g",4.99,50,Mainland China,Asian Choice,42,200,249.5,Weee,Rice Crust,Unclear
Fu Zhou Rice Vermicelli 400 g,2.69,50,Mainland China,Unclear,0,200,134.5,Weee,Rice Crust,Unclear
Golden Lion Dried Processed Black Rice  3 lb,7.59,50,Mainland China,Golden Lion,2,200,379.5,Weee,Rice Crust,Unclear
"JZ Instant Breakfast Rice Cereal Box, Original 15ct 450 g",21.99,50,Mainland China,Unclear,105,200,1099.5,Weee,Rice Crust,Unclear
Pulmuone Radish Kimchi Fried Rice 14.1 oz,6.79,50,South Korea,Pulmuone,0,200,339.5,Weee,Rice Crust,Unclear
Taiwanese Old Pot Rice Noodles 4pk 280 g,9.99,50,Taiwan,Xinzhu,14,200,499.5,Weee,Rice Crust,Unclear
Lotus Foods Pad Thai Organic Rice Noodles 227 g,3.99,50,Mainland China,Lotus Foods,0,200,199.5,Weee,Rice Crust,Unclear
Three Deer Brand Rice Vermicelli 300 g,1.89,50,Mainland China,Unclear,0,200,94.5,Weee,Rice Crust,Unclear
Lotus Foods Rice Ramen Tom Yum Cup Noodles 57 g,2.29,50,Mainland China,Unclear,0,200,114.5,Weee,Rice Crust,Unclear
"Sanquan Glutinous Rice Ball Sweet Bean Paste Flavor, Frozen 400 g",3.79,50,Mainland China,Sanquan,0,200,189.5,Weee,Rice Crust,Unclear
Lan Vang Yin Si Rice Vermicelli 300 g,1.49,50,Mainland China,Unclear,0,200,74.5,Weee,Rice Crust,Unclear
Glutinous Rice Ball with Peanuts  440 g,5.99,50,United States,Unclear,4,200,299.5,Weee,Rice Crust,Unclear
Ottogi Shrimp Fried Rice Twin Pack 450 g,6.99,50,South Korea,Ottogi,0,200,349.5,Weee,Rice Crust,Unclear
Woongjin Morning Rice Drink  50.72 fl.oz,4.99,50,South Korea,Unclear,1,200,249.5,Weee,Rice Crust,Unclear
Liuquan Rice Noodles 360 g,4.89,50,Mainland China,Unclear,34,200,244.5,Weee,Rice Crust,Unclear
"AC Fried Rice with Cumin Squid, Frozen 330 g",4.99,50,Mainland China,Unclear,3,200,249.5,Weee,Rice Crust,Unclear
Taiwanese Sticky Rice 1 lb,13.69,50,United States,Unclear,7,200,684.5,Weee,Rice Crust,Unclear
Lotus Foods Rice Ramen Jade Pearl Wakame Miso Soup Noodles 80 g,1.79,50,Mainland China,Unclear,1,200,89.5,Weee,Rice Crust,Unclear
Frozen Rice Cake (Red Bean) 80 g,4.49,50,Mainland China,Unclear,4,200,224.5,Weee,Rice Crust,Unclear
"Asian Choice YangZhou  Fried Rice, Frozen 330 g",4.99,50,Mainland China,Unclear,14,200,249.5,Weee,Rice Crust,Unclear
Hengshun 9 Degree Rice Vinegar 500 ml,3.39,50,Mainland China,Unclear,2,200,169.5,Weee,Rice Crust,Unclear
"Taiwanese Old Pot Rice Noodles, Mushroom Onion Stew Flavor, 4pk  240 g",9.99,50,Taiwan,Xinzhu,33,200,499.5,Weee,Rice Crust,Unclear
"AROY-D Durian with Sticky Rice in Coconut Milk, Frozen  180 g",4.99,50,Thailand,AROYD,2,200,249.5,Weee,Rice Crust,Unclear
Jack&King's Fried Rice Kimchi Flavor （FZ Ready to Eat） 300 g,4.99,50,Mainland China,Jack & King's,6,200,249.5,Weee,Rice Crust,Unclear
Arawana Brand Rice Bran Oil  1800 ml,10.89,50,Mainland China,Unclear,3,200,544.5,Weee,Rice Crust,Unclear
Red Bean Rice Dumplings 1 each,3.49,50,Mainland China,Unclear,14,200,174.5,Weee,Rice Crust,Unclear
Lotus Foods Organic Pho Rice Noodles 227 g,3.99,50,Mainland China,Unclear,0,200,199.5,Weee,Rice Crust,Unclear
Koda Farms Superior Short Grain Sweet Rice 10 lb,23.49,50,United States,Unclear,27,200,1174.5,Weee,Rice Crust,Unclear
Arawana Brand Panjin Rice 11.3 lb,16.99,50,Mainland China,Arowana,18,200,849.5,Weee,Rice Crust,Unclear
Tramy Green Rice Ball Bean Paste 330 g,4.79,50,Mainland China,Tramy,34,200,239.5,Weee,Rice Crust,Unclear
Magnet Black Rice Tea with Rooibos 105 g,7.99,50,Taiwan,Unclear,2,200,399.5,Weee,Rice Crust,Unclear
