Product_Name,Brand,Reviews,Price,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Shrimp Sticks 20g * 40 Bags,mimi,0,6.99,Mainland China,4.8,Yami,Noodle,400,1600,2796
Koloko Pea Crackers Spicy Flavor 140g,lianhwa,0,3.39,Taiwan,4.4,Yami,Noodle,400,1600,1356
Koloko Pea Crackers Original 140g,lianhwa,0,3.39,Taiwan,5,Yami,Noodle,400,1600,1356
Yam Chips Tomato Flavor 80g,lay's,0,2.39,Mainland China,4.9,Yami,Noodle,400,1600,956
Hello Kitty Grains Rice Roll (Package Color Sent Randomly) 160g,pei tien,0,2.99,Taiwan,4.9,Yami,Noodle,400,1600,1196
Potato French Fries BBQ Steak Flavor 70g,orion,5,2.59,Korea,5,Yami,Noodle,400,1600,1036
Sweet Potatoes Orange Chips Yam 2.5oz,other brands,1,2.49,Unclear,5,Yami,Noodle,400,1600,996
Stevia Sweetened Chocolate Covered Poprorn Dark Chocolate Caramel Popcorn,lilys,0,7.99,United States,0,Yami,Noodle,400,1600,3196
Rice Cracker Nori Flavor 454g,shirakiku,0,11.49,Japan,0,Yami,Noodle,400,1600,4596
Salt Seaweed Potato Sticks 40g,koikeya,8,1.69,Japan,4.4,Yami,Noodle,400,1600,676
Pita Chips Fire Roasted Jalapeno 207g,stacy`s,3,3.59,United States,5,Yami,Noodle,400,1600,1436
Ramen Snack Tonkatsu Flavor 70g,babystar,4,2.09,Japan,4.5,Yami,Noodle,25,100,52
Potato Chips Tomato Ketchup Flavor 90g,oishi,52,2.49,Mainland China,4.6,Yami,Noodle,400,1600,996
Red Lentil Snack Crisps Tomato Basil Flavor 85g,harvest snaps,1,2.49,United States,3,Yami,Noodle,400,1600,996
Potato French Fries BBQ Chicken Flavor 70g,orion,3,2.59,Korea,5,Yami,Noodle,400,1600,1036
Energy 99 Egg Roll 180g -Pumpkin Flavor,pei tien,32,2.29,Taiwan,4.3,Yami,Noodle,400,1600,916
Csssava Chips Spicy Flavor 200g,kusuka,6,2.69,Indonesia,4.3,Yami,Noodle,400,1600,1076
BBQ Flavor 108g,angel potato chips,1,2.99,Mainland China,3,Yami,Noodle,200,800,598
Japanese Shoyo Rice Cracker 60g,amanoya,30,1.99,Japan,4.9,Yami,Noodle,100,400,199
Pita Crackers Mediterranean Herb 120g,simple mills,0,6.49,United States,0,Yami,Noodle,400,1600,2596
Salted Egg Salmon Skin 230g,irvins,4,17.99,Singapore,5,Yami,Noodle,400,1600,7196
Salted Egg Yolk Potato Ridges 105g,golden duck,1,7.99,Singapore,5,Yami,Noodle,400,1600,3196
Pita Crisps Garlic & Herb 191g,stacy`s,3,3.59,United States,5,Yami,Noodle,400,1600,1436
Red Lentil Snack Crisps Sour Cream Onion 71g,harvest snaps,0,2.99,United States,0,Yami,Noodle,400,1600,1196
Potato Chips Spicy Hot Chili 54g,koikeya,60,2.49,Japan,4.5,Yami,Noodle,400,1600,996
Popcorn Chips Kettle 198g,popcorners,2,4.69,United States,5,Yami,Noodle,400,1600,1876
Pita Chips Multigrain 207g,stacy`s,2,3.59,United States,5,Yami,Noodle,400,1600,1436
Potato Strips BBQ Flavor 75g,koikeya,0,2.29,Japan,4.7,Yami,Noodle,400,1600,916
Shrimp Crackers Spicy 80g,chinchin,0,1.99,Taiwan,5,Yami,Noodle,25,100,50
Spicy Salted Egg Cassava Chips 105g,irvins,0,8.99,Singapore,5,Yami,Noodle,400,1600,3596
Chips Black Oyster Mushroom,shirakiku,0,4.29,Japan,4.5,Yami,Noodle,400,1600,1716
Wide Ramen Chicken Big Pack 185g,babystar,0,4.79,Japan,4.8,Yami,Noodle,200,800,958
Puffed Rice Cake 125g,nonghyup,0,2.99,Korea,5,Yami,Noodle,400,1600,1196
MIX Biscuit Sticks Original Flavor 60g,vfoods,0,1.29,Thailand,4.9,Yami,Noodle,400,1600,516
Potato Chips Roasted Chicken Wing Flavor 70g,lay's,0,2.29,Mainland China,4.8,Yami,Noodle,400,1600,916
Snack Sesame&Honey 294g,crown,16,2.69,Korea,4.2,Yami,Noodle,25,100,67
Plantain Tortilla Chips Himalayan Pink Salt 113g,barnana,0,4.59,United States,0,Yami,Noodle,200,800,918
Japanese Pride Potato USU Shio Sea Salt Flavor 63g,koikeya,0,3.29,Japan,0,Yami,Noodle,400,1600,1316
GUAI GUAI Corn Cracker Creamy Coconut Flavor 52g,kwan,37,1.49,Taiwan,4.7,Yami,Noodle,400,1600,596
Glazed Cassava Chips Singkong SAOS Balado 160g,kusuka,21,2.99,Indonesia,3.9,Yami,Noodle,400,1600,1196
Potato Chips Seaweed Flavor 100g,zidi potato,9,2.99,Mainland China,4.9,Yami,Noodle,400,1600,1196
Crunchy Rice Rolls Strawberry Flavor,mammos,1,2.49,Korea,3,Yami,Noodle,400,1600,996
Sea Salt Sweet Potato Chips 84g,jans,4,1.99,United States,3,Yami,Noodle,400,1600,796
Rice Cracker Hot Mate Mix Arare 453g,shirakiku,0,7.99,Japan,0,Yami,Noodle,400,1600,3196
Sweet Potato Fries 155g,shibuya,30,4.19,Japan,3.5,Yami,Noodle,400,1600,1676
Demae Iccho Potato Chips Sesame Oil Flavor 50g,nissin,12,2.99,Japan,4.4,Yami,Noodle,400,1600,1196
Paleo Puffs Crunchy Himlyn Salt&Apple Cider Vngr At least 95% Organic 141g,25er evil,2,5.69,United States,4.5,Yami,Noodle,400,1600,2276
?€?Frozen?€?Cuttlefish Paste 300g,chuangxianjia,2,6.99,Mainland China,5,Yami,Noodle,25,100,175
Popchips Sea Salt & Vinegar 142g,popchips,2,4.39,United States,5,Yami,Noodle,400,1600,1756
Mori-Nu Organic Silken Tofu 340g,morinaga,0,1.95,Japan,4.9,Yami,Noodle,400,1600,780
Salted Egg Crunchy Roll Cracker 120g,irvins,0,9.99,Singapore,4.6,Yami,Noodle,400,1600,3996
Salted Egg Cassava Chips 105g,irvins,0,8.99,Singapore,4.8,Yami,Noodle,400,1600,3596
Salted Egg Potato Chips 230g,irvins,0,16.99,Singapore,5,Yami,Noodle,400,1600,6796
Takoyaki Ball Snack Chips 90g,calbee,0,2.29,Japan,4.5,Yami,Noodle,400,1600,916
Mori-Nu Organic Silken Tofu 340g,morinaga,0,1.95,Japan,4.9,Yami,Noodle,400,1600,780
Salted Egg Crunchy Roll Cracker 120g,irvins,0,9.99,Singapore,4.6,Yami,Noodle,400,1600,3996
Salted Egg Cassava Chips 105g,irvins,0,8.99,Singapore,4.8,Yami,Noodle,400,1600,3596
Salted Egg Potato Chips 230g,irvins,0,16.99,Singapore,5,Yami,Noodle,400,1600,6796
Potato Chips Pizza 72g,calbee,0,1.99,Japan,4.8,Yami,Noodle,400,1600,796
Shrimp Chips Value Pack 227g,calbee,0,2.49,Japan,5,Yami,Noodle,400,1600,996
Potato Chips Hot and Spicy Mega Size 200g,calbee,0,4.99,Japan,4.7,Yami,Noodle,400,1600,1996
Sweet Potato Chips 240g,mama wu,0,9.89,Taiwan,5,Yami,Noodle,400,1600,3956
Chips King Trumpet Mushroom 40g,shirakiku,0,3.99,Japan,4.7,Yami,Noodle,400,1600,1596
JagaRico Potato Stick Hokkaido Butter Flavor 58g,calbee,0,2.09,Japan,4.6,Yami,Noodle,400,1600,836
JagaRico Potato Stick Original Flavor 60g,calbee,0,2.09,Japan,4.7,Yami,Noodle,400,1600,836
Snack Crispy Ramen Garlic Flavor 70g,babystar,0,1.79,Japan,4.7,Yami,Noodle,200,800,358
Snack Crispy Ramen Spicy 70g,babystar,0,1.79,Japan,4.9,Yami,Noodle,200,800,358
CROWN Corn Chip Family Pack  248g,natural story,0,6.49,Korea,4.7,Yami,Noodle,400,1600,2596
Yam Chips Cucumber Flavor 80g,lay's,0,2.89,Mainland China,4.8,Yami,Noodle,400,1600,1156
Baked Shrimp Flavored Chips 28g,calbee,0,0.59,Japan,4.9,Yami,Noodle,400,1600,236
SAMXIINGZH Sanko Jukusei Salad 20pcs,sanxingzhiguo,0,3.29,Japan,0,Yami,Noodle,400,1600,1316
Potato Chips Honey Butter 80g,calbee,0,2.49,Japan,4.7,Yami,Noodle,400,1600,996
Potato Chips Pure Spicy Flavor 145g,lay's,7,5.29,Mainland China,3.7,Yami,Noodle,400,1600,2116
Green Pea Snack Crisps Wasabi Ranch 94g,harvest snaps,1,2.29,United States,5,Yami,Noodle,400,1600,916
Green Pea Snack Crisps Black Pepper,harvest snaps,1,2.29,United States,4,Yami,Noodle,400,1600,916
Oden Set 432g,kibun,3,7.99,Japan,5,Yami,Noodle,400,1600,3196
?€?Frozen?€?Cuttlefish Ball 300g,chuangxianjia,12,6.99,Mainland China,4.8,Yami,Noodle,25,100,175
Potato Strips Cheese Flavor 75g,koikeya,0,2.29,Japan,4.8,Yami,Noodle,400,1600,916
Mori-Nu No Preservatives Silken Tofu Extra Firm 349g,morinaga,0,1.59,Japan,4.8,Yami,Noodle,400,1600,636
Shrimp Cracker Seaweed Flavor 80g,chinchin,0,1.99,Taiwan,4,Yami,Noodle,25,100,50
Cheese Sticks 80g,oishi,0,2.29,Mainland China,5,Yami,Noodle,400,1600,916
Potato Chips Salt and Seaweed Mega Size 200g,calbee,0,4.99,Japan,5,Yami,Noodle,400,1600,1996
Konjac Noodles 380g,yuquan,0,1.99,Mainland China,4.8,Yami,Noodle,400,1600,796
Onion Rings 140g,calbee,0,4.29,Japan,4.8,Yami,Noodle,400,1600,1716
Yopokki Shaped Snack Hot & Spicy 50g,youngpoong,0,1.69,Korea,4.8,Yami,Noodle,400,1600,676
Snack Wide Ramen Spicy Big Pack 165g,babystar,0,4.79,Japan,4.5,Yami,Noodle,200,800,958
Snack Wide Ramen Chicken 75g,babystar,0,2.09,Japan,4.1,Yami,Noodle,200,800,418
Snack crispy Ramen Chicken FLavor 75g,babystar,0,1.79,Japan,4.8,Yami,Noodle,200,800,358
Yamazaki Zeitaku Potato Cheese Chips 2.11oz,ybc,0,1.25,Japan,4.4,Yami,Noodle,400,1600,500
Honey Butter Chip Value Pack 120g,haitai,0,4.29,Korea,4.8,Yami,Noodle,400,1600,1716
GGE Hot Chili Flavor Wheat Cracker 80g,weilih,0,1.89,Taiwan,4.7,Yami,Noodle,400,1600,756
WANTWANT Rice Snack Original Flavor  70g,want want,0,1.89,Taiwan,4.6,Yami,Noodle,400,1600,756
Corn Flavor Cracker 60g,koikeya,15,2.69,Japan,4.8,Yami,Noodle,400,1600,1076
?€?Frozen?€?Cuttlefish Tempura 300g,chuangxianjia,0,5.99,Mainland China,0,Yami,Noodle,25,100,150
Potato Chips BBQ Flavor 80g,oishi,2,2.69,Mainland China,4.5,Yami,Noodle,400,1600,1076
Natural Farm Rice Crackers 60g,want want,50,1.29,Taiwan,4.6,Yami,Noodle,400,1600,516
Rice Cracker 70g,mizuho,7,1.69,Japan,4.4,Yami,Noodle,400,1600,676
Exotic Vegetable Chips Mediterranean Exotic Veg Chips,terra chips,1,7.49,United States,5,Yami,Noodle,400,1600,2996
Pita Chips Parmesan Garlic Herb 7.33oz,stacy`s,1,3.59,United States,3,Yami,Noodle,400,1600,1436
Jalapeno Cassava Chips 84g,jans,15,2.19,Indonesia,4.1,Yami,Noodle,400,1600,876
Salty Seaweed Chips 54g,koikeya,8,2.49,Japan,4,Yami,Noodle,400,1600,996
?€?Value Pack?€?Honey Butter Chips 30g*12pc,haitai,0,14.99,Korea,4.9,Yami,Noodle,400,1600,5996
ONION RINGS SMALL 70g,calbee,0,2.29,Japan,4.8,Yami,Noodle,400,1600,916
Puffed Rice Caramel Flavor 100g,captain danny,0,5.49,Taiwan,4.8,Yami,Noodle,400,1600,2196
Snack Wide Ramen Spicy 70g,babystar,0,2.09,Japan,4.3,Yami,Noodle,200,800,418
Puffed Black Bean Rice Cake125g,nonghyup,0,3.69,Korea,4.5,Yami,Noodle,400,1600,1476
Honey Butter Chip Fromage Blanc 120g,haitai,0,3.99,Korea,4.8,Yami,Noodle,400,1600,1596
Bin Bin Rice Cracker 106g,namchow,0,1.29,Mainland China,4.8,Yami,Noodle,400,1600,516
Baked Potato Slim Large 240g,haitai,0,4.49,Korea,4.7,Yami,Noodle,400,1600,1796
Potato Chips Sweet Spicy Flavor 50g,oishi,0,2.29,Mainland China,4.7,Yami,Noodle,400,1600,916
Kkobug Chips Corn Soup Flavor 160g,orion,0,4.39,Korea,5,Yami,Noodle,400,1600,1756
HOKKAIDO Premium Potato Jaga Pokkuru 10pc,calbee,75,14,Japan,5,Yami,Noodle,400,1600,5600
2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,lay's,0,6.39,Mainland China,0,Yami,Noodle,400,1600,2556
Sakura Matcha Cracker Rolls 48g,glico,0,4.8,Japan,0,Yami,Noodle,400,1600,1920
Asam Fish Flavour Potato Chips 60g,jack'n jill,0,5.59,Philippine,0,Yami,Noodle,400,1600,2236
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,calbee,0,1.35,Japan,0,Yami,Noodle,400,1600,540
Extreme Hot Chicken Zzaldduk Snack 80g,samyang,0,5.59,Korea,0,Yami,Noodle,400,1600,2236
HOKKAIDO Premium Potato Jaga Pirika 1bag,calbee,0,1.38,Japan,0,Yami,Noodle,400,1600,552
Lobster Potato Stick 72g,master master,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
Spicy Chicken Flavoured Snack 37g,cosmos,0,4.79,Korea,0,Yami,Noodle,25,100,120
Shell Shaped Snack 62g,cosmos,0,5.59,Korea,0,Yami,Noodle,25,100,140
Sweet Potato Shaped Snack 60g,cosmos,0,5.59,Korea,0,Yami,Noodle,25,100,140
Fish Crackers Spicy Cheese and Onion 50g,cocoland,0,5.59,Malaysia,0,Yami,Noodle,25,100,140
3 Years Aged Habanero Kanzuri Rice Cracker 38g,tohato,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
Pokemon Noodles Sea Food 38g,sapporo ichiban,1,3,Japan,5,Yami,Noodle,400,1600,1200
Chocolate Rice Cracker 40g,sugar butter tree,0,4.5,Japan,0,Yami,Noodle,400,1600,1800
Fish Crackers Spicy Mala 50g,cocoland,0,5.59,Malaysia,0,Yami,Noodle,25,100,140
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,calbee,1,1.66,Japan,5,Yami,Noodle,400,1600,664
Limited Production Imo Komachi Fries 8pc,calbee,7,15.99,Japan,4.1,Yami,Noodle,200,800,3198
HOKKAIDO Premium Potato Jaga Pirika 1pc,calbee,1,1.66,Japan,5,Yami,Noodle,400,1600,664
Rice Crackers With Anchovy 1years old+ 4pack,wakodo,0,7.99,Japan,0,Yami,Noodle,400,1600,3196
JAPAN DIY JYAZU  SYOYU Popcorn 67g,marujyo,0,5.9,Japan,0,Yami,Noodle,400,1600,2360
Cheese Rice crackers  12pc,kameda,0,6.5,Japan,0,Yami,Noodle,400,1600,2600
Spicy Soy Rice Crackers 80g,echigo seika,0,3.5,Japan,0,Yami,Noodle,400,1600,1400
Spicy Buldak Snacks Limited Edition 90g,corntoz,0,6.39,Malaysia,0,Yami,Noodle,25,100,160
Essence Potato Chips 4pc,calbee,0,15.99,Japan,0,Yami,Noodle,200,800,3198
Seaweed Chips 4pc,calbee,2,15.99,Japan,5,Yami,Noodle,200,800,3198
HOKKAIDO Original Chocolate Chips 190g,royce,3,22.99,Japan,4.7,Yami,Noodle,400,1600,9196
Salted Egg Yolk Crinkle Cut Chips 100g,kl kantin lab,0,13.59,Malaysia,0,Yami,Noodle,400,1600,5436
Kettle Chips Classic Original Limited Edition 65g,wise cottage fries,0,3.99,Malaysia,0,Yami,Noodle,400,1600,1596
Brown Rice Snack Spicy Barbecue Flavour 50g,grain mii,0,6.39,Thailand,0,Yami,Noodle,400,1600,2556
JAGARIKO Yuzikosyo 38g,calbee,0,3.5,Japan,0,Yami,Noodle,400,1600,1400
JAPAN HANABATAKEBOKUJO Cheese Popcorn 100g,hokkaido,0,10.9,Japan,5,Yami,Noodle,400,1600,4360
ORIENTAL Rota Potato Chips 70g,oriental (malaysia),0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
ORIENTAL Cheese Balls Snack 60g,oriental (malaysia),0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
ORIENTAL Chicken Ring 60g,oriental (malaysia),0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
Vegetable Snack 60g,miaow miaow,0,5.59,Malaysia,0,Yami,Noodle,400,1600,2236
Hot & Spicy Flavoured Prawn Crackers 60g,miaow miaow,0,6.39,Malaysia,0,Yami,Noodle,400,1600,2556
Jigs Potato Crisps BBQ Flavour 65g,jack'n jill,0,4.79,Philippine,0,Yami,Noodle,400,1600,1916
MISTER POTATO BBQ Flavor Potato Crisps 150g,mamee chef,0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
TWISTIES CHACHO'S Cheesy Cheese 70g,mondelez,0,7.19,Japan,0,Yami,Noodle,400,1600,2876
TWISTIES Chili Cheese On Fire 65g,mondelez,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
TWISTIES Kaboom BBQ Curry Flavor 65g,mondelez,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
JACK N JILL Calbee Classic Salted Potato Chips 60g,jack'n jill,0,6.39,Philippine,0,Yami,Noodle,400,1600,2556
JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,jack'n jill,0,6.39,Philippine,0,Yami,Noodle,400,1600,2556
Thai Banana Chips 50g,bestore,0,3.99,Mainland China,0,Yami,Noodle,400,1600,1596
KIM Mini Hot And Spicy Potato Stick 80g,master,0,6.39,Taiwan,4,Yami,Noodle,400,1600,2556
ROLLER COASTER BBQ Flavoured Potato Rings 60g,jack'n jill,0,5.59,Philippine,5,Yami,Noodle,400,1600,2236
TAKUMI Kappa Ebisen 15pc,calbee,3,18,Japan,4.3,Yami,Noodle,200,800,3600
Zidi Potato Chips BBQ Flavor 100g,sunway snack,3,3.25,United States,4.7,Yami,Noodle,400,1600,1300
Honey Butter Chips 60g,haitai,1,2.99,Korea,5,Yami,Noodle,400,1600,1196
Brown Sugar Sweet Potato Crisp 140g,liancheng,2,7.59,Taiwan,5,Yami,Noodle,400,1600,3036
Honey Flavored Twist Snack 75g,nongshim,0,3.99,Korea,0,Yami,Noodle,400,1600,1596
Potato Chips Scallop Butter Garlic Flavour 48g,lay's,0,5.59,Mainland China,0,Yami,Noodle,400,1600,2236
Mayonnaise Mentaiko Rice crackers 40g,ameyasan,1,2.99,Japan,5,Yami,Noodle,200,800,598
Potato Chips Hot and Spicy Seaweed Flavor 97g,pringles,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
JAPAN DIY JYAZU  Butter Popcorn 67g,marujyo,1,5.9,Japan,5,Yami,Noodle,400,1600,2360
Mayonnaise Bacon Rice crackers 40g,ameyasan,0,2.99,Japan,0,Yami,Noodle,200,800,598
French Fries HONEY SALT AND BUTTER 60g,and eht friet,0,7.9,Japan,0,Yami,Noodle,200,800,1580
Mayonnaise Rice crackers 40g,ameyasan,0,2.99,Japan,0,Yami,Noodle,200,800,598
Mayonnaise Curry Rice crackers 40g,ameyasan,0,2.99,Japan,0,Yami,Noodle,200,800,598
AMAEBI Rice crackers 6bags,ameyasan,0,4.5,Japan,0,Yami,Noodle,200,800,900
French Fries ANCHOVY AND GARLIC 60g,and eht friet,1,7.99,Japan,3,Yami,Noodle,200,800,1598
Black Pepper Cheese Flavor Potato Chips 147g,pringles,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
Black Truffle Potato Chips 160g,mychef?€?s,0,7.19,Malaysia,0,Yami,Noodle,400,1600,2876
East Port Dried Golden Shrimp Cracker 150g,lien haw foods,1,9.49,Taiwan,5,Yami,Noodle,400,1600,3796
Sweet Shrimp Rice Cracker 72g,kameda,2,6.5,Japan,5,Yami,Noodle,400,1600,2600
Prawn Crackers Barbecue Flavor 25g,bestore,0,3.99,Mainland China,0,Yami,Noodle,400,1600,1596
French Fries CHEDDAR CHEESE 60g,and eht friet,0,7.99,Japan,0,Yami,Noodle,200,800,1598
Bruschette Chips Tomato Olives & Oregano 70g,kopiko,0,6.39,Indonesia,0,Yami,Noodle,400,1600,2556
Chocolate Corn Snack 30g,cosmos,0,4.79,Korea,0,Yami,Noodle,25,100,120
Spicy Corn Chip 34g,cosmos,0,4.79,Korea,0,Yami,Noodle,25,100,120
Classic Pop Corn Durian Flavoured Cracker 60g,kopiko,0,6.39,Indonesia,0,Yami,Noodle,400,1600,2556
Bruschette Chips Mediterranean Vegetables Flavour 70g,kopiko,0,6.39,Indonesia,0,Yami,Noodle,400,1600,2556
Chili Cheese Flavoured Prawn Crackers 70g,bika,0,3.99,Malaysia,0,Yami,Noodle,400,1600,1596
Jigs Potato Crisps Sambal Udang Flavour 60g,jack'n jill,0,4.79,Philippine,0,Yami,Noodle,400,1600,1916
Bean Bean Muruku Snack Original 60g,snek ku,0,3.99,Malaysia,0,Yami,Noodle,400,1600,1596
TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,lien haw foods,0,6.64,Taiwan,0,Yami,Noodle,400,1600,2656
TAINAN ONLY Grand Matsu Pea Crackers (Koloko - Salted Flavor),lien haw foods,0,6.64,Taiwan,0,Yami,Noodle,400,1600,2656
Jigs Cheesy Cheese Flavour Potato Chips 70g,jack'n jill,0,4.79,Philippine,0,Yami,Noodle,400,1600,1916
JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,ybc,0,3.99,Japan,0,Yami,Noodle,400,1600,1596
eternal rose flower snack box,roseonly,0,159,Mainland China,0,Yami,Noodle,400,1600,63600
MISTER POTATO Honey Cheese Flavor 150g,mamee chef,0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
TWISTIES Cherry Tomato Bomb 160g,mondelez,0,7.99,Japan,0,Yami,Noodle,400,1600,3196
Corn Cheese Flavor Banana Chips 45g,hom,0,2,Thailand,0,Yami,Noodle,400,1600,800
Sour Cream & Onion Flavor Banana Chips 45g,hom,0,2,Thailand,0,Yami,Noodle,400,1600,800
Sapporo Grilled Corn 6 bags,yoshimi,0,12.5,Japan,5,Yami,Noodle,400,1600,5000
Corn Cheese Flavor Banana Chips 45g,hom,0,2,Thailand,0,Yami,Noodle,400,1600,800
Sour Cream & Onion Flavor Banana Chips 45g,hom,0,2,Thailand,0,Yami,Noodle,400,1600,800
Sapporo Grilled Corn 6 bags,yoshimi,0,12.5,Japan,5,Yami,Noodle,400,1600,5000
Herbal Tea Eggs Flavoured Chips 60g,miaow miaow,0,6.39,Malaysia,0,Yami,Noodle,400,1600,2556
Fragrant Brittle Fries Honey Butter Flavor 20g,cuishengsheng,0,1.39,Mainland China,0,Yami,Noodle,25,100,35
Zidi Potato Chips Seaweed Flavor 100g,sunway snack,4,3.25,United States,5,Yami,Noodle,400,1600,1300
Icy Lemon Snacks Limited Edition 90g,corntoz,0,6.39,Malaysia,0,Yami,Noodle,25,100,160
French Fries BlackTruffle 60g,and eht friet,0,7.9,Japan,0,Yami,Noodle,200,800,1580
Bruschette Chips Slow Roasted Garlic Flavour 70g,kopiko,0,6.39,Indonesia,0,Yami,Noodle,400,1600,2556
Hotz & Spicy Snacks 50g,corntoz,0,4.79,Malaysia,0,Yami,Noodle,25,100,120
Twist snack 55g,cosmos,0,5.59,Korea,0,Yami,Noodle,25,100,140
Tapioca Crisp (With Chilli)??Croquant Tapioca 50g,miaow miaow,0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,mamee chef,0,5.99,Malaysia,0,Yami,Noodle,400,1600,2396
JAPAN KIRARA Cheese Gome Okashi 38g,dabanjingguo,0,3.98,Japan,0,Yami,Noodle,25,100,100
Twisties Spicy Seaweed Splash 60g,mondelez,0,4.99,Japan,0,Yami,Noodle,400,1600,1996
Chicken Edition Potato Chips 68g,chitato,0,3.99,Malaysia,0,Yami,Noodle,400,1600,1596
Corn Curls BBQ Flavor 80g,jack'n jill,0,5.59,Philippine,0,Yami,Noodle,400,1600,2236
Cheese Edition Potato Chips 68g,chitato,0,3.99,Malaysia,0,Yami,Noodle,400,1600,1596
TOKYO BANANA Japanese Pepper Miso Chips 4pc,calbee,0,14.5,Japan,5,Yami,Noodle,200,800,2900
TOKYO BANANA Katsuo Kombu Dashi Chips 4pc,calbee,0,14.5,Japan,0,Yami,Noodle,200,800,2900
JAPAN JAGARIKO French fries 58g,calbee,0,3.5,Japan,5,Yami,Noodle,400,1600,1400
MAMEE CHEF MISTER POTATO Sweet Potato Sweet Corn Flavor Potato Crisps 130g,pringles,0,4.79,Japan,0,Yami,Noodle,400,1600,1916
MISTER POTATO Yay-Yers Cheezy Wheezy 60g,mamee chef,0,5.59,Malaysia,0,Yami,Noodle,400,1600,2236
TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 185g,mondelez,0,8.79,Japan,0,Yami,Noodle,400,1600,3516
TWISTIES CHACHO'S Tortilla Corn Chips BBQ Bonanza 185g,mondelez,0,8.79,Japan,0,Yami,Noodle,400,1600,3516
TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 70g,mondelez,0,7.19,Japan,0,Yami,Noodle,400,1600,2876
TWISTIES Roast Chicken Dance Flavor 160g,mondelez,0,7.99,Japan,0,Yami,Noodle,400,1600,3196
Banana Chip Japanese Seaweed Favor 45g,hom,0,2,Thailand,0,Yami,Noodle,400,1600,800
HOKKAIDO Premium Potato Jaga Pirika 10pc,calbee,0,16.8,Japan,5,Yami,Noodle,200,800,3360
Halloween Special Gift,oishi,0,88.88,Mainland China,0,Yami,Noodle,400,1600,35552
KIM Potato Stick Salted Flavour 80g,master,0,6.39,Taiwan,4,Yami,Noodle,400,1600,2556
ORIENTAL Green Pea Snack 60g,oriental (malaysia),0,6.39,Malaysia,0,Yami,Noodle,400,1600,2556
JACK' N JILL ROLLER COASTER Potato Rings Cheese Flavour 60g,jack'n jill,0,5.59,Philippine,5,Yami,Noodle,400,1600,2236
Tam Tam Crab Flavoured Snack 30g,snek ku,0,0.71,Malaysia,0,Yami,Noodle,400,1600,284
Sapporo Grilled Corn 6 bags,yoshimi,0,9,Japan,4.8,Yami,Noodle,400,1600,3600
Dried Sakura Shrimp 150g,lien haw foods,1,9.49,Taiwan,5,Yami,Noodle,400,1600,3796
KARCIE Donut DIY 4pc,kracie,0,7.5,Japan,0,Yami,Noodle,400,1600,3000
Opala Chocolate Potato Chips Snacks 100g,oishi,0,4.79,Mainland China,0,Yami,Noodle,400,1600,1916
HOKKAIDO Mild Bitter Chocolate Chips 190g,royce,1,22.99,Japan,5,Yami,Noodle,400,1600,9196
Kameda Kaki's Tane Ume Shiso 57g,kameda,0,4.97,Japan,0,Yami,Noodle,400,1600,1988
HOKKAIDO Sea Salt Chips 6pc,calbee,3,18.99,Japan,5,Yami,Noodle,200,800,3798
Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,mondelez,0,6.39,Japan,0,Yami,Noodle,400,1600,2556
HOKKAIDO Caramel Chocolate Chips 190g,royce,0,22.99,Japan,0,Yami,Noodle,400,1600,9196
Jaga Pirika Hokkaido Premium Potato 10packs,calbee,5,16.99,Japan,3.6,Yami,Noodle,200,800,3398
Smoky BBQZ Snacks 50g,huangfeihong,0,4.79,Mainland China,0,Yami,Noodle,400,1600,1916
Potato Crisps Cheese Flavour 160g,mychef?€?s,0,6.39,Malaysia,0,Yami,Noodle,400,1600,2556
Satay Flavour Potato Stick 72g,master master,0,5.59,Japan,0,Yami,Noodle,400,1600,2236
Prawn Crackers Original Flavor 7g,oishi,0,0.22,Mainland China,0,Yami,Noodle,400,1600,88
Cheexy Savoury 50g,miaow miaow,0,4.79,Malaysia,0,Yami,Noodle,400,1600,1916
Sweet Potato Fries 80g,ttl taiwan,0,9.49,Taiwan,5,Yami,Noodle,400,1600,3796
