Product_Name,Price,Sold_Weekly,Origin,Brand,Reviews,Sold_Monthly,Weekly_Revenue,Platform,Category,Rate
"Nissin Cup Noodles, Crab Flavor 2.57 oz",1.99,200,Japan,Nissin,6,800,398,Weee,Noodle,Unclear
"Tseng Noodles, Scallion with Sichuan Pepper Flavor 4pk 464 g",11.49,200,Taiwan,Tseng,111,800,2298,Weee,Noodle,Unclear
Marutomo Soba Straight Noodle Soup Base  360 ml,4.99,200,Japan,Unclear,15,800,998,Weee,Noodle,Unclear
Baijia Shanghai Scallion Noodles 105 g,2.59,200,Mainland China,Unclear,11,800,518,Weee,Noodle,Unclear
"Mama Cup Instant Noodles, Shrimp Tom Yum Flavor 6 count",7.99,200,Thailand,Unclear,26,800,1598,Weee,Noodle,Unclear
"Paldo King Noodle Cup, Lobster Flavor 1ct 110 g",2.49,200,South Korea,Paldo,38,800,498,Weee,Noodle,Unclear
Unif 100 Shrimp Flavor Instant Noodles  103 g,1.19,200,Mainland China,Unclear,6,800,238,Weee,Noodle,Unclear
Shredded Chicken Noodles  300 g,6.89,200,Taiwan,Unclear,23,800,1378,Weee,Noodle,Unclear
Marutai Miyazaki Instant Ramen Noodle  212 g,4.49,200,Japan,Unclear,4,800,898,Weee,Noodle,Unclear
Aji Fresh Noodles Shredded Chicken with Scallion Oil Flavor 255 g,2.49,200,Mainland China,AJI,2,800,498,Weee,Noodle,Unclear
[MARUTAI]  Instant Ramen Noodles (Saga) 185g x 1bag 185 g,3.99,200,Japan,Unclear,9,800,798,Weee,Noodle,Unclear
"Master Lee Noodles with Crayfish, Frozen 460 g",4.79,200,Mainland China,Unclear,20,800,958,Weee,Noodle,Unclear
JML Spicy Beef Instant Noodle 5pk 555 g,5.49,200,Mainland China,JinMaiLang,2,800,1098,Weee,Noodle,Unclear
"Sun Noodle Tonkotsu Ramen, Pork Flavor 13.3 oz",4.95,200,United States,Unclear,45,800,990,Weee,Noodle,Unclear
"Sun Noodle Miso Ramen, Soybean Paste Flavor 13.2 oz",4.95,200,United States,Unclear,23,800,990,Weee,Noodle,Unclear
"Paldo King Noodle Cup, Seafood Flavor 1ct 110 g",2.49,200,South Korea,Paldo,23,800,498,Weee,Noodle,Unclear
ZhengFengYuan Hot Pot Potato Noodle 360 g,1.69,200,Mainland China,Unclear,0,800,338,Weee,Noodle,Unclear
Oriental Style Noodle Vermicelli Frozen 1000 g,5.79,200,Mainland China,Unclear,2,800,1158,Weee,Noodle,Unclear
Hana Sanuki Udon Noodles 5pk 2.75 lb,6.49,200,South Korea,Unclear,1,800,1298,Weee,Noodle,Unclear
Lucky Me Chicken Instant Noodle Soup 70 g,1.49,200,Philippines,Lucky Me,0,800,298,Weee,Noodle,Unclear
"Henan Noodles, Original 4pk  460 g",8.99,200,Mainland China,Unclear,39,800,1798,Weee,Noodle,Unclear
A-Sha Hello Kitty Chicken Noodle Soup 6pk 390 g,13.99,200,Thailand,Unclear,0,800,2798,Weee,Noodle,Unclear
"Sun Noodle Shoyu Ramen, Soy Sauce Flavor 12.5 oz",4.95,200,United States,Unclear,17,800,990,Weee,Noodle,Unclear
"Wei-Chuan Stewed Beef Noodle, Frozen 7.8 oz",7.49,200,United States,Weichuan,30,800,1498,Weee,Noodle,Unclear
"Choung Soo Oriental Style Noodles, Mul Naengmyeon 25.4 oz",5.99,200,South Korea,Unclear,34,800,1198,Weee,Noodle,Unclear
"Doll 5 Pack Instant Noodles, Sesame Oil 500 g",3.99,200,Hong Kong,Unclear,11,800,798,Weee,Noodle,Unclear
Soup Daren Korean Style Spicy Beef Noodles 625 g,12.99,200,Taiwan,Unclear,4,800,2598,Weee,Noodle,Unclear
BaMan Fresh Noodle Spicy Sour Flavor 318 g,5.99,200,Mainland China,Unclear,4,800,1198,Weee,Noodle,Unclear
"Baijia Wuhan Hot and Dry Noodles, Sesame Flavor  255 g",2.99,200,Mainland China,Unclear,7,800,598,Weee,Noodle,Unclear
"Wu Gu Dao Chang Instant Noodles, Artificial Hot and Sour Beef Flavor  535 g",6.59,200,Mainland China,Unclear,1,800,1318,Weee,Noodle,Unclear
Acecook HAO HAO SATE ONION NOODLE 2.82 oz,1.19,200,Vietnam,Unclear,3,800,238,Weee,Noodle,Unclear
JML Green Onion Pork Chop Instant Noodle 5pk 565 g,5.49,100,Mainland China,JinMaiLang,4,400,549,Weee,Noodle,Unclear
"Marutai Instant Ramen Noodle, Kyushu Lemon Tonkotsu Flavor 189 g",4.69,100,Japan,Unclear,2,400,469,Weee,Noodle,Unclear
Ottogi Jin Jjambbong Spicy Seafood Noodles 4pk 520 g,8.49,100,South Korea,Ottogi,19,400,849,Weee,Noodle,Unclear
Xiangnian Mixed Noodles with Scallion Oil 260 g,4.19,100,Mainland China,Unclear,1,400,419,Weee,Noodle,Unclear
"Sun Noodle TanTan Ramen, Spicy Sesame Seed Flavor Frozen 2pk  13.9 oz",4.95,100,United States,Unclear,3,400,495,Weee,Noodle,Unclear
Tseng Spicy Sichuan Pepper Noodles 4pk 468 g,11.49,100,Taiwan,Unclear,13,400,1149,Weee,Noodle,Unclear
"Twin Marquis Thick Wonton Noodle, Frozen 12 oz",3.49,100,Taiwan,Unclear,6,400,349,Weee,Noodle,Unclear
"Bull Head Dry Noodle, Spicy Sichuan Pepper Flavor 4pk 456 g",10.49,100,Taiwan,BULL HEAD,4,400,1049,Weee,Noodle,Unclear
XiaoLongKan Sour&Spicy Hot Pot Noodle 310 g,5.49,100,Mainland China,Unclear,1,400,549,Weee,Noodle,Unclear
Qiaotou Spicy Steamed Meat Noodles 220 g,3.99,100,Mainland China,Unclear,94,400,399,Weee,Noodle,Unclear
"Nissin Cup Noodles, Black Pepper Crab Flavor 2.57 oz",2.19,100,Japan,Nissin,6,400,219,Weee,Noodle,Unclear
Qin Zong Fragrant Shaanxi Cold Noodles with Sesame Sauce 168 g,4.29,100,Mainland China,Unclear,5,400,429,Weee,Noodle,Unclear
Wai Wai Veg Masala Instant Noodles  65 g,0.69,100,India,Unclear,0,400,69,Weee,Noodle,Unclear
"Shaanxi Cold Noodles, Spicy Flavor 168 g",3.09,100,Mainland China,Unclear,32,400,309,Weee,Noodle,Unclear
"Shaanxi Cold Noodles, Mild Spicy Flavor 168 g",4.29,100,Mainland China,Unclear,61,400,429,Weee,Noodle,Unclear
KiKi Scallion Noodles 5pk 450 g,12.99,100,Taiwan,Kiki,45,400,1299,Weee,Noodle,Unclear
Huafeng Seafood Noodles 390g 390 g,6.99,100,Mainland China,Unclear,21,400,699,Weee,Noodle,Unclear
A-Sha Hello Kitty Spicy Noodle Soup 6pk 390 g,13.99,100,Thailand,Unclear,0,400,1399,Weee,Noodle,Unclear
Paldo Ilpoom Jjajang Noodles 4pk  480 g,5.99,100,South Korea,Paldo,11,400,599,Weee,Noodle,Unclear
"Nongshim Tempura Udon Flavor Noodle Soup, Big Bowl 114 g",2.49,100,South Korea,Nongshim,2,400,249,Weee,Noodle,Unclear
"Ottogi Noodles, Tempura Udon Flavor 110 g",1.99,100,South Korea,Ottogi,13,400,199,Weee,Noodle,Unclear
Sun Noodle Jiro Style Garlic Shoyu Ramen 258 g,4.95,100,United States,Unclear,4,400,495,Weee,Noodle,Unclear
"Choung Soo Spicy Cold Noodle, Original Style 4 servings 25.4 oz",4.99,100,South Korea,Choung Soo,3,400,499,Weee,Noodle,Unclear
Wang Korea Seafood Udon Instant Noodles 196 g,3.99,100,South Korea,Wang Korea,7,400,399,Weee,Noodle,Unclear
Marutomo Somen Straight Noodle Soup Base  360 ml,5.69,100,Japan,Marutomo,6,400,569,Weee,Noodle,Unclear
"BaiXiang Instant Noodles, Pork Bone Soup 5ct 1 each",7.69,100,Mainland China,Unclear,29,400,769,Weee,Noodle,Unclear
Lukang Thin Noodles - Ginger & Sesame Oil Flavor 100 g,2.69,100,Taiwan,Unclear,8,400,269,Weee,Noodle,Unclear
Hankow Original Sesame Paste Noodles 4pk 408 g,6.29,100,Mainland China,Unclear,66,400,629,Weee,Noodle,Unclear
"Wang Korea Instant Noodle Bowl, Bulgogi Udon Flavor 229 g",3.99,100,South Korea,Wang Korea,6,400,399,Weee,Noodle,Unclear
"AJI Fresh Noodles, Beef Stew Flavor 255 g",2.49,50,Mainland China,AJI,1,200,125,Weee,Noodle,Unclear
Tseng Sichuan Sesame Noodles 4pk 508 g,11.49,50,Taiwan,Tseng,75,200,575,Weee,Noodle,Unclear
"Doll 5 Pack Instant Noodles, Shrimp Wonton 500 g",3.89,50,Hong Kong,Unclear,7,200,195,Weee,Noodle,Unclear
"Paldo King Noodle Cup, Sriracha Lobster King Flavor  3.88 oz",2.49,50,South Korea,Paldo,5,200,125,Weee,Noodle,Unclear
Dajia Stirred Noodles with Shallot Sauce 4ct 500 g,6.99,50,Taiwan,Unclear,65,200,350,Weee,Noodle,Unclear
JML Spicy and Hot Beef Instant Noodle 5pk 585 g,4.99,50,Mainland China,Unclear,2,200,250,Weee,Noodle,Unclear
"Marutai Instant Ramen Noodles, Nagasaki  178 g",3.99,50,Japan,Unclear,2,200,200,Weee,Noodle,Unclear
Gourmet Master Crab Roe & Shrimp Noodle  465 g,8.99,50,Mainland China,Unclear,10,200,450,Weee,Noodle,Unclear
BAIXIANG Instant Noodle Spicy Crayfish Flavor 5pack 565 g,5.99,50,Mainland China,Unclear,3,200,300,Weee,Noodle,Unclear
Dry Noodles with Sesame and Tofu Curd Sauce 430 g,4.99,50,Taiwan,Unclear,6,200,250,Weee,Noodle,Unclear
Samyang Ramen Noodle Soup 5pk 1 each,6.99,50,South Korea,SAMYANG,6,200,350,Weee,Noodle,Unclear
BAIJIA Sweet and Spicy Udon Noodles 275 g,3.79,50,Mainland China,Unclear,12,200,190,Weee,Noodle,Unclear
Dinda Instant Cold Noodle with Sesame Sauce 5pk 600 g,4.59,50,Mainland China,Unclear,2,200,230,Weee,Noodle,Unclear
WeiJiang ShanXi Fresh Noodle Frozen,6.99,50,Unclear,Unclear,14,200,350,Weee,Noodle,Unclear
"Nongshim Bowl Noodle Soup, Hot & Spicy Beef Flavor 12pk  1 case",15.99,50,United States,Unclear,2,200,800,Weee,Noodle,Unclear
"Twin Marquis Yakisoba Noodle, Frozen 16 oz",3.19,50,Taiwan,Unclear,17,200,160,Weee,Noodle,Unclear
Paldo Dosirac Instant Noodle Beef Flavor 86 g,1.49,50,South Korea,Paldo,1,200,75,Weee,Noodle,Unclear
Taiwanese Old Pot Rice Noodles 4pk 280 g,9.99,50,Taiwan,Xinzhu,14,200,500,Weee,Noodle,Unclear
Nongshim Soo Air-Dried Noodles Beef Flavor with Seaweed 4pk 368 g,9.99,50,United States,Nongshim,0,200,500,Weee,Noodle,Unclear
"Nongshim Shin Black Premium Noodle Soup, Small Cup 6pk 1 case",12.99,50,United States,Nongshim,0,200,650,Weee,Noodle,Unclear
Meile Noodle Seasoning 320 g,3.49,50,Mainland China,Unclear,1,200,175,Weee,Noodle,Unclear
Sesame Paste Noodle 116 g,3.49,50,Mainland China,Unclear,30,200,175,Weee,Noodle,Unclear
Doll Instant Noodles Spicy Pork Flavor 5 PK 500 g,3.99,50,Hong Kong,Unclear,5,200,200,Weee,Noodle,Unclear
"Bull Head Dry Noodle, Sha Cha Flavor 4pk 440 g",10.49,50,Taiwan,BULL HEAD,12,200,525,Weee,Noodle,Unclear
Lotus Foods Rice Ramen Tom Yum Cup Noodles 57 g,2.29,50,Mainland China,Unclear,0,200,115,Weee,Noodle,Unclear
Shirakiku XL Yakisoba Japanese-Style Stir Fry Noodles with Seasoning Sauce Base  540 g,2.99,50,United States,Unclear,8,200,150,Weee,Noodle,Unclear
Noodle Zero Chicken Flavour 375 g,4.99,50,Mainland China,Noodle Zero,5,200,250,Weee,Noodle,Unclear
CJ NIGHT TIME UDON NOODLE 2 SERVINGS 442.4 g,5.99,50,South Korea,Unclear,4,200,300,Weee,Noodle,Unclear
Nongshim K-Army Stew Noodle Soup with Chili Beans 4.02 oz,2.99,50,South Korea,Unclear,10,200,150,Weee,Noodle,Unclear
CJ BIBIGO Japchae Noodles with Mushroom and Vegetables 522 g,7.99,50,South Korea,Bibigo,2,200,400,Weee,Noodle,Unclear
Liuquan Rice Noodles 360 g,4.89,50,Mainland China,Unclear,34,200,245,Weee,Noodle,Unclear
"Taiwanese Old Pot Rice Noodles, Mushroom Onion Stew Flavor, 4pk  240 g",9.99,50,Taiwan,Xinzhu,33,200,500,Weee,Noodle,Unclear
