,Product_Name,Price,Reviews,Option,Origin,Rate,Platform,Category,Sold_Weekly
213,Angel bird vibrating egg female sex toys flirting toy pink 1 piece,53.6,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
214,[DHL Mainland China]KISSTOY Dolphin Private Parts Massager Silent Jump Egg Second Tide Female Orgasm Students Cute Sex Toy,49.0,0,No,United States,0.0,Yami,Egg Roll,50+ Sold
215,JM SOLUTION Glory Aqua Idebenone Egg Mask 1pcs,1.5,0,No,Korea,0.0,Yami,Egg Roll,Less than 50
216,【Mainland China direct mail】Wireless remote control butterfly egg hopping abnormal wearable masturbator for women,138.0,0,No,United States,0.0,Yami,Egg Roll,Less than 50
217,Hi tide vibrator female masturbation cunnilingus massage female vibrating egg adult sex products white 1 piece,48.5,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
218,wireless remote control egg jumper APP to control female orgasm masturbator go out sex toys,79.0,1,No,United States,5.0,Yami,Egg Roll,Less than 50
219,MAGIC MOTION remote remote control jump egg wearing silent girls with vibrating underwear sex toys,69.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
220,Remote control vibrating egg female outing wear masturbation device flirting sex toy pink APP 1 piece,40.9,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
221,New upgrade tongue licking carnival vibrating egg adult massager fun tongue licker pink-rechargeable,32.0,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
222,Duck Egg Powder Loose Powder Setting Powder Loose Powder Light Pink Color 32g,55.9,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
223,Clitoris masturbator frequency conversion tongue licking pig wireless vibrating egg pink,36.8,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
224,Japan Egg Jumping Female student strong silent remote control female orgasm wireless passion jump second tide sex t,79.0,1,No,Japan,5.0,Yami,Egg Roll,Less than 50
225,Seahorse electric shock vibrating egg multi-frequency pulse female masturbation massager adult sex toys pink 1 piece,65.9,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
226,wing Jump Egg app wireless remote control to wear outside without inserting orgasm remote fun appliance female,89.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
227,Intelligent remote remote control female vibrating egg vibrating egg big cat monster,39.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
228,Vibrating egg sucking female self-defense device female erotic adult product sex toy vibrating model pink one,58.8,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
229,Eurasia V8 wearing an egg-jumping female masturbator into a student's underwear sex toy,79.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
230,Eurasian VF wearing egg jump invisible Female Masturbator remote control orgasm vibration mute sex toy,69.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
231,Yuedong vibrating egg remote control female masturbation device battery non-rechargeable,26.8,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
232,New upgrade tongue licking carnival vibrating egg purple-rechargeable,32.0,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
233,Japan Egg Jumping Female student strong silent remote control female orgasm wireless passion jump second tide sex t,79.0,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
234,remote control egg jump wireless vibration wireless mute student female products sex toys orgasm special masturba,69.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
235,Flower vibrator av stick massager female masturbation device vibrating egg rose red,36.9,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
236,Wearing butterfly vibrating massage stick female masturbation device invisible vibrating egg adult erotic sex products,49.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
237,[Mainland China Direct Mail] BE&CHEERYsalted egg yolk flavor glutinous rice crispy rice 110g,7.9,0,2 Options,Mainland China,0.0,Yami,Egg Roll,200+ Sold
238,USB double vibrating egg female backyard stimulation masturbation egg foreplay flirting adult products sharp round,16.0,1,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
239,Honey tide vibrating egg female masturbation device adult product pink light taste 1 piece,15.99,0,2 Options,Mainland China,0.0,Yami,Egg Roll,200+ Sold
240,Fry Egg Mold (Bear) 1 Piece,9.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
241,Tongue vibrating egg female vibrating masturbation device charging tongue licking device pink,27.4,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
242,wing Jump Egg app wireless remote control to wear outside without inserting orgasm remote fun appliance female sex,89.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
243,Heart beat egg wireless remote control female masturbation device vibrating wearable charging fun dancing egg adult prod,23.5,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
244,Squirrel vibrating egg female masturbator sex toy pink 1 piece,82.0,0,2 Options,United States,0.0,Yami,Egg Roll,Less than 50
245,Fry Egg Mold (Bread) 1 Piece,9.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
246,Stainless Steel Egg Yolk Separator,23.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
247,rose vibrator sucking cunnilingus vibrating egg magnetic charging female masturbation device,55.8,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
248,Mini disposable jet cup masturbation egg invisible portable self captain lightning type,28.7,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
249,Cute cat invisible wearing female remote control vibrating egg heated penis fun vibrator high version blue version,66.7,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
250,Fry Egg Mold (Rabbit) 1 Piece,9.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
251,Vibrating egg strong shock into the body toy self-artificial comfort adult sex products 1 piece,52.0,0,No,United States,0.0,Yami,Egg Roll,50+ Sold
252,Eurasian VF wearing egg jump invisible Female Masturbator remote control orgasm vibration mute sex toy,69.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
253,Remote control vibrating egg female outing wearing masturbation device flirting sex toy pink remote control 1 piece,34.07,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
254,Mini disposable jet cup masturbation egg invisible portable self-capture device ice crystal type,28.7,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
255,Mini disposable jet cup masturbation egg invisible portable self captain shower type,28.7,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
256,Wireless remote control vibrating egg into the body strong shock flirting sex toys adult female products toy self-defens Purple 1 piece,52.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
257,Female Dot Trendy G-Spot Vibrating Masturbator Couple Adult Sex Toys Vibrating Egg Purple,34.4,0,4 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
258,urasian Happy couple sex products resonator for women wearing wireless remote control shock jump egg adult sex to,89.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
259,Egg Jumping Mini Lipstick stick vibrator Female masturbator high frequency stimulation AV stick adult sex toy por,79.0,0,No,United States,0.0,Yami,Egg Roll,Less than 50
260,Wearing egg-dancing female masturbators student and adult insert underwear sex toy toys  修改翻译结果,99.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
261,Majestic meows to jump the egg yolk,53.0,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
262,Japan Egg Jumping Female student strong silent remote control female orgasm wireless passion jump second tide sex t,79.0,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
263,Remote interactive remote control app vibrating egg wireless strong earthquake female shrinking vagina exercise vibratin Purple 1 piece,94.0,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
264,Angel bird vibrating egg female sex toys flirting toy yellow 1 piece,53.6,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
265,Diamond fun vibrating egg wireless remote control female masturbation device for adult erotic sex products for women,37.8,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
266,First love wear women's vibration wireless vibrating egg pull pull panties remote control toy youth powder,48.8,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
267,[DHL Mainland China] Fire Bird Egg  Remote Control Wireless Strong Shock Remote Female Passion Interest Interaction Distance,109.0,1,No,United States,5.0,Yami,Egg Roll,Less than 50
268,USB double vibrating egg female backyard stimulation masturbation egg foreplay flirting adult products,16.8,0,2 Options,Mainland China,0.0,Yami,Egg Roll,200+ Sold
269,Strawberry fun vibrating egg into the body strong shock off-site APP remote control female needs adult toys,73.8,0,No,United States,0.0,Yami,Egg Roll,Less than 50
270,Small shell fun vibrating egg vibrating massage female masturbation device adult erotic sex products Pink 1PC,12.8,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
271,Squirrel vibrating egg female masturbator sex toy orange 1 piece,82.0,0,2 Options,United States,0.0,Yami,Egg Roll,Less than 50
272,Lucy sucking lipstick vibrating egg sex toys female vibration,58.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
273,[Mainland China Direct Mail] Huaxizi Beauty Egg/Sponge Egg Gourd Makeup Tools 2pcs,39.9,1,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
274,Rabbit Wireless Remote Control Egg Pink,48.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
275,APP all-inclusive smart wireless vibrating egg vibrator,75.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
276,[US] svakom svakon powerful silent double head egg skipping female sex toy virgin sexual flirt climax sex products mastu,79.0,0,No,United States,0.0,Yami,Egg Roll,Less than 50
277,Intelligent remote remote control female vibrating egg vibrating egg big eye monster,39.99,1,No,Mainland China,4.0,Yami,Egg Roll,Less than 50
278,Duck egg powder fragrance powder setting loose powder oil control lasting without makeup rose fragrance 35g,14.9,0,4 Options,Mainland China,0.0,Yami,Egg Roll,200+ Sold
279,Little Devil wireless remote control vibrating egg female rechargeable silent female masturbation device pink 1 piece,81.0,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
280,Beauty makeup egg powder puff set combination of non-card powder wet and dry two - purpose sponge egg three pack gift rack,8.8,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
281,Vibrating egg remote control wireless sex toy go out invisible wearing masturbation device female product purple 1 pcs,38.0,1,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
282,Duck egg powder fragrance powder setting loose powder oil control lasting without makeup jasmine fragrance 35g,14.9,0,4 Options,Mainland China,0.0,Yami,Egg Roll,200+ Sold
283,Remote control vibrating egg wireless remote female strong shock adult product (heartbeat version) strawberry powder,33.0,0,8 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
284,Duck Egg Powder Loose Powder Setting Powder Loose Powder White 32g,55.9,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
285,Fry Egg Mold (Round),22.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
286,Vibrating vibrating egg wireless remote control wearing vibrating egg female masturbation device pink 1 piece,26.5,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
287,Remote interactive remote control app vibrating egg wireless strong earthquake female shrinking vagina exercise vibratin Rose red 1 piece,94.0,0,2 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
288,Remote control into the body vibrating egg strong shock multiple experiences female adult products 1,38.8,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
289,Egg Jumping Mini Lipstick stick vibrator Female Masturbator high frequency stimulation AV stick adult sex toy por,79.0,0,No,United States,0.0,Yami,Egg Roll,Less than 50
290,Crisp And Spicy Kelp 20g*20bgs/box,6.99,93,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
291,Braised Bamboo Shoots 298g,2.99,3,No,Mainland China,4.3,Yami,Egg Roll,200+ Sold
292,JIXIANGJU Sheredded Kelp in Spicy 88g,0.79,62,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
293,Black Truffle Abalone 4pcs 220g,11.99,4,No,Mainland China,4.0,Yami,Egg Roll,200+ Sold
294,Beaised Jumbo Abalone in Scallop Sauce 2pcs 250g,23.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
295,Instant Corn Powder 400g,2.99,97,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
296,JIXIANGJU Hot Spicy Pickled Radish 80g,0.79,49,No,Mainland China,4.1,Yami,Egg Roll,Less than 50
297,Braised Bamboo Shoots 397g,3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
298,Fresh Bamboo Shoots Tips 500g,3.99,82,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
299,Soy Sauce Bamboo 280g,3.99,717,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
300,Braised Abalone in Oyster Sauce 220g,9.99,2,No,Mainland China,4.5,Yami,Egg Roll,200+ Sold
301,Vegetarian. Steak & Vegetable 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
302,Quick Mixed Kelp Seedling 62g,2.99,1,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
303,Instant Kelp Spicy Flavor 140g,3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
304,Boiled Lotus Root 400g,2.99,76,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
305,Spicy Green Bean 990g,8.99,94,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
306,Fried Dace with Salted Black Beans 184g,3.69,49,2 Options,United States,4.6,Yami,Egg Roll,Less than 50
307,Braised Abalone in Scallop Scause 220g,10.99,2,No,Mainland China,4.5,Yami,Egg Roll,200+ Sold
308,DF Moroccan Style Sardine In Tomato Sauce 124g,1.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
309,Bamboo Shoot Tip W/Chili 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
310,Bamboo Shoots Spicy Flavor 100g,1.69,16,No,Mainland China,4.3,Yami,Egg Roll,300+ Sold
311,Fried Dace with Preserved Mustard & Olive 184g,3.59,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
312,Fried Gluten Vegetarian Mock Pork 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
313,Fo-Tiao-Chiang  10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
314,CHIN YEN Fried Gluten 200g,1.69,35,No,Taiwan,4.6,Yami,Egg Roll,Less than 50
315,Fried Gluten in Soy Sauce no MSG 170g,1.59,16,No,United States,4.0,Yami,Egg Roll,100+ Sold
316,Cooked Salted Duck Eggs 6pc 408g,4.99,1,No,Mainland China,4.0,Yami,Egg Roll,200+ Sold
317,Formosa Chang Stemed Bamboo Shoots 250g,9.99,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
318,Banxiaoxian Fried bean curd 125g,3.59,4,No,Mainland China,4.2,Yami,Egg Roll,200+ Sold
319,Canned Mackerel Saba De Kenko Miso Aji 160g,2.99,13,No,Japan,4.5,Yami,Egg Roll,100+ Sold
320,Vegetarian Chop Suey Lo Han Chai 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
321,Szu Hsien Kaw Fu 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
322,Spicy King Oyster Mushroom 150g,2.99,34,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
323,"Instant Kelp Knot, Spicy Flavor 106g",3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
324,Instant Kelp Bamboo Shoots Spicy Flavor 128g,3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
325,"Quail Eggs, Peeled In Water 425g",2.99,0,No,Vietnam,0.0,Yami,Egg Roll,200+ Sold
326,Chai Charng 10oz,2.79,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
327,Roasted Gluten,3.69,139,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
328,Fried Gluten 50g,2.09,53,No,Unclear,4.6,Yami,Egg Roll,Less than 50
329,Bamboo Shoots Pickled Pepper Flavor 100g,1.99,170,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
330,TOP Tuna Can Mizuni 3 packs 210g,3.69,2,No,Japan,4.0,Yami,Egg Roll,Less than 50
331,Yunnan Fresh Bamboo Shoot 500g,3.49,35,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
332,Soy Sauce Water Bamboo 280g,3.99,129,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
333,Salted Cooked Duck Eggs 8pc,6.99,150,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
334,Potato Wedge Soy Sauce and Spicy Flavor 100g,1.99,169,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
335,JB SABA MACKEREL KABAYAKI 100g,2.59,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
336,Canned Sardine Iwashi De Kenko Shoyu Aji 100g,2.99,14,No,Japan,4.8,Yami,Egg Roll,100+ Sold
337,Thin-cut Potato Chips (Spicy Flavor) 205g,3.79,18,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
338,Instant Braised Abalone 3PCS 215g,13.99,2,No,Mainland China,4.0,Yami,Egg Roll,200+ Sold
339,SANMA KABAYAKI SAURY 100g,2.59,1,No,Japan,4.0,Yami,Egg Roll,Less than 50
340,Winter Bamboo Shoots 552g,1.99,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
341,Wild Arrow Bamboo (Boiled Bamboo Shoot) 300g,3.29,21,No,Taiwan,4.9,Yami,Egg Roll,Less than 50
342,Instant Braised Abalone 5PCS 215g,13.99,1,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
343,Chili Radish Strip 380g,2.99,5,No,Taiwan,4.6,Yami,Egg Roll,200+ Sold
344,Canned Mackerel Saba Kenko Shoyu Aji 160g,2.99,18,No,Japan,4.6,Yami,Egg Roll,300+ Sold
345,Fukujinzuke Red Pickled Vegetables 5.29oz,3.29,2,No,Japan,5.0,Yami,Egg Roll,Less than 50
346,Instant Abalone 180g *3,39.99,2,No,Hong Kong,4.0,Yami,Egg Roll,Less than 50
347,Amasu Shoga Sweet Pickled Ginger 340g,5.69,4,No,Japan,4.8,Yami,Egg Roll,Less than 50
348,Fresh Taste Spicy Tofu 450g,17.49,1,No,Taiwan,3.0,Yami,Egg Roll,Less than 50
349,Chili Bamboo Shoots 369g,3.19,4,No,Taiwan,3.8,Yami,Egg Roll,200+ Sold
350,Egg Roll Milk Cream Flavor 180g,4.59,3,2 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
351,Egg Roll Biscuits Salty Black Garlic Flavor 72g,2.99,5,3 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
352,Egg Roll Sesame Flavor 454g,8.99,6,No,Hong Kong,4.3,Yami,Egg Roll,200+ Sold
353,2022 New Year Japanese Egg Roll Gift Box 20pc,28.99,3,No,Japan,5.0,Yami,Egg Roll,Less than 50
354,Egg Roll Biscuits Scallion Flavor 72g,3.99,34,3 Options,Taiwan,4.3,Yami,Egg Roll,Less than 50
355,Egg Roll with Gift Box 425g,8.69,30,No,Singapore,4.3,Yami,Egg Roll,Less than 50
356,Peanut Filling Egg Roll 12pc Gift Set,29.99,4,3 Options,Taiwan,4.8,Yami,Egg Roll,Less than 50
357,Lava Egg Roll Coconut Flavor 336g,4.49,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
358,Chocolate Egg Roll 36g,2.99,1,No,Japan,5.0,Yami,Egg Roll,Less than 50
359,Soybean Milk Flavor Crispy Egg Roll 218g,3.89,16,5 Options,Mainland China,4.9,Yami,Egg Roll,100+ Sold
360,Premier Handmade French Butter Egg Roll Rye Flavor,12.99,17,2 Options,Mainland China,4.3,Yami,Egg Roll,200+ Sold
361,Sauce Egg Roll Peanut flavor 200g,25.99,12,No,Taiwan,4.9,Yami,Egg Roll,Less than 50
362,Soy Milk Flavor Egg Roll,5.99,3,No,Mainland China,4.7,Yami,Egg Roll,100+ Sold
363,Lava Egg Roll Coconut Flavor 200g,3.29,2,No,Unclear,5.0,Yami,Egg Roll,200+ Sold
364,Lava Egg Roll Durian Flavor 258g,3.89,2,No,Mainland China,4.0,Yami,Egg Roll,200+ Sold
365,Egg Roll Biscuits Salty Egg Yolk Flavor 72g,3.99,57,3 Options,Taiwan,4.1,Yami,Egg Roll,Less than 50
366,Black Sugar Milk Egg Roll,18.99,9,No,Taiwan,4.7,Yami,Egg Roll,Less than 50
367,Premier Handmade French Butter Egg Roll Original Flavor,12.99,46,2 Options,Mainland China,4.4,Yami,Egg Roll,Less than 50
368,Black Sesame Filling Egg Roll 12pc,29.99,2,3 Options,Taiwan,5.0,Yami,Egg Roll,Less than 50
369,Egg Roll Mix 12/pk,39.99,0,No,Mainland China,0.0,Yami,Egg Roll,Less than 50
370,Matcha Egg Roll 5pc,2.99,1,No,Japan,3.0,Yami,Egg Roll,Less than 50
371,Fish Floss Egg Roll 66g,2.29,30,3 Options,Taiwan,4.9,Yami,Egg Roll,Less than 50
372,Egg Roll Sesame 144g,3.39,17,No,Taiwan,4.5,Yami,Egg Roll,100+ Sold
373,Picola Uji Matcha Latte Egg Roll 12 pc,2.49,3,No,Japan,5.0,Yami,Egg Roll,200+ Sold
374,Dark Chocolate Egg Roll 8pc Gift Set,26.99,2,3 Options,Taiwan,5.0,Yami,Egg Roll,Less than 50
375,Chocolate Roll Taro Flavor 273g,4.59,6,3 Options,Taiwan,4.2,Yami,Egg Roll,200+ Sold
376,Rice Roll Real Coconut Milk Original Flavor 100g,3.29,10,2 Options,Thailand,4.9,Yami,Egg Roll,200+ Sold
377,Chocolate Roll Green Tea Flavor 273g,4.59,3,3 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
378,Chocolate Roll Strawberry Flavor 273g,4.59,1,3 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
379,Color Flute Roll Chocolate Flavor 40g,1.49,29,3 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
380,JOONGMA-GO Black Sesame Roll Cookie Cracker 365g,6.29,60,No,Korea,4.2,Yami,Egg Roll,Less than 50
381,LIOUCIOU FU WEI Handmade Twisted Roll Wasabi Powder 200g,3.89,11,5 Options,Taiwan,4.4,Yami,Egg Roll,200+ Sold
382,KANGSHIFU Crispy Biscuit Roll (Sesame) 384g,10.99,59,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
383,Color Flute Roll Strawberry Flavor 40g,1.49,30,3 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
384,KANGSHIFU Crispy Biscuit Roll (Rich Cream) 384g,10.99,40,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
385,Color Flute Roll Melon Flavor 40g,1.49,19,3 Options,Mainland China,4.7,Yami,Egg Roll,300+ Sold
386,Green Tea Chocolate Roll 137g,2.59,20,3 Options,Taiwan,4.2,Yami,Egg Roll,Less than 50
387,Wafer Roll Fuyuan Peanut Butter 400g,17.99,8,No,Taiwan,4.9,Yami,Egg Roll,Less than 50
388,GAVOTTES Wafer Roll 990g,22.99,0,No,France,0.0,Yami,Egg Roll,Less than 50
389,KANGSHIFU Crispy Biscuit Roll 108g,3.99,12,No,Mainland China,5.0,Yami,Egg Roll,100+ Sold
390,Cigar Roll Cookie Black Forest Mocha Flavor 20pc 200g,39.99,1,3 Options,Taiwan,4.0,Yami,Egg Roll,Less than 50
391,Coconut Roll Original Flavor 108g,3.39,4,No,Mainland China,4.5,Yami,Egg Roll,200+ Sold
392,Cheese Bites Crispy Grain Roll 30g,1.49,3,2 Options,Korea,4.7,Yami,Egg Roll,200+ Sold
393,Twisted Roll Green Onion Flavor 512g,5.59,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
394,Twisted Roll Original Flavor 512g,5.59,1,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
395,Twisted Roll Original Flavor 450g,6.99,1,2 Options,Mainland China,4.0,Yami,Egg Roll,200+ Sold
396,Choco Roll Taro Flavor 137g,2.59,68,3 Options,Taiwan,4.4,Yami,Egg Roll,Less than 50
397,MengAi Handmade Egg Rolls Earl Grey Flavor 108g,2.93,6,3 Options,Mainland China,4.7,Yami,Egg Roll,200+ Sold
398,Sea Naviy Rice Cracker Egg Flavor 138g,4.29,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
399,Choco Roll Pudding Flavor 137g,2.59,42,3 Options,Taiwan,4.3,Yami,Egg Roll,Less than 50
400,MengAi Handmade Egg Rolls Deep Sea Shrimp Flavor 108g,2.93,3,3 Options,Mainland China,4.7,Yami,Egg Roll,200+ Sold
401,mini balm roll white cream 190g,4.99,16,No,Japan,4.6,Yami,Egg Roll,50+ Sold
402,"Twisted Roll Caramel Flavor, 512g",5.59,5,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
403,LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,3.89,14,5 Options,Taiwan,4.8,Yami,Egg Roll,100+ Sold
404,Spiced Twisted Roll 512g,5.59,3,No,Mainland China,4.7,Yami,Egg Roll,200+ Sold
405,Cigar Roll Cookie Vanilla Cream Flavor 20pc 220g,39.99,0,3 Options,Taiwan,0.0,Yami,Egg Roll,Less than 50
406,MengAi Handmade Egg Rolls Sesame Flavor 108g,2.93,2,3 Options,Mainland China,4.0,Yami,Egg Roll,200+ Sold
407,Wafer Roll Strawberry 400g,15.99,6,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
408,LIOUCIOU FU WEI Handmade Twisted Roll Original 200g,3.89,100,5 Options,Taiwan,4.8,Yami,Egg Roll,Less than 50
409,Matcha Cream Filling Roll 80g,2.99,56,No,Japan,3.9,Yami,Egg Roll,Less than 50
410,Cigar Roll Cookie 20pcs Uji Matcha Flavor 20pc 200g,39.99,1,3 Options,Taiwan,5.0,Yami,Egg Roll,Less than 50
411,Egg Rolls Walnut Date Chinese Pancake Gift Set 426g,32.99,2,No,Taiwan,5.0,Yami,Egg Roll,Less than 50
412,Starbucks Coffee Egg Rolls,39.99,0,No,United States,0.0,Yami,Egg Roll,Less than 50
413,Cheese Egg Rolls 260g,9.89,0,3 Options,Japan,0.0,Yami,Egg Roll,200+ Sold
414,HAOCHIDIAN Sandwich Egg Rolls Hazelnut Chocolate Flavored 108g,2.29,10,3 Options,Mainland China,4.4,Yami,Egg Roll,100+ Sold
415,Shallot Flavor Egg Rolls 102g,1.99,13,4 Options,Mainland China,3.8,Yami,Egg Roll,100+ Sold
416,DACHIXIONG Rice Cracker Egg Yolk Flavor 90g,3.99,7,2 Options,Mainland China,4.7,Yami,Egg Roll,Less than 50
417,HAOCHIDIAN Sandwich Egg Rolls Strawberry Flavor 120g,2.29,5,3 Options,Mainland China,4.6,Yami,Egg Roll,200+ Sold
418,Crab Yolk and Egg Yolk Crispy Rice 75g,1.79,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
419,Egg Flavor Mini-Fried Dough Twist 100g,1.79,44,2 Options,Mainland China,4.6,Yami,Egg Roll,Less than 50
420,5 Ren Egg Boro Biscuit 14g*5,1.69,19,No,Japan,4.5,Yami,Egg Roll,300+ Sold
421,Crackers Crab Flavor and Egg Yolk Flavor,3.59,5,3 Options,Mainland China,4.4,Yami,Egg Roll,200+ Sold
422,Glutinous Rice Crust Salted Egg Flavor 210g,5.19,11,2 Options,Mainland China,4.5,Yami,Egg Roll,Less than 50
423,Vanilla Flavor Egg Rolls 102g,1.99,4,4 Options,Mainland China,4.5,Yami,Egg Roll,200+ Sold
424,FUYISHAN Handmade Egg Rolls Gift Box Original Flavor 475g,22.99,4,No,Taiwan,5.0,Yami,Egg Roll,Less than 50
425,Milk Egg Rolls 260g,9.89,1,3 Options,Japan,5.0,Yami,Egg Roll,200+ Sold
426,HAOCHIDIAN Sandwich Egg Rolls Yogurt Chocolate Flavored 120g,2.29,4,3 Options,Mainland China,4.5,Yami,Egg Roll,200+ Sold
