Thumbnail,h3_mark,summary,Price,Headline,DetailPrice,Field1,Field2
https://www.freshgogo.com/upload_pic/20190531/5cf0f62162a94.jpg,脆皮肉松+菠萝包+全麦小包(各1个)【美心饼屋】,3个,$6.95,Fried Pork+Corn+Whole Wheat,$6.95,1,2264 sold
https://www.freshgogo.com/upload_pic/20210217/602df19a8c447.jpg,宫廷核桃酥【凯诗琳】,3个,$5.95,Walnut Crisp,$5.95,10,4258 sold
https://www.freshgogo.com/upload_pic/20190521/20190521jiweibaomeixinxibing500cn.jpg,鸡尾包(3个)【美心饼屋】,3个,$6.95,Cocktail Bun,$6.95,0,2851 sold
https://www.freshgogo.com/upload_pic/20200810/20200810xiangchengjianguoweikaishilin500cn.jpg,香橙坚果维C【凯诗琳】,1个,$9.25,Orange nut vitamin C cake,$9.25,2,2916 sold
https://www.freshgogo.com/upload_pic/20190702/20190702baitanggaohehaomeishidian500cn.jpg,白糖糕(2盒)【46号美食店】,2盒(13盎司 x 2),$8.95,White Sugar Steam Pastry,$8.95,13,1786 sold
https://www.freshgogo.com/upload_pic/20200720/20200720damahuabeifangbaoziwang500cn.jpg,大麻花(限时限量)【北方包子王】,200克 x 2,$5.95,Twisted Doughnut,$5.95,27,5424 sold
https://www.freshgogo.com/upload_pic/20190716/5c91b48041661.jpg,黄桥酥饼(2个)【上海豫园】,2个(甜),$6.25,Puff Pancake,$6.25,14,2296 sold
https://www.freshgogo.com/upload_pic/20190704/20190704qiaokelidangaogejinxingxiao500cn.jpg,12_Chocolate蛋糕【金兴】,12个(巧克力口味),$20.25,Chocolate Flavor Sponge Cake (12 pcs),$20.25,0,1967 sold
https://www.freshgogo.com/upload_pic/20201209/20201209daxibabaofandaxichuancai500cn.jpg,大喜八宝饭【大喜川菜】,1份,$10.5,House Special Sweet Sticky Rice Pudding,$10.5,0,3988 sold
https://www.freshgogo.com/upload_pic/20190702/5d1b255a42c14.jpg,莲蓉蛋黄酥(4个)【美心饼屋】,4个,$8.25,Egg Yolk Lotus Seed Paste Cakes,$8.25,8,2147 sold
https://www.freshgogo.com/upload_pic/20190920/20190920yumimianmantoulengdonglaoyuyuan500cn.jpg,玉米面馒头【老豫园】,6个(每个6盎司),$10.25,Cornmeal Taro Bun,$10.25,1,2334 sold
https://www.freshgogo.com/upload_pic/20190920/20190920nanguamantoulengdonglaoyuyuan500cn.jpg,南瓜馒头【老豫园】,6个(每个6盎司),$10.25,Pumpkin Bun,$10.25,3,1931 sold
https://www.freshgogo.com/upload_pic/20201117/20201111taishinaiyousubingbeikenzhuang500cn.jpg,台式奶油酥饼【贝肯庄】,2个,$7.95,Crispy Milk Cake,$7.95,0,4073 sold
https://www.freshgogo.com/upload_pic/20201223/20201223shengdanhongsirongdangaokaishilin500cn.jpg,红丝绒蛋糕【凯诗琳】,1份,$7.25,Christmas Red Velvet Cake,$7.25,11,5199 sold
https://www.freshgogo.com/upload_pic/20190521/20190521rousongbaomeixinxibing500cn.jpg,肉松包(3个)【美心饼屋】,3个,$6.95,Fried Pork Flakes Bread,$6.95,6,2710 sold
https://www.freshgogo.com/upload_pic/20190702/20190702matigaogehaomeishidian500cn.jpg,马蹄糕(2个)【46号美食店】,2个,$8.95,Water Chestnut Cake,$8.95,2,2572 sold
https://www.freshgogo.com/upload_pic/20210428/20210428mangguoqiancenggaochaba500cn.jpg,芒果千层糕【茶霸】,9寸,$84.95,Mango Crepe Cake,$84.95,0,3016 sold
https://www.freshgogo.com/upload_pic/20190920/20190920laomianbaimantoulengdonglaoyuyuan500cn.jpg,老面白馒头【老豫园】,6个(每个6盎司),$9.25,White Bun,$9.25,12,3002 sold
https://www.freshgogo.com/upload_pic/20201117/20201111taishidantabeikenzhuang500cn.jpg,台式蛋挞【贝肯庄】,2个,$4.25,Taiwanese Egg Tart,$4.25,1,6230 sold
https://www.freshgogo.com/upload_pic/20190521/20190521jiandanconghuarousongdangaojuanmeixinxibing500cn.jpg,煎蛋葱花肉松卷(2个)【美心饼屋】,2个,$5.95,Floss Egg Cake,$5.95,17,1801 sold
https://www.freshgogo.com/upload_pic/20220114/20220112kaikouxiaomeixinbingwu500cn.jpg,开口笑【美心饼屋】,1磅,$13.95,Smile Cake,$13.95,0,2146 sold
https://www.freshgogo.com/upload_pic/20200720/20200720jiucaihezibeifangbaoziwang500cn.jpg,韭菜盒子(限时限量)【北方包子王】,200克 x 2,$6.95,Chives Egg Pancake,$6.95,25,3711 sold
https://www.freshgogo.com/upload_pic/20190702/20190702huangtanggaohehaomeishidian500cn.jpg,黄糖糕(2盒)【46号美食店】,2盒(13盎司 x 2),$8.95,Brown Sugar Steam Pastry,$8.95,3,1929 sold
https://www.freshgogo.com/upload_pic/20200604/5ed89e24d41a3.jpg,蜜枣粽子(熟)【老豫园】,5个/900克,$18.75,Sweet Date Rice Dumpling,$18.75,5,3102 sold
https://www.freshgogo.com/upload_pic/20190521/20190521meixindadantameixinxibing500cn.jpg,美心大蛋挞(3个)【美心饼屋】,3个,$6.95,Egg Tart,$6.95,11,2782 sold
https://www.freshgogo.com/upload_pic/20201209/20201209hongtangzuozuodaxichuancai500cn.jpg,红糖糍粑【大喜川菜】,1份,$15.75,Brown Sugar Glutinous Rice Cake,$15.75,5,3761 sold
https://www.freshgogo.com/upload_pic/20201117/20201111yutouqiancengmashusubeikenzhuang500cn.jpg,芋头千层麻薯酥【贝肯庄】,2个,$7.95,Taro Mochi Ball,$7.95,1,4466 sold
https://www.freshgogo.com/upload_pic/20190521/20190521cairouzhengbaomeixinxibing500cn.jpg,菜肉蒸包(9个)【美心饼屋】,9个,$11.5,Steamed Bun With Vegetable Meat,$11.5,1,2550 sold
https://www.freshgogo.com/upload_pic/20201117/20201111aomenputabeikenzhuang500cn.jpg,澳门葡挞【贝肯庄】,2个,$5.75,Portuguese  Egg Tart,$5.75,10,6062 sold
https://www.freshgogo.com/upload_pic/20201209/20201209cangxiangbayangpaiweiladaxichuancai500cn.jpg,藏香扒羊排(微辣)【大喜川菜】,1份,$50.5,Tibet Style Lamb w Brown Sugar Rice Cake,$50.5,0,2714 sold
https://www.freshgogo.com/upload_pic/20190531/5cf0f3dd424be.jpg,叉烧蒸包(9个)【美心饼屋】,9个,$11.5,Steamed Bun With Pork,$11.5,5,2160 sold
https://www.freshgogo.com/upload_pic/20190521/20190521huashengnuomizuomeixinxibing500cn.jpg,花生糯米糍(4个)【美心饼屋】,4个,$6.95,Peanut Cake,$6.95,8,2897 sold
https://www.freshgogo.com/upload_pic/20200720/20200720tangbingbeifangbaoziwang500cn.jpg,糖饼(限时限量)【北方包子王】,160克 x 2,$5.95,Sweet Pancake,$5.95,4,2284 sold
https://www.freshgogo.com/upload_pic/20190521/20190521fengmizhishidangaomeixinxibing500cn.jpg,蜂蜜芝士蛋糕(2块)【美心饼屋】,2块,$6.5,Hone Cheesecake,$6.5,16,1801 sold
https://www.freshgogo.com/upload_pic/20220114/20220112jianduimeixinbingwu500cn.jpg,煎堆【美心饼屋】,6粒/1.5磅,$13.95,Sesame Balls,$13.95,0,2462 sold
https://www.freshgogo.com/upload_pic/20210818/20210818sushiyuebinghunzhuanglihegekaishilin500cn.jpg,苏式月饼混装礼盒(6个)【凯诗琳】,6个/盒,$31.25,Su-Style  Mixed Mooncakes（6/Box）,$31.25,0,1125 sold
https://www.freshgogo.com/upload_pic/20200218/20190319tiaotougaoshanghaiyuyuan500cn.jpg,条头糕(3根)【上海豫园】【上海豫园】,3根,$8.75,Red Bean Rice Cake,$8.75,2,1722 sold
https://www.freshgogo.com/upload_pic/20210217/602df1cbef7b5.jpg,海苔肉松小贝【凯诗琳】,1个,$5.25,Sea Moss And Meat Floss Cake Roll,$5.25,40,8694 sold
https://www.freshgogo.com/upload_pic/20190615/5d04fa1fe9c6a.jpg,12_Coconut蛋糕【金兴】,12个(椰丝口味),$20.25,Coconut Flavor Sponge Cake (12 pcs),$20.25,0,1398 sold
https://www.freshgogo.com/upload_pic/20190702/20190702zhengmantougehaomeishidian500cn.jpg,全麦蒸馒头(6个)【46号美食店】,6个,$5.75,Steam Bun,$5.75,6,2156 sold
https://www.freshgogo.com/upload_pic/20190920/20190920quanmaimantoulengdonglaoyuyuan500cn.jpg,全麦馒头【老豫园】,6个(每个6盎司),$10.25,Whole Wheat Steamed Bun,$10.25,1,1637 sold
https://www.freshgogo.com/upload_pic/20200218/20190319zuofangaoshanghaiyuyuan500cn.jpg,粢饭糕(2个)【上海豫园】【上海豫园】,2个,$6.25,Glutinous Rice Cake,$6.25,1,1999 sold
https://www.freshgogo.com/upload_pic/20210428/20210428mochaqiancenggaochaba500cn.jpg,抹茶千层糕【茶霸】,9寸,$84.95,Matcha Crepe Cake,$84.95,0,2799 sold
https://www.freshgogo.com/upload_pic/20201117/20201111deguobudingbeikenzhuang500cn.jpg,德国布丁【贝肯庄】,2个,$6.95,German Pudding,$6.95,8,5675 sold
https://www.freshgogo.com/upload_pic/20190920/20190920huajuanlengdonglaoyuyuan500cn.jpg,花卷【老豫园】,6个(每个6盎司),$10.25,Hanamaki Bun,$10.25,10,2038 sold
https://www.freshgogo.com/upload_pic/20200604/5ed89b049fb49.jpg,咸蛋黄肉粽(熟)【老豫园】,5个/900克,$25.95,Salted Egg Yolk Pork Rice Dumpling,$25.95,18,6216 sold
https://www.freshgogo.com/upload_pic/20201117/20201111guanjunfenglisubeikenzhuang500cn.jpg,冠军凤梨酥【贝肯庄】,2个,$7.95,Pineapple Cake,$7.95,1,4185 sold
https://www.freshgogo.com/upload_pic/20201117/20201111qiaokelibingganbeikenzhuang500cn.jpg,巧克力饼干【贝肯庄】,1份,$5.75,Chocolate Chips Cookies,$5.75,0,4749 sold
https://www.freshgogo.com/upload_pic/20190729/20190729huangqiaoshaobingtianshulaoyuyuan500cn.jpg,黄桥烧饼(甜)【老豫园】,5个,$14.5,Huangqiao Backed Bun,$14.5,18,1917 sold
https://www.freshgogo.com/upload_pic/20210217/602df162bb5bd.jpg,蛋挞葡挞混搭(6个)【凯诗琳】,6个,$15.5,Egg Tart and Portuguese Egg Tart,$15.5,3,3664 sold
https://www.freshgogo.com/upload_pic/20201117/20201111hudiesubeikenzhuang500cn.jpg,蝴蝶酥【贝肯庄】,1份,$5.75,Butterfly Cookies,$5.75,2,4297 sold
https://www.freshgogo.com/upload_pic/20190615/5d04f9ea597cd.jpg,12_Original蛋糕【金兴】,12个(原味),$16.75,Sponge Cake (12 pcs),$16.75,31,3167 sold
https://www.freshgogo.com/upload_pic/20190702/20190702yutougaohaomeishidian500cn.jpg,芋头糕【46号美食店】,1盒(16盎司),$5.75,Taro Pastry,$5.75,6,1724 sold
https://www.freshgogo.com/upload_pic/20190702/20190702luobogaohaomeishidian500cn.jpg,萝卜糕【46号美食店】,1盒(14.5盎司),$5.75,Radish Pastry,$5.75,34,3244 sold
https://www.freshgogo.com/upload_pic/20201117/20201111xingrenbingbeikenzhuang500cn.jpg,杏仁饼【贝肯庄】,1份,$5.75,Almond Cookies,$5.75,0,4622 sold
https://www.freshgogo.com/upload_pic/20200911/20200958jiaxiangjianzuoyubingfuyao500cn.jpg,家乡煎鲮鱼饼【富瑶】,1份,$29.95,Pan Fried Fish Cakes,$29.95,2,2832 sold
https://www.freshgogo.com/upload_pic/20210531/20210531conghuadabinglengdongbaijiaowang500cn.jpg,葱花大饼【百饺王】,8片,$16.25,Green Onion Flatbread(Frozen),$16.25,5,4708 sold
https://www.freshgogo.com/upload_pic/20210805/610ba1a58dbc5.jpg,绿豆糕【46号美食店】,4个/1盒,$3.25,Mung Bean Pastry,$3.25,1,4983 sold
