Product_Name,Brand,Reviews,Price,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
[Mainland China Direct Mail] Baicao Flavor-Shredded Squid Strips Seafood Snacks 80g,be & cheery,0,11.9,Mainland China,0,Yami,Dried Seafood,300,1200,3570
2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,lay's,0,6.39,Mainland China,0,Yami,Dried Seafood,400,1600,2556
Seafood Instant Jinpian Fish Spicy Flavor 80g,bestore,1,6.99,Mainland China,5,Yami,Dried Seafood,200,800,1398
Pedas Giler Seafood Berapi Flavour 5pcs,maggi,0,11.19,Japan,0,Yami,Dried Seafood,400,1600,4476
Seafood Clam Flavor 220g,shin horng,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
Chili Seafood All Purpose Paste 200g,masfood,0,7.19,Malaysia,0,Yami,Dried Seafood,400,1600,2876
Japan Tianliu Hot-selling Snacks Seafood Fresh Fresh Assorted Seafood Flavor Crispy Crispy Peanuts 50g,glico,2,2.99,Japan,5,Yami,Dried Seafood,400,1600,1196
Baby Squid Seafood Instant Spicy Flavor 160g,bestore,1,11.99,Mainland China,5,Yami,Dried Seafood,200,800,2398
Seafood sushi gome bibimbap 2-3 servings 210g,mizkan,0,11.88,Japan,0,Yami,Dried Seafood,400,1600,4752
JAPAN Seafood Seasoning 8pc,ajinomoto,0,8.5,Japan,0,Yami,Dried Seafood,300,1200,2550
Sambal Tumis Seafood Instant Paste 200g,my kuali,0,9.99,Malaysia,0,Yami,Dried Seafood,400,1600,3996
Seafood Paste 120g,uncle sun,0,5.59,Malaysia,0,Yami,Dried Seafood,400,1600,2236
Assam Seafood Paste 200g,dollee,0,7.99,Singapore,0,Yami,Dried Seafood,400,1600,3196
Seafood Sauce With Scallop  (spicy) 320g,lien haw foods,0,20.89,Taiwan,0,Yami,Dried Seafood,400,1600,8356
Sapporo Ichiban Pikachu Mini Cup Noodles for Kids Seafood Flavour a card with 40 kinds in total 37g,sapporo ichiban,2,3.99,Japan,5,Yami,Dried Seafood,400,1600,1596
Seafood Flavor Crispy Rice 75g,bestore,0,4.99,Unclear,0,Yami,Dried Seafood,300,1200,1497
Penang Mykuali My Asam Pedas Instant Seafood Paste 200g,mykuali,0,7.19,Malaysia,0,Yami,Dried Seafood,400,1600,2876
Thai Seafood Sauce 100g,dancing chef,0,7.99,Singapore,0,Yami,Dried Seafood,400,1600,3196
Instant Thai Curry Fish And Seafood Paste 200g,mykuali,0,7.04,Malaysia,0,Yami,Dried Seafood,400,1600,2816
Changbai Mountain Dried Ginseng Raw Sun-dried Ginseng Gift Box Original Skin Small Black Box Ginseng 60g,tong ren tang,0,48.9,Mainland China,0,Yami,Dried Seafood,400,1600,19560
Dried Lily 115g Nourishes the lungs relieves cough calms the mind and calms the mind and replenishes Qi,qilixiang,0,29.9,Mainland China,0,Yami,Dried Seafood,400,1600,11960
White Sesame Pork Dried 100g,be & cheery,0,16.9,Mainland China,0,Yami,Dried Seafood,400,1600,6760
Sun Dried Wild Caught New Zealand Ling Fishmaw#55 AAAA Small Size 227g,xlseafood,2,69.99,United States,4,Yami,Dried Seafood,400,1600,27996
Sun Dried Wild Caught Africa Giant YellowFishmaw Size#35 AAAA Grade 227g 16-23 pcs per pack,xlseafood,0,169.99,United States,0,Yami,Dried Seafood,400,1600,67996
Sun Dried Wild Caught Alaska  Sea Cucumber AAAA Grade Size Small 227g,xlseafood,6,109.99,United States,5,Yami,Dried Seafood,400,1600,43996
Sun Dried Wild Caught New Zealand Ling Fishmaw AAAA Mid Size 227g,xlseafood,0,69.99,United States,0,Yami,Dried Seafood,400,1600,27996
Thin Dried Tofu Sweet Spicy Taste 160g,bestore,1,6.99,Mainland China,5,Yami,Dried Seafood,200,800,1398
Sun Dried Wild Caught South America Sea Cucumber AAAA Grade Size small 227g,xlseafood,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
Dried Deep Sea Natural Sea Cucumber Standard Bag Package (0.5lb)227g(with Ribs/Belt Bandage),peace pavilion,0,80.4,Canada,0,Yami,Dried Seafood,400,1600,32160
Sun Dried Wild Caught Warty Sea Cucumber AAAA Giftpack 277g,xlseafood,0,139.99,United States,0,Yami,Dried Seafood,400,1600,55996
Sun Dried Wisconsin American Short Bighead Ginseng#90  227g,xlseafood,1,69.99,United States,5,Yami,Dried Seafood,400,1600,27996
Sun Dried Wisconsin American Short Bighead Ginseng #20  227g,xlseafood,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
Sun Dried Wild Caught Canada Orange feet Sea Cucumber Slice AAA Grade 1 lb,xlseafood,0,59.99,United States,0,Yami,Dried Seafood,400,1600,23996
XLSEAFOOD Sun Dried South Africa Sea Conch meat AAAA Grade 227g,xlseafood,0,39.99,United States,0,Yami,Dried Seafood,400,1600,15996
Hunan Smoke Dried Fish 7oz/ea,wewokit,12,21.24,United States,4.2,Yami,Dried Seafood,400,1600,8496
[Mainland China Direct Mail] BE-CHEERY dried bayberry 100g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Red Oil Dried Pepper 108g,shanlilang,4,1.81,Mainland China,4.5,Yami,Dried Seafood,400,1600,724
JAPAN Small Dried Fish Almond Gustatory 28g,denroku,0,3.98,Japan,0,Yami,Dried Seafood,400,1600,1592
[Mainland China Direct Mail] BE-CHEERY Dried Mango Original Flavor 120g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
?€?Mainland China Direct Mail?€?BE-CHEERY-Dried Strawberry 100g,be & cheery,1,9.9,Mainland China,5,Yami,Dried Seafood,300,1200,2970
Mixed dried fruit daily dried fruit 30g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Dried Diced Black Tuna Snacks 150g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
I 3 FRESH Crispy Dried Squid Rings Wasabi 25g,i3 fresh,0,8.54,Taiwan,0,Yami,Dried Seafood,400,1600,3416
FUKANG Dried Guava 70g(Shelf life:2022/6/10),lien haw foods,1,4.19,Taiwan,3,Yami,Dried Seafood,400,1600,1676
Dried figs 25g,be & cheery,0,7.9,Mainland China,0,Yami,Dried Seafood,200,800,1580
Dried Lotus Seed 250g,lwgp,0,10.79,Mainland China,0,Yami,Dried Seafood,400,1600,4316
Dried Matsutake Mushrooms 2oz,mushroomstorm,0,28.99,Mainland China,0,Yami,Dried Seafood,400,1600,11596
Freeze Dried Durian 50g,alor,0,11.19,Malaysia,0,Yami,Dried Seafood,300,1200,3357
Natural Dried Longan 100% fruit Meat No Sugars Harvested in Thailand Packed in USA,nestlady,11,16.99,United States,4.9,Yami,Dried Seafood,400,1600,6796
[Mainland China Direct Mail] BE-CHEERY Dried White Peach 100g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
[Mainland China Direct Mail] BE-CHEERY Dried Yellow Peach 100g,be & cheery,1,9.9,Mainland China,5,Yami,Dried Seafood,300,1200,2970
Dried Mango 80g / box,jijibanana,2,13.29,Taiwan,4,Yami,Dried Seafood,400,1600,5316
Freeze Dried Strawberry Yogurt Bites 30g,alor,0,11.19,Malaysia,0,Yami,Dried Seafood,300,1200,3357
Dried Fruit - Mango 120g,yuan rong tang,0,16.14,Taiwan,0,Yami,Dried Seafood,400,1600,6456
BE&CHEERY Dried White Peach 100g,be & cheery,0,4.61,Mainland China,0,Yami,Dried Seafood,200,800,922
Dried Sarcodon Imbricatus Mushrooms 2OZ,mushroomstorm,0,19.99,Mainland China,0,Yami,Dried Seafood,400,1600,7996
Premium Organic Raw & Dried Goji Berries 150g Natural Superfood Extra Large Non GMO Berries by Nutrient Element,nestlady,7,9,United States,5,Yami,Dried Seafood,400,1600,3600
Dried Tomato 80g/Box,jijibanana,1,13.29,Taiwan,4,Yami,Dried Seafood,400,1600,5316
Organic Dried Pineapple Rings 70g - Dried Fruit Harvested in Mexico Packed in USA,nestlady,1,9.99,United States,5,Yami,Dried Seafood,400,1600,3996
Organic Sun-Dried Radish Leaves 100g,mccabe,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Organic Sun-Dried Moringa Seeds 70g (California Grown),mccabe,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Wormwood Herb 15g -100% Nature Dried Leaf Herbal Tea Good for health - Grown and harvested in France,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Red clover 5g - 100% Nature Dried flower dried leaf herbal tea - Grown and harvested in France,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Stinging Nettle Leaf 6g- 100% Nature Dried Leaf Herbal Tea Contain both iron and vitamin C - Grown and harvested in Poland,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
SUNWAY Dried Red Pepper 150g,sunway snack,5,3.69,United States,5,Yami,Dried Seafood,400,1600,1476
JAPAN Sprinkled rice Mentaiko Dried Fish Floss 28g,marumiya,2,2.99,Japan,3.5,Yami,Dried Seafood,400,1600,1196
Huangjing tea refined men's tea tea-pot soup nine steamed and nine sun-dried 90g,nanjing tongrentang,0,36.9,Mainland China,0,Yami,Dried Seafood,400,1600,14760
dried tangerine peel 100g to invigorate the spleen and appetizers dry dampness and resolve phlegm,qilixiang,0,24.7,Mainland China,0,Yami,Dried Seafood,400,1600,9880
Dried dried tangerine peel 50g to invigorate the spleen and appetizers dry dampness and resolve phlegm,qilixiang,0,39.6,Mainland China,0,Yami,Dried Seafood,400,1600,15840
Dried Ginger Slices 150g Suitable for people with abdominal cold pain vomiting and diarrhea cold and damp arthralgia,qilixiang,0,33.6,Mainland China,0,Yami,Dried Seafood,400,1600,13440
Dried Japanese Scallops 115g - 100% Natural  Dried,nestlady,10,25.99,United States,5,Yami,Dried Seafood,400,1600,10396
Hibiscus sabdariffa Tea 30g - Fat Loss / Dried / 100% Nature,nestlady,8,15.99,United States,5,Yami,Dried Seafood,400,1600,6396
[Mainland China Direct Mail] Yao Duoduo Huang Ju a cup of herbal tea canned yellow chrysanthemum large dried chrysanthemum 30g*1,yaoduoduo,0,13.9,Mainland China,0,Yami,Dried Seafood,400,1600,5560
dried dried tangerine peel 100g can,qing yu tang,0,38.9,Mainland China,0,Yami,Dried Seafood,400,1600,15560
Pueraria lobata root tea soaked in water dried fresh chai pueraria root drunk tea 200g,tong ren tang,0,53,Mainland China,0,Yami,Dried Seafood,400,1600,21200
New honey freeze-dried lemon slices 100g*2 boxes of fruit tea herbal tea small bags,efuto,0,28.8,Mainland China,0,Yami,Dried Seafood,200,800,5760
Mainland China Grade Sun Dried Premium Roselle 4OZ,xlseafood,0,6.99,United States,0,Yami,Dried Seafood,400,1600,2796
Sun Dried Wild Caught Alaska  Sea Cucumber AAAA Grade Sample Pack,xlseafood,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Dried Hawthorn 85g To invigorate digestion promote blood circulation and remove blood stasis relieve pain,qilixiang,0,19.6,Mainland China,0,Yami,Dried Seafood,400,1600,7840
Sprinkled Rice Pepper Dried Fish 28g,marumiya,1,2.49,Japan,4,Yami,Dried Seafood,400,1600,996
Premium A+ Mainland China Sichuan Dried Peal Bulbus 113g 4oz,xlseafood,0,24.99,United States,0,Yami,Dried Seafood,400,1600,9996
South America Dried Fish Maw Butterfly Style 16oz,huifeng,0,268.1,United States,0,Yami,Dried Seafood,400,1600,107240
Beijing Tong Ren Tang Dried Chrysanthemum Semen Cassia Seed Lycii Fructus Tea 120g,tong ren tang,2,39.99,Mainland China,4.5,Yami,Dried Seafood,400,1600,15996
Bird's Nest Freeze-dried Collagen Peptide,osley,0,29.9,Mainland China,0,Yami,Dried Seafood,400,1600,11960
Heather Flowers 10g - 100% Organic Dried flower Herbal Tea - Grown and harvested in France,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Grade Premium Sun Dried Ecuador Shelled White Prawn Shrimp#1 Lb (#500-16oz),xlseafood,0,39.99,United States,0,Yami,Dried Seafood,400,1600,15996
Dried Grapefruit Slice Fruit Tea 45g - 100% Natural,nestlady,0,14.99,United States,0,Yami,Dried Seafood,400,1600,5996
Bestnut Daily nuts Dry wet separation Dried fruit snack 25g/bag,bestnut,0,1.89,Mainland China,0,Yami,Dried Seafood,200,800,378
Dried Flower Herbal Tea Jin Yin Hua 100% Natural Healthy 8oz,president brand,1,36.89,United States,5,Yami,Dried Seafood,400,1600,14756
Premium Nature Unsulphure Dried honeysuckle 4oz 0.25lb,xlseafood,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
[Mainland China Direct Mail] Yao Duoduo Organic Dried Lily Non-Sulphur Dried Lily Lotus Seed Lily Soup Ingredients Dried Lily 80,yaoduoduo,0,39.9,Mainland China,0,Yami,Dried Seafood,400,1600,15960
Luoshen Flower Tea Dried Flower Brewed Tea 50g,yaoduoduo,0,14.9,Mainland China,0,Yami,Dried Seafood,400,1600,5960
Sun Dried Wild Caught Grouper Fishmaw AAAA Mid#15 Size 227g,xlseafood,0,119.99,United States,0,Yami,Dried Seafood,400,1600,47996
Premium Mainland China Farmed dried cordycepssinensisf 227g 8oz,xlseafood,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Blue Mallow Flowers 5g - 100% Nature Dried leaf Dried flower Herbal tea - Grown and harvested in Germany,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Sun Dried Wild Caught Chile Gray Sea Cucumber AAA Grade 0.5lb,xlseafood,1,39.99,United States,3,Yami,Dried Seafood,400,1600,15996
East Port Dried Golden Shrimp Cracker 150g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
Rosehip Whole 35g - Dried Rosehips Whole Rose Hips Herbal Tea Loose Herbal Tea Loose Leaf Tea Organic Herbs - Grown and harvested in UK,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Elder Flower tea 14 g - Dried / 100% Nature,nestlady,0,16.9,United States,0,Yami,Dried Seafood,400,1600,6760
Dried Lotus Seeds All Natural Nutritious 150g,nestlady,3,23,United States,4,Yami,Dried Seafood,400,1600,9200
President Brand Fermented Single Clove Garlic Dried Cooked Black Garlic 250g,president brand,0,10.99,United States,0,Yami,Dried Seafood,400,1600,4396
Sage 12g - 100% Nature Dried leaf dried flower herbal tea - Grown and harvested in USA,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Dried Japanese Scallops 8oz (X-Large),president brand,0,56.99,United States,0,Yami,Dried Seafood,400,1600,22796
Dried Japanese Scallops 8oz (Large),president brand,0,47.99,United States,0,Yami,Dried Seafood,400,1600,19196
NESTLADY St. John's Wort Herb 20g - 100% Nature Dried leaf dried flower herbal tea - Grown and harvested in Germany,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Sun Dried Wild Caught Africa Giant YellowFishmaw Size#60 AAAA Grade 227g 22-35 pcs per pack,xlseafood,0,149.99,United States,0,Yami,Dried Seafood,400,1600,59996
Dried Asian Globeflower (Trollius asiaticus) 8g Dried Grown and harvested in Mainland ChinaNatural and Premium Quality,nestlady,1,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Organic Horsetail Herb 15g - 100% Nature dried leaf dried flower herbal tea - Grown and harvested in USA,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Malaysia Freeze Dried Instant Bird Nest with Honeycomb Sugar 2.5g(10 packs),dfm,0,220,Malaysia,0,Yami,Dried Seafood,25,100,5500
Drone Pupae Freeze-Dried Tablets Royal Jelly Freeze-Dried Powder Male Tonic 36g,nanjing tongrentang,0,31.9,Mainland China,0,Yami,Dried Seafood,400,1600,12760
Sun Dried Haliotis Australia AAAA Grade#35 227g,xlseafood,9,99.99,United States,4.6,Yami,Dried Seafood,400,1600,39996
Dried Lily Bulb 12oz,president brand,1,17.99,United States,5,Yami,Dried Seafood,400,1600,7196
Malaysia Freeze Dried Instant Bird Nest with Honeycomb Sugar 2.5g(6 packs),dfm,0,140,Malaysia,0,Yami,Dried Seafood,400,1600,56000
Freeze Dried Rich Coffee 35gmX15s,vilavie,0,19.99,Malaysia,0,Yami,Dried Seafood,400,1600,7996
Dried Black Mulberries 200g Suitable for nourishing blood beauty anti-aging nourishing and health care for women,qilixiang,0,31.6,Mainland China,0,Yami,Dried Seafood,400,1600,12640
Sun Dried Hokkaido Sun Dried Conpoy Conpey AAAA100 454g,xlseafood,0,99.99,United States,0,Yami,Dried Seafood,400,1600,39996
Organic Dried Papaya Slice  50g - Dried Fruit  Grown and harvested in Vietnam,nestlady,2,11.9,United States,5,Yami,Dried Seafood,400,1600,4760
Dried MeLia toosendanSieb.et Zucc.chuan lian zi 16oz,president brand,0,23.99,United States,0,Yami,Dried Seafood,400,1600,9596
Dried Alaska Sea Cucumber 16 oz,huifeng,0,189,United States,0,Yami,Dried Seafood,400,1600,75600
Dried Fish Maw AAAA 16 oz,huifeng,1,687.3,United States,5,Yami,Dried Seafood,1000,4000,687300
Grade Premium Sun Dried Ecuador Shelled White Prawn Shrimp#500  0.5 Lb (8oz),xlseafood,2,24.99,United States,4,Yami,Dried Seafood,400,1600,9996
Sun Dried Wild Caught Grouper Fishmaw AAAA Small #25Size 227g,xlseafood,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
Dried Japanese Scallops 8oz (Small),president brand,0,36.99,United States,0,Yami,Dried Seafood,400,1600,14796
Dried Fish Maw AAAAA 16 oz,huifeng,1,1099,United States,5,Yami,Dried Seafood,1000,4000,1099000
Sun Dried Wild Caught Grouper Fishmaw AAAA #40 Size 227g(17-22 pcs per pack),xlseafood,0,99.99,United States,0,Yami,Dried Seafood,400,1600,39996
MUSHROOMSKING YUN NAN Premium A+ Grade Dried Wild Boletus edulis Penny Bun 4OZ 113g pack,xlseafood,1,39.99,United States,5,Yami,Dried Seafood,400,1600,15996
Sun Dried Wisconsin American Pearl Ginseng AAAA30 227g,xlseafood,0,119.99,United States,0,Yami,Dried Seafood,400,1600,47996
Sun Dried Wild Caught Alaska  Sea Cucumber AAAA Giftpack 227g,xlseafood,0,129.99,United States,0,Yami,Dried Seafood,400,1600,51996
Sun Dried Haliotis Australia AAAA Grade Gift Pack 227g,xlseafood,0,129.99,United States,0,Yami,Dried Seafood,400,1600,51996
Sun Dried Haliotis Australia AAAA Grade#70 227g,xlseafood,0,89.99,United States,0,Yami,Dried Seafood,400,1600,35996
Sun Dried Wild Caught Warty Sea Cucumber AAAA Grade Small Size 227g,xlseafood,2,109.99,United States,5,Yami,Dried Seafood,400,1600,43996
Xlseafood Sun Dried South Africa sea Conch meat slice AAAA Grade 227g  pcs per pack,xlseafood,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Sun Dried Wild Caught Alaska  Sea Cucumber AAAA Grade Size M 227g,xlseafood,1,119.99,United States,5,Yami,Dried Seafood,400,1600,47996
Sun Dried Hokkaido Sun Dried Conpoy Conpey AAAA180 454g,xlseafood,0,89.99,United States,0,Yami,Dried Seafood,400,1600,35996
Dried Japanese Scallops  8oz (Loose),president brand,0,34.99,United States,0,Yami,Dried Seafood,400,1600,13996
Sun Dried Wild Caught Canada Newfoundland Orange-foot Sea Cucumber AAA Giftpack  227g,xlseafood,0,69.99,United States,0,Yami,Dried Seafood,400,1600,27996
Sun Dried Hokkaido Sun Dried Conpoy AAAA180 Giftpack Conpey 454g,xlseafood,0,99.99,United States,0,Yami,Dried Seafood,400,1600,39996
Orchard Dried Salted Duck 7.5oz/bag,wewokit,4,14.41,United States,4.2,Yami,Dried Seafood,400,1600,5764
MUSHROOMSKING YUN NAN Premium A+ Grade Dried Wild Mushroom Boletus edulis Penny Bun 1OZ 28g pack,xlseafood,0,14.99,United States,0,Yami,Dried Seafood,400,1600,5996
Sun Dried Wisconsin American Short Bighead Ginseng#40  227g,xlseafood,0,89.99,United States,0,Yami,Dried Seafood,400,1600,35996
Mainland China Grade Premium Nature Unsulphure Dried Longan 8OZ 0.5LB,xlseafood,7,9.99,United States,5,Yami,Dried Seafood,400,1600,3996
Dried Wild Caught Alaska  Sea Cucumber AAAA Grade MINI 227g,xlseafood,1,99.99,United States,5,Yami,Dried Seafood,400,1600,39996
Sun Dried Wisconsin American Bighead Ginseng AAAA30 227g,xlseafood,0,119.99,United States,0,Yami,Dried Seafood,400,1600,47996
Sun Dried Wisconsin American Long Ginseng AAAA50 Size Medium 227g,xlseafood,0,89.99,United States,0,Yami,Dried Seafood,400,1600,35996
SPICY HOUSE SPECIAL BEEF JERKY 75g- Spicy House Special Flavor Beef Snacks Dried Meat Ready To Eat High Protein,nestlady,4,13.99,United States,5,Yami,Dried Seafood,400,1600,5596
Sun Dried Wild Caught Green Isla Sea Cucumber AAA Grade  227g,xlseafood,4,69.99,United States,3.5,Yami,Dried Seafood,400,1600,27996
Japan Hokkaido Sun Dried AA Conpoy P400,xlseafood,1,49.99,United States,5,Yami,Dried Seafood,400,1600,19996
Premium Mainland China Farmed dried cordycepssinensisf 454g 16oz,xlseafood,2,29.99,United States,5,Yami,Dried Seafood,400,1600,11996
[Mainland China direct mail] BE&CHEERY freeze-dried durian dry snacks specialty fruit dry gold pillow Thai flavor 25g,be & cheery,2,9.9,Mainland China,5,Yami,Dried Seafood,300,1200,2970
Sun Dried Wisconsin American Bighead Ginseng AAAA60 227g,xlseafood,1,89.99,United States,5,Yami,Dried Seafood,400,1600,35996
PORK JERKY 75g- BBQ Flavor Pork Snacks Ready To Eat High Protein Dried Meet Chinese flavor Dried Pork,nestlady,4,12.99,United States,4.8,Yami,Dried Seafood,400,1600,5196
Sun Dried Wisconsin American Bighead Ginseng AAAA40 227g,xlseafood,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
Sun Dried Wisconsin American Pearl Ginseng AAAA50 227g,xlseafood,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
[Mainland China Direct Mail] Yao Duoduo dried yuba soy products hot pot ingredients 228g,yaoduoduo,0,21.9,Mainland China,0,Yami,Dried Seafood,400,1600,8760
YunNan Dried Mushrooms Soup Mix 3.5oz (for 4-6 People),mushroomstorm,3,15.99,Mainland China,5,Yami,Dried Seafood,400,1600,6396
Spicy Dried Tofu 80g,de delicious,2,4.74,Taiwan,4.5,Yami,Dried Seafood,25,100,118.5
East Port Dried Shredded Fish Snacks 110g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
Dried Flat Crab Cracker 110g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
FIVE SPICES BEEF JERKY 75g- Five Spices Flavor Beef Snacks Dried Meat Ready To Eat High Protein Beef Snack,nestlady,2,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
FD Freeze Dried Rice Porridge Instant Breakfast Porridge 5 Flavors 10 Bag Combination 368g,haifusheng,0,29.99,Mainland China,0,Yami,Dried Seafood,200,800,5998
Dried Sakura Shrimp and Fish 110g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
I 3 FRESH Dried Squid Mouth (Wasabi) 25g,i3 fresh,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
Dried Shredded Cod with Wasabi  170g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
SPICY FRUIT FLAVORED BEEF JERKY 75g - Fruit Flavored Beef Snacks Dried Meat Ready To Eat High Protein Beef Snack,nestlady,2,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
Dried Sakura diced shrimp 150g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
Dried Porcini Mushrooms 2OZ,mushroomstorm,3,14.99,Mainland China,4,Yami,Dried Seafood,400,1600,5996
JAPAN Dried Plum 22g,natori,0,3.98,Japan,0,Yami,Dried Seafood,400,1600,1592
Dried Taiwan Guava 80g/box,jijibanana,2,13.29,Taiwan,3.5,Yami,Dried Seafood,400,1600,5316
Chaga mushroom 18g - Dried / 100% Nature / Anti-aging / Lowering blood pressure,nestlady,0,17.9,United States,0,Yami,Dried Seafood,400,1600,7160
UCC117 Freeze-Dried Instant Black Coffee Powder 90g,ucc,1,10.99,Japan,5,Yami,Dried Seafood,400,1600,4396
FANGJIAPUZI Freeze-dried Red Jujube Medlar Tremella Soup 90g/ box,mr fang's store,2,13.99,Mainland China,5,Yami,Dried Seafood,400,1600,5596
[Mainland China Direct Mail] BE-CHEERY Dried Papaya 100g,be & cheery,1,10.9,Mainland China,5,Yami,Dried Seafood,300,1200,3270
Freeze-dried Strawberry Yogurt Cubes 30g,nestlady,3,6.99,United States,4.3,Yami,Dried Seafood,400,1600,2796
[Mainland China Direct Mail] BE-CHEERY Dried Pineapple 100g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
SLICE DRIED HAWTHORN FRUIT 75g - 100% Fruit Meat Sweet And Sour Delicious Snack Chinese Flavor Snacks,nestlady,2,7.5,United States,4,Yami,Dried Seafood,400,1600,3000
Preserved Fruit Dried Plum Salty Sweet and Sour Plum Seed25 plum meat 6oz,president brand,0,13.99,United States,0,Yami,Dried Seafood,400,1600,5596
Dried Pineapple 80g/Box,jijibanana,0,13.29,Taiwan,0,Yami,Dried Seafood,400,1600,5316
Organic Sun-Dried Zucchini 100g,mccabe,0,17.99,United States,0,Yami,Dried Seafood,400,1600,7196
I 3 FRESH Crispy Dried Crab Spicy 25g,i3 fresh,2,9.49,Taiwan,3,Yami,Dried Seafood,400,1600,3796
Dried Baby Macrolepiota Albuminosa Mushrooms 2oz,mushroomstorm,0,19.99,Mainland China,0,Yami,Dried Seafood,400,1600,7996
Dried wild Black Truffles 1OZ,mushroomstorm,0,14.99,Mainland China,0,Yami,Dried Seafood,400,1600,5996
[Mainland China Direct Mail] BE-CHEERY Dried Passion Fruit 100g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Yellow Peach Dried Fruits 98g,bestore,0,6.99,Mainland China,0,Yami,Dried Seafood,200,800,1398
PORK STRIPS 75g - Pork Snacks Ready To Eat High Protein Dried Meet Chinese flavor Dried Pork,nestlady,4,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
Ume Candied Dried Fruit Snacks 168g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Spicy Dried Bean Curd 420g,de delicious,0,24.69,Taiwan,0,Yami,Dried Seafood,200,800,4938
Ume Candied Dried Fruit Snacks 168g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Seed25 Dried Plums Sweet Taste  22g,healthy times,0,2.98,United States,0,Yami,Dried Seafood,200,800,596
SUNWAY Dried Shiitake Mushrooms 100g,sunway snack,3,9.99,United States,3.7,Yami,Dried Seafood,400,1600,3996
FUKANG Dried Licorice Plum Dried Sweet Damson) 60g,lien haw foods,1,4.74,Taiwan,4,Yami,Dried Seafood,400,1600,1896
FUKANG Dried Sweet Plum 35g,lien haw foods,2,3.79,Taiwan,4.5,Yami,Dried Seafood,400,1600,1516
Osmanthus Tea Dried Flower Herb 100% Natural Healthy 30g / 1.06oz,nestlady,25,18.99,United States,4.6,Yami,Dried Seafood,400,1600,7596
MARINATED DRIED TOFU CURD 75g - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products No Preservatives,nestlady,9,7.5,United States,4.7,Yami,Dried Seafood,400,1600,3000
FUKANG Dried Peach 60g,lien haw foods,0,6.64,Taiwan,0,Yami,Dried Seafood,400,1600,2656
Sun Dried Wild Caught Canada Newfoundland Orange-foot Sea Cucumber Gonad Flower AAA Grade  8oz 227g,xlseafood,0,39.99,United States,0,Yami,Dried Seafood,400,1600,15996
Dried Morel Mushrooms 2oz,mushroomstorm,2,28.99,Mainland China,5,Yami,Dried Seafood,400,1600,11596
