Product_Name,Brand,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,mamee chef,0,5.99,No,Malaysia,0,Yami,Chips,25,100,149.75
Twisties Spicy Seaweed Splash 60g,mondelez,0,4.99,No,Japan,0,Yami,Chips,400,1600,1996
Halloween Special Gift,oishi,0,88.88,No,Mainland China,0,Yami,Chips,400,1600,35552
Fragrant Brittle Fries Honey Butter Flavor 20g,cuishengsheng,0,1.39,No,Mainland China,0,Yami,Chips,25,100,34.75
Crispy Noodle BBQ Chicken Wing Flavor 40g,unif,0,0.85,No,Taiwan,0,Yami,Chips,400,1600,340
[Mainland China Direct Mail] Mimi Shrimp Sticks Single Pack Love Still Delicious Puffed Snacks Internet Red Casual Nostalgia Sn,aishang,0,1.5,No,Mainland China,3,Yami,Chips,300,1200,450
[Mainland China direct mail] BE&CHEERY Herb flavor - gold corn beans / vegetarian corn snacks snack popcorn puffed food snacks70g,be & cheery,0,7.9,No,Mainland China,5,Yami,Chips,200,800,1580
Christmas Limited Chocolate Shrimp Cracker  6pc,calbee,0,18.99,18 Options,Japan,0,Yami,Chips,400,1600,7596
Prawn Crackers Original Flavor 7g,oishi,0,0.22,No,Mainland China,0,Yami,Chips,400,1600,88
[Mainland China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,aishang,0,1.5,No,Mainland China,5,Yami,Chips,300,1200,450
French fries sticks spicy crayfish flavor fries snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
Fries Sticks Spicy Fries Fries Snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
Kettle Chips Light Salt Flavor 150g,calbee,4,4.69,No,Japan,4.2,Yami,Chips,25,100,117.25
Sweet Plantains Vegetable Chips 142g,terra chips,1,5.49,No,United States,5,Yami,Chips,400,1600,2196
Corn Chips 70g,crown,5,1.49,No,Korea,5,Yami,Chips,25,100,37.25
Potato Aged White Cheddar,popcorners,1,4.69,No,United States,5,Yami,Chips,400,1600,1876
"Sweet Potato Chips Sweets & Apples, Hint of Cinn 156g",terra chips,0,5.39,No,United States,0,Yami,Chips,400,1600,2156
Tomato Flavor 108g,angel potato chips,0,2.99,9 Options,Mainland China,0,Yami,Chips,300,1200,897
Artificial Beef Flavor 50g,angel potato chips,2,1.49,9 Options,Mainland China,3.5,Yami,Chips,300,1200,447
Flavor 50g,angel potato chips,3,1.49,9 Options,Mainland China,2.7,Yami,Chips,300,1200,447
Fresh Cucumber Flavor 108g,angel potato chips,0,2.99,9 Options,Mainland China,0,Yami,Chips,300,1200,897
Tomato Flavor 50g,angel potato chips,10,1.49,9 Options,Mainland China,3.7,Yami,Chips,300,1200,447
Artificial Chicken Flavor 50g,angel potato chips,2,1.49,9 Options,Mainland China,3,Yami,Chips,300,1200,447
Lay?€?s Potato Chips Tomato Flavor 70g,lay's,9,2.69,No,Mainland China,5,Yami,Chips,25,100,67.25
Potato Chips Chicken Flavor 70g,lay's,14,2.69,No,Mainland China,4.7,Yami,Chips,25,100,67.25
Vegetable Potato Chips Cucumber Flavor 55g,koushuiwa,11,3.29,4 Options,Mainland China,3.5,Yami,Chips,25,100,82.25
Vegetable Potato Chips Original Smell Flavor 55g,koushuiwa,4,3.29,4 Options,Mainland China,2,Yami,Chips,25,100,82.25
Corn Chips Sea Salt Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.2,Yami,Chips,25,100,32.25
Yum Chips Tomato Beef Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,3.4,Yami,Chips,300,1200,777
Baked Potato Chips Vegetable Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,5,Yami,Chips,400,1600,1116
Corn Chips Original Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.5,Yami,Chips,400,1600,396
Yam Chips Tomato Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.6,Yami,Chips,400,1600,996
Corn Love Song Corn Chips Spicy Flavor 40g,xiaowangzi,0,1.69,6 Options,Mainland China,2,Yami,Chips,400,1600,676
Potato Chips Spicy Salted Egg Flavor 50g,tasto,0,2.99,2 Options,Thailand,4.2,Yami,Chips,400,1600,1196
KRAKEN Shark Potato Chips Cheese Flavor 60g,oishi,0,2.09,3 Options,Mainland China,3,Yami,Chips,400,1600,836
Potato Chips Salted Egg Yolk Flavor 60g,oishi,0,2.09,No,Mainland China,3.2,Yami,Chips,400,1600,836
Yam Chips Tomato Flavor 35g,aishang,0,0.89,3 Options,Mainland China,3.7,Yami,Chips,300,1200,267
Potato Chips Spicy Flavor 50g,oishi,0,1.89,8 Options,Mainland China,5,Yami,Chips,400,1600,756
Potato Chips BBQ Flavor Chips 52g,tasto,0,2.39,4 Options,Thailand,4.6,Yami,Chips,400,1600,956
Baogangshupian Potato Chips Wasabi Flavor 70g,laua,0,2.99,3 Options,Mainland China,4.5,Yami,Chips,400,1600,1196
Potato Chips Sea Salt with Black Peeper Flavor 40g,lay's,0,1.49,No,Mainland China,0,Yami,Chips,400,1600,596
Potato Chips Lime Flavor  40g,lay's,0,1.49,No,Mainland China,5,Yami,Chips,400,1600,596
Black Pepper Taro Chips 84g,jans,0,1.89,5 Options,Indonesia,3,Yami,Chips,400,1600,756
Cassava Chips Tumeric Flavor 100g,jans,0,2.29,5 Options,Indonesia,3,Yami,Chips,400,1600,916
Vegetable Potato Chips Tomato Flavor 55g,koushuiwa,3,3.29,4 Options,Mainland China,3.7,Yami,Chips,25,100,82.25
Potato Chips Salt Flavor  55g,nissin,1,2.49,4 Options,Japan,5,Yami,Chips,400,1600,996
Corn Chips Barbecue Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.8,Yami,Chips,25,100,32.25
Yum Chips BBQ Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,4,Yami,Chips,300,1200,777
Baked Potato Chips Sea Salt Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,5,Yami,Chips,400,1600,1116
Potato Chips Italian Tomato Flavor 70g,orion,0,2.69,2 Options,Korea,5,Yami,Chips,400,1600,1076
KRAKEN Shark Potato Chips Extra Hot Flavor 60g,oishi,0,2.09,3 Options,Mainland China,4.4,Yami,Chips,400,1600,836
Chinese Yam Chips Cumin Flavor 70g,bestore,0,1.99,2 Options,Mainland China,0,Yami,Chips,200,800,398
Kkobug Chips Sweet Cinnamon Flavor 80g,orion,0,1.89,4 Options,Korea,2,Yami,Chips,400,1600,756
LONELY GOD Potato Rice Chips Sea Salty Flavor 70g,want want,0,1.99,2 Options,Taiwan,5,Yami,Chips,400,1600,796
Yam Chips Spicy Flavor 35g,aishang,0,0.89,3 Options,Mainland China,4.8,Yami,Chips,300,1200,267
Yam Chips Snacks Cucumber Flavor 100g,yumei,0,1.69,2 Options,Mainland China,3.9,Yami,Chips,400,1600,676
Wasabi Taro Chips 84g,jans,0,1.89,5 Options,Indonesia,3.3,Yami,Chips,400,1600,756
Wasabi Cassava Chips 84g,jans,0,2.19,3 Options,Indonesia,3,Yami,Chips,400,1600,876
Vegetable Potato Chips Cucumber Flavor 55g,koushuiwa,11,3.29,4 Options,Mainland China,3.5,Yami,Chips,25,100,82.25
Vegetable Potato Chips Original Smell Flavor 55g,koushuiwa,4,3.29,4 Options,Mainland China,2,Yami,Chips,25,100,82.25
Corn Chips Sea Salt Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.2,Yami,Chips,25,100,32.25
Yum Chips Tomato Beef Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,3.4,Yami,Chips,300,1200,777
Baked Potato Chips Vegetable Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,5,Yami,Chips,400,1600,1116
Baked Potato Chips Spicy Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,4,Yami,Chips,400,1600,1116
Baked Potato Chips Spicy Flavor 90g,xiaowangzi,0,3.29,6 Options,Mainland China,4.7,Yami,Chips,400,1600,1316
Potato Chips Japenese Salad Flavor 70g,orion,0,2.69,2 Options,Korea,4.7,Yami,Chips,400,1600,1076
LONELY GOD Potato Rice Chips BBQ Flavor 70g,want want,0,1.99,2 Options,Taiwan,3.2,Yami,Chips,400,1600,796
Yam Chips Egg Yolk Flavor 35g,aishang,0,0.89,3 Options,Mainland China,4.3,Yami,Chips,300,1200,267
Sour Cream & Onion Flavor Banana Chips 45g,hom,0,2.79,2 Options,Thailand,4.5,Yami,Chips,400,1600,1116
Potato Chips Crab Curry Flavour Chips 52g,tasto,0,2.39,4 Options,Thailand,4.2,Yami,Chips,400,1600,956
Baked Crispy Coconut Chips 84g,jans,0,2.59,No,Indonesia,4.3,Yami,Chips,400,1600,1036
Yam Chips Snacks Tomato Flavor 100g,yumei,0,1.69,2 Options,Mainland China,4,Yami,Chips,400,1600,676
Corn Chips Original Flavor 80g,koushuiwa,0,2.99,No,Mainland China,4.1,Yami,Chips,400,1600,1196
Baked Corn Chips 72g,cw,0,2.09,No,Korea,4.3,Yami,Chips,25,100,52.25
Yam Chips Sauce Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.8,Yami,Chips,400,1600,996
Yam Chips Seaweed Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.7,Yami,Chips,400,1600,996
Baked Potato Chips Barbecue Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,1,Yami,Chips,400,1600,1116
Yum Chips Sichuan Spicy Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,4.5,Yami,Chips,300,1200,777
Potato Chips Grilled Shrimp and Seafood Flavor 48g,lay's,40,1.99,3 Options,Mainland China,4.7,Yami,Chips,25,100,49.75
Corn Chips Sea Salt Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.5,Yami,Chips,400,1600,396
Corn Chips Barbecue Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.6,Yami,Chips,400,1600,396
Corn Chips Original Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.8,Yami,Chips,25,100,32.25
Corn Love Song Corn Chips Spicy Flavor  75g,xiaowangzi,0,2.29,6 Options,Mainland China,4.1,Yami,Chips,400,1600,916
Baked Potato Chips Vegetable Flaovr 90g,xiaowangzi,0,3.29,6 Options,Mainland China,5,Yami,Chips,400,1600,1316
Potato Chips Salted Egg Flavor 50g,tasto,0,2.99,2 Options,Thailand,4.2,Yami,Chips,400,1600,1196
KRAKEN Shark Potato Chips Smoked BBQ Flavor 60g,oishi,0,2.09,3 Options,Mainland China,4.5,Yami,Chips,400,1600,836
Potato Chips Stax Cheese Flavor 104g,lay's,0,3.29,10 Options,Mainland China,0,Yami,Chips,25,100,82.25
Corn Cheese Flavor Banana Chips 45g,hom,0,2.79,2 Options,Thailand,4.1,Yami,Chips,400,1600,1116
Kkobug Chips Shrimp Flavor 160g,orion,0,3.69,4 Options,Korea,3,Yami,Chips,400,1600,1476
Kkobug Chips Sweet Cinnamon Flavor 160g,orion,0,3.99,4 Options,Korea,5,Yami,Chips,400,1600,1596
Baked Shrimp Flavored Chips 28g,calbee,0,0.59,5 Options,Japan,4.9,Yami,Chips,200,800,118
Black Pepper Cassava Chips 84g,jans,0,2.19,3 Options,Indonesia,4,Yami,Chips,400,1600,876
Yum Chips Alrtifical Miso Steak Flavor  90g,aiyomi,0,2.59,4 Options,Mainland China,4.8,Yami,Chips,300,1200,777
Mango Fruit Chips 50g,paradise green,0,2.89,No,Thailand,4.3,Yami,Chips,400,1600,1156
Spicy Flavor 50g,angel potato chips,25,1.49,9 Options,Mainland China,3.8,Yami,Chips,300,1200,447
Potato Chips Spicy Flavor 100g,zidi potato,22,2.99,4 Options,Mainland China,4.9,Yami,Chips,400,1600,1196
Potato Chips Sichuan Pepper Flavor 100g,zidi potato,33,2.99,4 Options,Mainland China,4.7,Yami,Chips,400,1600,1196
Thin Potato Chips Kiniro Butter 42g,calbee,3,2.49,No,Japan,5,Yami,Chips,200,800,498
Hawthorn Chips 150g,osay,2,2.49,No,Mainland China,4.5,Yami,Chips,400,1600,996
Korean Ramen Flavor Chips 47g,lay's,0,1.99,No,Mainland China,0,Yami,Chips,400,1600,796
White Chocolate Potato Chips 36g,bourbon,3,2.69,No,Japan,4.7,Yami,Chips,200,800,538
Shrimp Flavored Chips 45g,nongshim,190,1.49,No,Korea,4.7,Yami,Chips,400,1600,596
LAY'S Potato Chips Braised Pork Flavor 90g,lay's,6,3.49,No,Mainland China,4.8,Yami,Chips,25,100,87.25
Aerial Cheese Flavor Chips Snack 70g,ybc,131,2.59,2 Options,Japan,4.8,Yami,Chips,400,1600,1036
Potato Chips 104g,bourbon,2,3.29,No,Japan,5,Yami,Chips,200,800,658
Potato Chips Tomato 104g,lay's,155,3.29,10 Options,Mainland China,4.9,Yami,Chips,400,1600,1316
Potato Chips Black Pepper 104g,lay's,41,3.29,10 Options,Mainland China,4.7,Yami,Chips,25,100,82.25
Potato Chips Cherry Blossom Rice Wine Flavor 60g,lay's,26,2.29,3 Options,Mainland China,4.3,Yami,Chips,25,100,57.25
Potato Chips(Mustard Flavor ) 50g,oishi,49,2.19,8 Options,Mainland China,4.8,Yami,Chips,400,1600,876
Potato Chips Spicy Crayfish Flavor 50g,lay's,7,2.19,3 Options,Mainland China,4.3,Yami,Chips,25,100,54.75
Crab Chips 10 Packs,mimi,147,1.99,No,Mainland China,4.5,Yami,Chips,400,1600,796
Chinese Yam Chips Cumin Flavor 180g,wolong,35,4.99,4 Options,Mainland China,4.3,Yami,Chips,400,1600,1996
LAY'S Potato Chips Barbecue Flavor 90g,lay's,1,3.49,No,Mainland China,5,Yami,Chips,25,100,87.25
Potato Chips Seaweed Flavor 65g,lay's,14,2.29,3 Options,Mainland China,4.7,Yami,Chips,25,100,57.25
Shrimp Flavored Chips 10 Packs,mimi,212,1.99,No,Mainland China,4.8,Yami,Chips,400,1600,796
Chinese Yam Chips BBQ Flavor 180g,wolong,21,4.99,4 Options,Mainland China,3.9,Yami,Chips,400,1600,1996
Japanese Thick Potato Chips RIch Sour Cream Onion Flavor 60g,ybc,17,2.29,No,Japan,4.6,Yami,Chips,400,1600,916
Potato Chips Tomato Flavor 70g,lay's,14,2.99,2 Options,Mainland China,4.4,Yami,Chips,25,100,74.75
Corn Chips 238g,kabuto,2,4.49,No,Korea,5,Yami,Chips,400,1600,1796
Potato Chips Assorted Seafood Flavor 56g,koikeya,8,2.29,4 Options,Japan,4.5,Yami,Chips,400,1600,916
Potato Chips Original Flavor+Cucumber Flavor+Tomato Sauce Flavor,lay's,4,6.99,No,Mainland China,5,Yami,Chips,25,100,174.75
Dark Chocolate Potato Chips 120g,chikodo,1,10.99,2 Options,Mainland China,5,Yami,Chips,25,100,274.75
Potato Chips Ishigaki Sea Salt Flavor 60g,calbee,3,2.59,3 Options,Japan,5,Yami,Chips,200,800,518
Potato Chips Miyazaki Roasted Chicken Flavor 75g,lay's,2,2.99,No,Mainland China,5,Yami,Chips,25,100,74.75
Garlic Crab Chips 82g?€?Best Before 8/18/2021?€?,good life finute,1,3.99,3 Options,Korea,5,Yami,Chips,400,1600,1596
Potato Chips Usujio Flavor 115g,calbee,2,4.69,No,Japan,4.5,Yami,Chips,200,800,938
Potato Chips Baked Brulee Flavour 65g,lay's,0,2.19,No,Mainland China,5,Yami,Chips,400,1600,876
Taro Chips Sea Salt And Black Pepper Flavor 60g,lay's,0,2.89,2 Options,Mainland China,4.8,Yami,Chips,400,1600,1156
Golden Corn Chips 117g,crown,0,2.49,No,Korea,4.3,Yami,Chips,25,100,62.25
Potato Chips Mala Barbecue Flavor 65g,lay's,0,1.99,No,Mainland China,4.6,Yami,Chips,400,1600,796
Taro Chips Salt Flavor 62g,cadina,0,2.29,No,Taiwan,4.8,Yami,Chips,200,800,458
Potato Chips Signature Mala Salted Egg Flavor 50g,tasto,0,3.29,No,Thailand,4.5,Yami,Chips,400,1600,1316
Potato Chips Spicy Chili Flavor 43g,lay's,0,1.99,7 Options,Mainland China,5,Yami,Chips,400,1600,796
Potato Chips Salt&Pepper Flavor 43g,lay's,0,1.69,7 Options,Mainland China,5,Yami,Chips,400,1600,676
Chips Beech Mushroom,shirakiku,0,3.99,No,Japan,4.2,Yami,Chips,400,1600,1596
Casava Chips Balado 75g,matoh,0,1.39,3 Options,Indonesia,4.7,Yami,Chips,400,1600,556
Shrimp Flavored Chips Family Pack 200g,nongshim,0,5.49,No,Korea,4.9,Yami,Chips,400,1600,2196
AISHANG Shrimp Spicy Flavor Chips 720g,mimi,0,5.79,No,Mainland China,4.5,Yami,Chips,400,1600,2316
Banana Yogurt Shrimp Chips 240g,good life finute,0,8.59,3 Options,Korea,4.3,Yami,Chips,400,1600,3436
Exotic Vegetable Chips Mediterranean Exotic Veg Chips,terra chips,1,7.49,No,United States,5,Yami,Chips,400,1600,2996
Exotic Vegetable Chips Original 141g,terra chips,1,6.49,No,United States,4,Yami,Chips,400,1600,2596
Taro Chips Original 170g,terra chips,1,6.89,No,United States,5,Yami,Chips,400,1600,2756
Mimi Shrimp Flavored Chips 10 Packs 180g,aishang,150,2.99,4 Options,Mainland China,4.7,Yami,Chips,300,1200,897
BBQ Flavor 108g,angel potato chips,1,2.99,9 Options,Mainland China,3,Yami,Chips,300,1200,897
Potato Chips Garlic Roasted Oyster Flavor 70g,lay's,17,2.49,No,Mainland China,4.6,Yami,Chips,25,100,62.25
Cumin Flavor 108g,angel potato chips,0,2.99,No,Mainland China,0,Yami,Chips,300,1200,897
Potato Chips Spicy Hot Pot Flavor 70g,lay's,260,2.49,7 Options,Mainland China,4.7,Yami,Chips,300,1200,747
MY POTE Potato Chips Onion Soup 60g,calbee,40,1.49,No,Japan,4.2,Yami,Chips,100,400,149
Kkobug Chips Corn Soup Flavor 160g,orion,0,4.39,4 Options,Korea,5,Yami,Chips,400,1600,1756
Potato Chips BBQ Flavor 47g,lay's,4,1.99,No,Mainland China,4.2,Yami,Chips,25,100,49.75
Mimi Crab Flavored Chips 10 Packs 180g,aishang,132,2.49,4 Options,Mainland China,4.6,Yami,Chips,300,1200,747
Sour Cream Onion Chips 47g,lay's,5,1.99,No,Mainland China,4.4,Yami,Chips,25,100,49.75
MY POTE Potato Chips Himalayan Pink Salt 60g,calbee,42,1.49,No,Japan,4.4,Yami,Chips,100,400,149
Potato Chips Tomato Flavor 90g,lay's,0,3.79,No,Mainland China,0,Yami,Chips,25,100,94.75
Shrimp Chips Sriracha Mayo 94g,calbee,1,2.29,No,Japan,5,Yami,Chips,200,800,458
Orion Turtle Chips Flamin Lime,orion,0,4.89,No,Korea,0,Yami,Chips,400,1600,1956
MY POTE White Truffle Potato Chips 60g,calbee,0,1.99,No,Japan,0,Yami,Chips,200,800,398
Super Potato Chips Sour Cream & Onion 1.98oz,calbee,0,2.49,No,Japan,0,Yami,Chips,200,800,498
Orio Turtle Chips--Sweet Corn Flavor 560g,orion,0,18.99,No,Korea,0,Yami,Chips,400,1600,7596
Clover Chips BBQ Flavor 145g,leslie's,0,2.29,No,Philippine,0,Yami,Chips,25,100,57.25
Potato Chips Black Pepper & Chili Flavor 100g,huayuan,0,3.99,No,Taiwan,0,Yami,Chips,400,1600,1596
Vegetable Chips Barbecue 142g,pulp pantry,0,5.69,No,United States,0,Yami,Chips,400,1600,2276
Potato Chips  Tomato Flavor 122g,v-loong,0,2.99,No,Mainland China,0,Yami,Chips,400,1600,1196
Potato Chips BBQ Flavor 122g,v-loong,0,2.99,No,Mainland China,0,Yami,Chips,400,1600,1196
BBQ Potato Straw Chips Tomato Flavor 80g,kaka,0,4.69,No,Taiwan,0,Yami,Chips,25,100,117.25
Jaga Chocolate Potato Chips 40g,bourbon,17,2.49,No,Japan,4.6,Yami,Chips,25,100,62.25
Potato Chips Fleur De Sel Flavor 100g TW,huayuan,0,3.99,No,Taiwan,0,Yami,Chips,400,1600,1596
Potato Chips Sauerkraut Flavor 28g,lay's,22,2.49,No,Mainland China,4.5,Yami,Chips,25,100,62.25
Clover Chips Cheese Flavor 145g,leslie's,1,1.99,No,Philippine,5,Yami,Chips,25,100,49.75
Potato Chips Crispy Grilled Fish Flavor 70g,lay's,0,2.49,No,Mainland China,0,Yami,Chips,400,1600,996
Sweet Potatoes Purple Chips Ube 2.5oz,other brands,0,2.69,No,Unclear,0,Yami,Chips,400,1600,1076
Hawthron Chips with Probiotics 180g,yida,1,5.99,No,Mainland China,5,Yami,Chips,400,1600,2396
Xiuzhen Mushroom Chips 55g,holiji,0,7.49,No,Taiwan,0,Yami,Chips,400,1600,2996
Potato Chips TW Popcorn Chicken Flavor 100g,huayuan,0,3.99,No,Taiwan,0,Yami,Chips,400,1600,1596
Potato Chips Lemon Flavor 42g,lay's,1,1.99,No,Mainland China,5,Yami,Chips,400,1600,796
Potato Chips BBQ Flavor 100g,zidi potato,14,2.99,4 Options,Mainland China,4.8,Yami,Chips,400,1600,1196
Banana Chips 250g,minh phat,0,2.69,No,Vietnam,0,Yami,Chips,400,1600,1076
Shrimp Chips Fresh Wasabi Flavor 56.6g,other brands,8,2.29,No,Unclear,4.5,Yami,Chips,400,1600,916
Csssava Chips Seaweed Flavor 200g,kusuka,5,2.69,No,Indonesia,4.6,Yami,Chips,400,1600,1076
Popcorn Chips Kettle 198g,popcorners,2,4.69,2 Options,United States,5,Yami,Chips,400,1600,1876
Pita Chips Fire Roasted Jalapeno 207g,stacy`s,3,3.59,6 Options,United States,5,Yami,Chips,400,1600,1436
Potato Chips Tomato Ketchup Flavor 90g,oishi,52,2.49,No,Mainland China,4.6,Yami,Chips,400,1600,996
Glazed Cassava Chips Singkong SAOS Balado 160g,kusuka,21,2.99,3 Options,Indonesia,3.9,Yami,Chips,25,100,74.75
Banana Chips 250g,minh phat,0,2.69,No,Vietnam,0,Yami,Chips,400,1600,1076
Koikoya Potato Chips Hot Chili Seaweed Flavor,koikeya,3,5.29,No,Japan,5,Yami,Chips,400,1600,2116
Potato Chips Spicy Hot Chili 54g,koikeya,60,2.49,No,Japan,4.5,Yami,Chips,25,100,62.25
Chips Black Oyster Mushroom,shirakiku,0,4.29,No,Japan,4.5,Yami,Chips,400,1600,1716
Potato Chips Roasted Chicken Wing Flavor 70g,lay's,0,2.29,10 Options,Mainland China,4.8,Yami,Chips,400,1600,916
Potato Chips Pure Spicy Flavor 145g,lay's,7,5.29,10 Options,Mainland China,3.7,Yami,Chips,25,100,132.25
Kettle Chips Black Pepper Flavor 150g,calbee,5,4.69,No,Japan,5,Yami,Chips,25,100,117.25
Potato Chips Seaweed Flavor 100g,zidi potato,9,2.99,4 Options,Mainland China,4.9,Yami,Chips,400,1600,1196
Sweet Corn Chips South American BBQ Style 90g,oishi,62,2.79,No,Mainland China,4.7,Yami,Chips,400,1600,1116
Crab Chips 50g,paldo,50,1.29,No,Korea,4.6,Yami,Chips,400,1600,516
Leisure Sweet Purple Yam Chips 100g  (New Packaging 100g),shibuya,51,3.89,No,Japan,3.8,Yami,Chips,400,1600,1556
Potato Chips Salt and Seaweed Mega Size 200g,calbee,0,4.99,No,Japan,5,Yami,Chips,200,800,998
Koikeya Cup Noodle Potato Chips Spicy Seafood Flavor 50g,nissin,0,1.99,3 Options,Japan,4.8,Yami,Chips,400,1600,796
Popcorn Chips White Cheddar 198g,popcorners,1,4.29,2 Options,United States,5,Yami,Chips,400,1600,1716
Baked Shrimp Flavored Chips 113g,calbee,68,1.79,5 Options,Japan,4.7,Yami,Chips,300,1200,537
Potato Chips(Honey Butter Flavor ) 50g,oishi,49,2.89,8 Options,Mainland China,4.9,Yami,Chips,400,1600,1156
Mixed Roots Chips Coriander Sea Salt 80g,jans,20,2.99,No,United States,4.3,Yami,Chips,25,100,74.75
BBQ Potato Chips Salted Egg Yolk 120g,kakasha,0,6.99,No,Japan,0,Yami,Chips,400,1600,2796
Sweet Potatoes Orange Chips Yam 2.5oz,other brands,1,2.49,No,Unclear,5,Yami,Chips,400,1600,996
Mixed Roots Chips Salt & Vinegar 80g,jans,15,2.29,No,United States,4.3,Yami,Chips,25,100,57.25
Csssava Chips Spicy Flavor 200g,kusuka,6,2.69,3 Options,Indonesia,4.3,Yami,Chips,400,1600,1076
Potato Chips BBQ Flavor 80g,oishi,2,2.69,No,Mainland China,4.5,Yami,Chips,400,1600,1076
Pita Chips Multigrain 207g,stacy`s,2,3.59,6 Options,United States,5,Yami,Chips,400,1600,1436
Sweet Potato Chips Plum Flavor 240g,mama wu,0,9.89,2 Options,Taiwan,4.9,Yami,Chips,400,1600,3956
Potato Chips Kyushu Seaweed Flavor 43g,lay's,0,1.99,7 Options,Mainland China,4.8,Yami,Chips,400,1600,796
Yam Chips Tomato Flavor 80g,lay's,0,2.39,3 Options,Mainland China,4.9,Yami,Chips,400,1600,956
Plantain Tortilla Chips Himalayan Pink Salt 113g,barnana,0,4.59,No,United States,0,Yami,Chips,300,1200,1377
Pita Chips Parmesan Garlic Herb 7.33oz,stacy`s,1,3.59,6 Options,United States,3,Yami,Chips,400,1600,1436
Jalapeno Cassava Chips 84g,jans,15,2.19,3 Options,Indonesia,4.1,Yami,Chips,25,100,54.75
Sea Salt Sweet Potato Chips 84g,jans,4,1.99,5 Options,United States,3,Yami,Chips,25,100,49.75
Salty Seaweed Chips 54g,koikeya,8,2.49,7 Options,Japan,4,Yami,Chips,400,1600,996
Salted Egg Potato Chips 230g,irvins,0,16.99,2 Options,Singapore,5,Yami,Chips,200,800,3398
Shrimp Chips Value Pack 227g,calbee,0,2.49,No,Japan,5,Yami,Chips,200,800,498
Potato Chips Hot and Spicy Mega Size 200g,calbee,0,4.99,No,Japan,4.7,Yami,Chips,200,800,998
Sweet Potato Chips 240g,mama wu,0,9.89,2 Options,Taiwan,5,Yami,Chips,400,1600,3956
Chips King Trumpet Mushroom 40g,shirakiku,0,3.99,No,Japan,4.7,Yami,Chips,400,1600,1596
Yam Chips Cucumber Flavor 80g,lay's,0,2.89,3 Options,Mainland China,4.8,Yami,Chips,400,1600,1156
Demae Iccho Potato Chips Sesame Oil Flavor 50g,nissin,0,2.29,No,Japan,4.4,Yami,Chips,400,1600,916
Pita Chips Simply Naked 207gv,stacy`s,0,3.59,6 Options,United States,0,Yami,Chips,400,1600,1436
Potato Chips Original Flavor 50g,oishi,0,2.29,8 Options,Mainland China,4.9,Yami,Chips,400,1600,916
Value Pack Honey Butter Chips 30g*12pc,haitai,0,14.99,4 Options,Korea,4.9,Yami,Chips,200,800,2998
Taro Chips 250g,minh phat,0,4.99,No,Vietnam,0,Yami,Chips,400,1600,1996
Banana Chips 170g,sun tropics,21,3.29,No,United States,4.8,Yami,Chips,400,1600,1316
JagaRico Potato Stick Sukiyaki Flavor 52g,calbee,47,2.09,4 Options,Japan,4.9,Yami,Chips,300,1200,627
Honey Butter Chip Value Pack 120g,haitai,0,4.29,4 Options,Korea,4.8,Yami,Chips,400,1600,1716
HOKKAIDO Original Chocolate Chips 190g,royce,3,22.99,5 Options,Japan,4.7,Yami,Chips,400,1600,9196
HOKKAIDO Mild Bitter Chocolate Chips 190g,royce,1,22.99,5 Options,Japan,5,Yami,Chips,400,1600,9196
HOKKAIDO Sea Salt Chips 6pc,calbee,3,18.99,18 Options,Japan,5,Yami,Chips,400,1600,7596
HOKKAIDO Caramel Chocolate Chips 190g,royce,0,22.99,5 Options,Japan,0,Yami,Chips,400,1600,9196
Hokkaido Fries Potato Chips 10 x 18g,calbee,0,29.99,No,Japan,0,Yami,Chips,200,800,5998
Essence Potato Chips 4pc,calbee,0,15.99,18 Options,Japan,0,Yami,Chips,400,1600,6396
Seaweed Chips 4pc,calbee,2,15.99,18 Options,Japan,5,Yami,Chips,400,1600,6396
