Title,Title_link,Price,unit_info___32SjE,count___1LWwo,Headline,Field1,Field2,Field3
Chocolove Dark Chocolate Bars with Almonds and Sea Salt 3.2 oz,https://www.sayweee.com/en/product/Chocolove-Dark-Chocolate-Bars-with-Almonds-and-Sea-Salt/80487,$2.95,$0.92/oz,,Chocolove Dark Chocolate Bars with Almonds and Sea Salt,(1),United States,CHOCOLOVE
Sunflower Butter Cream Chocolate Crackers 250 g,https://www.sayweee.com/en/product/Sunflower-Butter-Cream-Chocolate-Crackers/86775,$3.49,,,Sunflower Butter Cream Chocolate Crackers,,Philippines,
Ritz Color Chocolate Sprinkles 300 g,https://www.sayweee.com/en/product/Ritz-Color-Chocolate-Sprinkles/3904,$7.59,,,Weee!,,,
Nestle Abuelita Authentic Mexican Hot Chocolate Drink Tablets 19 oz,https://www.sayweee.com/en/product/Nestle-Abuelita-Authentic-Mexican-Hot-Chocolate-Drink-Tablets/55153,$5.99,$0.31/oz,,Nestle Abuelita Authentic Mexican Hot Chocolate Drink Tablets,(1),Mexico,
"Chu Lu Milk Almond Chocolate Bars, Strawberry Flavor 96 g",https://www.sayweee.com/en/product/Chu-Lu-Milk-Almond-Chocolate-Bars-Strawberry-Flavor/85485,$8.99,$0.09/g,,"Chu Lu Milk Almond Chocolate Bars, Strawberry Flavor",,Taiwan,
Lago Plaisir Fiaccole Wafer Rolls Filled with Blackcurrant and Dark Chocolate 100 g,https://www.sayweee.com/en/product/Lago-Plaisir-Fiaccole-Wafer-Rolls-Filled-with-Blackcurrant-and-Dark-Chocolate/79746,$3.49,$0.03/g,,Lago Plaisir Fiaccole Wafer Rolls Filled with Blackcurrant and Dark Chocolate,,Italy,
Antonio Pueo Rollos Chocolate Cacao Sugar & Skim Milk  7 oz,https://www.sayweee.com/en/product/Antonio-Pueo-Rollos-Chocolate-Cacao-Sugar---Skim-Milk-/87159,$9.49,$1.35/oz,,Antonio Pueo Rollos Chocolate Cacao Sugar & Skim Milk,,Philippines,
Bourbon Kikori No Kirikabu Milk Chocolate Cookies 1 box,https://www.sayweee.com/en/product/Bourbon-Kikori-No-Kirikabu-Milk-Chocolate-Cookies/98744,$2.99,$2.99/box,,Bourbon Kikori No Kirikabu Milk Chocolate Cookies,,Japan,BOURBON
"CHOCOLOVE, Chocolate Bar Filled Passion Fruit in Ruby 3.2 oz",https://www.sayweee.com/en/product/CHOCOLOVE--Chocolate-Bar-Filled-Passion-Fruit-in-Ruby/28101,$3.79,$1.18/oz,,"CHOCOLOVE, Chocolate Bar Filled Passion Fruit in Ruby",,United States,
Chocolate Croissant *2 1 each,https://www.sayweee.com/en/restaurants/2165?ws=shopping-search,$13.80,$13.80/each,,Weee!,,,
【糖纸甜品】Valrhona Chocolate Cake Slice 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$9.00,$9.00/each,,Weee!,,,
Chocolate Cakeroll 1 each,https://www.sayweee.com/en/restaurants/2165?ws=shopping-search,$11.50,$11.50/each,,Weee!,,,
【糖纸甜品】Chocolate Melaleuca 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$10.00,$10.00/each,,Weee!,,,
【糖纸甜品】Chocolate towel roll 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$15.00,$15.00/each,,Weee!,,,
White Chocolate strawberry Cake 4 inch 1 each,https://www.sayweee.com/en/restaurants/2165?ws=shopping-search,$38.80,$38.80/each,,Weee!,,,
Hazelnut chocolate cake  1 each,https://www.sayweee.com/en/restaurants/2165?ws=shopping-search,$32.80,$32.80/each,,Weee!,,,
Chocolate Cup Cake*8 1 each,https://www.sayweee.com/en/restaurants/2165?ws=shopping-search,$8.05,$8.05/each,,Weee!,,,
Chocolate Puff（6） 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$14.39,$14.39/each,,Weee!,,,
Chocolate Baguette 1 each,https://www.sayweee.com/en/restaurants/2025?ws=shopping-search,$3.99,$3.99/each,,Weee!,,,
【糖纸甜品】9-inch Chocolate Melaleuca 1 each,https://www.sayweee.com/en/restaurants/2123?ws=shopping-search,$100.00,$100.00/each,,Weee!,,,
Chocolate Chunk Cookie 1 each,https://www.sayweee.com/en/restaurants/2967?ws=shopping-search,$2.99,$2.99/each,,Weee!,,,
Add Chocolate Chunk Cookie 1 each,https://www.sayweee.com/en/restaurants/2967?ws=shopping-search,$2.39,$2.39/each,,Weee!,,,
Buke Mylikes Chocolate Beans 30 g,https://www.sayweee.com/en/product/Buke-Mylikes-Chocolate-Beans/81736,$0.49,,1K+ Sold,Buke Mylikes Chocolate Beans,(128),Mainland China,Buke
Glico Pocky Chocolate Cream Covered Biscuit Sticks 9pk 4.13 oz,https://www.sayweee.com/en/product/Glico-Pocky-Chocolate-Cream-Covered-Biscuit-Sticks-9pk/95701,$3.49,$0.84/oz,600+ Sold,Glico Pocky Chocolate Cream Covered Biscuit Sticks 9pk,(257),Thailand,Glico
"Meiji Hello Panda Cookies, Chocolate Filling 9.1 oz",https://www.sayweee.com/en/product/Meiji-Hello-Panda-Cookies-Chocolate-Filling/13826,$5.99,$0.65/oz,200+ Sold,"Meiji Hello Panda Cookies, Chocolate Filling",(45),United States,
"LeTAO Japanese Chocolate Double Cheesecake 12cm, Frozen 1 count",https://www.sayweee.com/en/product/LeTAO-Japanese-Chocolate-Double-Cheesecake-12cm-Frozen/98146,$39.99,$39.99/count,200+ Sold,"LeTAO Japanese Chocolate Double Cheesecake 12cm, Frozen",(136),United States,
"Maeil Cafe Latte, Chocolate Latte  220 ml",https://www.sayweee.com/en/product/Maeil-Cafe-Latte--Chocolate-Latte-/29143,$2.29,,50+ Sold,"Maeil Cafe Latte, Chocolate Latte",(13),South Korea,
Tokyo Bread Chocolate Pan 70 g,https://www.sayweee.com/en/product/Tokyo-Bread-Chocolate-Pan/35359,$3.19,$0.04/g,50+ Sold,Tokyo Bread Chocolate Pan,(14),Japan,
"Karila Chocolate Flower with Stem, Random Color 88 g",https://www.sayweee.com/en/product/Karila-Chocolate-Flower-with-Stem--Random-Color/86513,$8.99,$0.10/g,50+ Sold,"Karila Chocolate Flower with Stem, Random Color",(2),Finland,
Parle Hide & Seek Chocolate Chip Cookies 82.5 g,https://www.sayweee.com/en/product/Parle-Hide---Seek-Chocolate-Chip-Cookies/27631,$1.00,,50+ Sold,Parle Hide & Seek Chocolate Chip Cookies,(15),India,
San Miguel Chocolait Chocolate Flavored Drink 3pk 750 ml,https://www.sayweee.com/en/product/San-Miguel-Chocolait-Chocolate-Flavored-Drink-3pk/42906,$4.99,,,San Miguel Chocolait Chocolate Flavored Drink 3pk,,Philippines,
Rimo Chocolate and Milk Flavored Biscuits  120 g,https://www.sayweee.com/en/product/Rimo-Chocolate-and-Milk-Flavored-Biscuits-/28230,$4.09,$0.03/g,,Rimo Chocolate and Milk Flavored Biscuits,(6),Mainland China,
Lotte Papico Chocolate Ice Pouch 6pk 780 ml,https://www.sayweee.com/en/product/Lotte-Papico-Chocolate-Ice-Pouch-6pk/76904,$5.99,,,Lotte Papico Chocolate Ice Pouch 6pk,(13),South Korea,Lotte
