Brand,Category,Origin,Platform,Price,Product_Name,Rate,Reviews,Sold_Monthly,Sold_Weekly,Weekly_Revenue,Sold_Weekly_Group,Price_Group
disney,Chocolate,United States,Yami,3.2,Disney Chocolate Strawberry 50g,,0,800,200,640,100+,2+
be & cheery,Chocolate,Mainland China,Yami,4.9,Popsicle marshmallow strawberry flavor gum fruit qq candy 45g,,0,800,200,980,100+,4+
royce,Chocolate,Japan,Yami,18.5,HOKKAIDO Hazel Chocolate Wafer 12pc,5,1,1600,400,7400,300+,16+
royce,Chocolate,Japan,Yami,15.9,HOKKAIDO Nutty Chocolate Bars 6pc,4.5,2,1600,400,6360,300+,14+
orange,Chocolate,Korea,Yami,14.99,ANGEGE Valentine's day limited Chocolat 7pc,,0,1600,400,5996,300+,14+
orange,Chocolate,Korea,Yami,9.99,ANGEGE Valentine's day limited Chocolat 5pc,,0,1600,400,3996,300+,8+
golden bonbon,Chocolate,Canada,Yami,1.39,Jujube Nougat Bar 40g,,0,1600,400,556,300+,Less than 2
godiva,Chocolate,Belgium,Yami,39,Christmas Tree Chocolate Gift Box 10pc Limited Edition,2,1,1600,400,15600,300+,16+
chu lu,Chocolate,Taiwan,Yami,8.99,Milk Almond Chocolate Bar with Yogurt Flavor,,0,100,25,224.75,Less than 50,8+
sugar butter tree,Chocolate,Japan,Yami,18.99,Apple Creamy Chocolate Cookies 10pc,,0,1600,400,7596,300+,16+
kracie,Chocolate,Japan,Yami,4.99,Frisk Neo Blueberry 35g,,0,1600,400,1996,300+,4+
oishi,Chocolate,Mainland China,Yami,4.79,Opala Chocolate Potato Chips Snacks 100g,,0,1600,400,1916,300+,4+
kanro,Chocolate,Japan,Yami,2.99,Pure Gummy Candy Orange ?? Grapefruit3 63g,,0,1600,400,1196,300+,2+
kobayashi,Chocolate,Japan,Yami,7.99,Chewing Breath Care Muscat Flavor Gummy 25pcs,5,1,1600,400,3196,300+,6+
ribon,Chocolate,Japan,Yami,3.99,Hokkaido Strawberry Condensed Lactose 60g,,0,1600,400,1596,300+,2+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT HOKURIKU Red Bean Flavor Chocolate Wafer 10pc,5,1,1600,400,6720,300+,16+
royce,Chocolate,Japan,Yami,14.9,HOKKAIDO  Limited Chocolate Marshmallow 85g,5,2,1600,400,5960,300+,14+
morinaga,Chocolate,Japan,Yami,5.99,Hi-Chew Sweet and Sour Chewy Candy 360g,,0,1600,400,2396,300+,4+
uha,Chocolate,Japan,Yami,5.8,UHA Mikakutang Strawberry Hard Candy 75g,,0,1600,400,2320,300+,4+
godiva,Chocolate,Belgium,Yami,169.9,Chocolate 50th anniversary limited 30pc,,0,1600,400,67960,300+,16+
ryukakusan,Chocolate,Japan,Yami,6.23,Throat Refreshing Herbal Drops Peach Flavor 80g,,0,1600,400,2492,300+,6+
heart,Chocolate,Japan,Yami,3.29,Neri Chu Energy Drink,5,1,1600,400,1316,300+,2+
nestle,Chocolate,Japan,Yami,16.8,YOKOHAMA Strawberry Cheese Flavor Chocolate Wafer 10pc,5,1,1600,400,6720,300+,16+
morinaga,Chocolate,Japan,Yami,6.49,Hi-Chew Tropical Mix Chewy Candy 360g,,0,1600,400,2596,300+,6+
cheongwoo,Chocolate,Korea,Yami,3.99,Say Good Ginger Chews - Mango 200g,,0,1600,400,1596,300+,2+
chu lu,Chocolate,Taiwan,Yami,8.99,Milk Almond Chocolate Bar with Strawberry Flavor,,0,100,25,224.75,Less than 50,8+
daimaruhonpo,Chocolate,Japan,Yami,10.99,3 Chitose candy Special candy for Japanese 753 festival 93g,5,1,100,25,274.75,Less than 50,10+
barnana,Chocolate,United States,Yami,5.89,"Banana Bites,Chocolate,Chewy At least 95% Organic 100g",,0,800,200,1178,100+,4+
asahi,Chocolate,Japan,Yami,5.69,JAPAN MINTIA BREEZE Fresh Orange 30pc,,0,800,200,1138,100+,4+
disney,Chocolate,United States,Yami,3.2,Disney Chocolate 50g,,0,800,200,640,100+,2+
ribon,Chocolate,Japan,Yami,3.99,JAPAN  Kyoho Glucose 70G,,0,1600,400,1596,300+,2+
fujiya,Chocolate,Japan,Yami,3.3,LOOK4 Chocolate 52g,,0,1600,400,1320,300+,2+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT HIROSHIMA Maple Chocolate Flavor Wafer 10pc,,0,1600,400,6720,300+,16+
antenor,Chocolate,Japan,Yami,24.99,Grapefruit White Chocolate Christmas Limited Cookies 20pc,5,2,1200,300,7497,200+,16+
ryukakusan,Chocolate,Japan,Yami,5.18,RYUKAKUSAN Throat Refreshing Herbal Drops Mint Original Flavor 80g,,0,1600,400,2072,300+,4+
shimizu,Chocolate,Japan,Yami,14.99,Shimizu Sweets House 4 pieces 190g,,0,1600,400,5996,300+,14+
heart,Chocolate,Japan,Yami,16.99,Pui Pui Molcar Boots 87g,4,2,1600,400,6796,300+,16+
sugar butter tree,Chocolate,Japan,Yami,14.5,White Chocolate Cookie 7pc,,0,1600,400,5800,300+,14+
kit kat,Chocolate,United States,Yami,16.8,KYOSHU Strawberry Flavor Chocolate Wafer 12pc,,0,1600,400,6720,300+,16+
nestle,Chocolate,Japan,Yami,16.8,SHINSHU Red Apple Flavor Chocolate Wafer 10pc,5,1,1600,400,6720,300+,16+
royce,Chocolate,Japan,Yami,22.99,HOKKAIDO Mild Bitter Chocolate Chips 190g,5,1,1600,400,9196,300+,16+
chun guang,Chocolate,Mainland China,Yami,3.89,Sumiyaki Coffee Candy 228g,,0,1600,400,1556,300+,2+
magi planet,Chocolate,Taiwan,Yami,24.99,ASTRONOMY Valentine's day limited Chocolat 6pc,,0,1600,400,9996,300+,16+
juchheim,Chocolate,Japan,Yami,25,White Chocolate Baum 225g,,0,1600,400,10000,300+,16+
henri charpentier,Chocolate,Japan,Yami,24.9,2022 Spring Limited  Chocolate Financier 5pc,,0,1600,400,9960,300+,16+
hananoya,Chocolate,Japan,Yami,10.49,??€?Hnamatsuri Limited Edition??€?Mochi Candy Gift Bag 70g,,0,1600,400,4196,300+,10+
golden bonbon,Chocolate,Canada,Yami,1.39,Jujube Nougat Bar-Sour 40g,,0,1600,400,556,300+,Less than 2
kitami suzuki,Chocolate,Japan,Yami,19.99,Hokkaido Sweets Yubari Melon Langu De Chat Melon Taste Chocolate Cookie 10pcs,5,1,1600,400,7996,300+,16+
orihiro,Chocolate,Japan,Yami,3.99,Jelly Chocolate Flavor 6p,,0,1600,400,1596,300+,2+
fujiya,Chocolate,Japan,Yami,4.5,Look Chestnut  Chocolate 7pc,,0,1600,400,1800,300+,4+
kobayashi,Chocolate,Japan,Yami,7.99,Speed ??€???€?Breath Care Soda Mintha 30 pcs,,0,1600,400,3196,300+,6+
asahi,Chocolate,Japan,Yami,5.69,JAPAN MINTIA BREEZE Fresh Lemon 30pc,,0,800,200,1138,100+,4+
asahi,Chocolate,Japan,Yami,5.69,JAPAN MINTIA BREEZE Cool and Fresh Breath    30pc,,0,800,200,1138,100+,4+
meiji,Chocolate,Japan,Yami,4.98,JAPAN CHOCOLATE 80g Almond Filled Chocolate,,0,1600,400,1992,300+,4+
lien haw foods,Chocolate,Taiwan,Yami,18.99,Hey! Hand Made Brown Sugar 170g,,0,1600,400,7596,300+,16+
be & cheery,Chocolate,Mainland China,Yami,4.9,Popsicle marshmallow blueberry flavor gum fruit qq candy 45g,,0,800,200,980,100+,4+
royce,Chocolate,Japan,Yami,16.79,HOKKAIDO Hazel Coco Chocolate Barton Cookies 25pc,4,1,1600,400,6716,300+,16+
fongden,Chocolate,Taiwan,Yami,18.99,FAVOR DESSERTS French Almond Cranberry Nougat(ovolactin) 160g,5,3,1600,400,7596,300+,16+
belle plage,Chocolate,Japan,Yami,25,Three Flavors Mini Chocolate 9pc,,0,400,100,2500,50+,16+
dream pops,Chocolate,United States,Yami,9.99,Chocolate Lion 4 Pack Pouch,,0,800,200,1998,100+,8+
cvmallow,Chocolate,Malaysia,Yami,3.99,Moshi Grape Jam Filled Marshmallow 80g,,0,100,25,99.75,Less than 50,2+
kanro,Chocolate,Japan,Yami,2.89,MAROSH Lemon Soda fudge 50g,5,1,1600,400,1156,300+,2+
partake foods,Chocolate,United States,Yami,5.99,Soft Baked Cookies Chocolate Chip 156g,5,1,1600,400,2396,300+,4+
kobayashi,Chocolate,Japan,Yami,7.99,Chewing Breath Care Lemon Flavor Gummy 25pcs,,0,1600,400,3196,300+,6+
kobayashi,Chocolate,Japan,Yami,7.99,Chewing Breath Care Grape Flavor Gummy 25pcs,,0,1600,400,3196,300+,6+
want want,Chocolate,Taiwan,Yami,1.99,Wangzai QQ soft candy 38g BlackBerry flavor,,0,1600,400,796,300+,Less than 2
want want,Chocolate,Taiwan,Yami,1.99,Wangzai QQ soft candy 38g Strawberry flavor,,0,1600,400,796,300+,Less than 2
lotte japan,Chocolate,Japan,Yami,4.86,LOTTE Crispy Almond Chocolate 86g,,0,1600,400,1944,300+,4+
uha,Chocolate,Japan,Yami,3.59,CUCU Brown Sugar Honey Milk Candy 80g,,0,1600,400,1436,300+,2+
uha,Chocolate,Japan,Yami,4.95,JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,,0,1600,400,1980,300+,4+
uha,Chocolate,Japan,Yami,1.65,Fruit Candy Grape Flavor 48g,,0,1600,400,660,300+,Less than 2
message de rose,Chocolate,Japan,Yami,135,Valentine Chocolate 13pc,,0,1600,400,54000,300+,16+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT KYODO Grill Tea Flavor Chocolate Wafer 10pc,5,1,1600,400,6720,300+,16+
nestle,Chocolate,Japan,Yami,16.8,KIT KAT SHIZUOKA WASABI Flavor Chocolate Wafer 10pc,5,2,1600,400,6720,300+,16+
hiyoko manju,Chocolate,Japan,Yami,19.9,Strawberry Chocolate cake 5pc,,0,1600,400,7960,300+,16+
royce,Chocolate,Japan,Yami,22.22,HOKKAIDO Pure Chocolate  40pc,,0,1600,400,8888,300+,16+
ovaltine,Chocolate,Mainland China,Yami,2.39,Crunchy Pop Chocolate Malt Flakes 8g,,0,1600,400,956,300+,2+
golden bonbon,Chocolate,Canada,Yami,19.99,Honey Almond Nougat 454g,,0,1600,400,7996,300+,16+
nestle,Chocolate,Japan,Yami,11.19,Kitkat Dark Chocolate 170g,,0,1600,400,4476,300+,10+
markenburg,Chocolate,Malaysia,Yami,3.99,Marshies Marshmallow Vanilla Singles  24pcs,,0,1600,400,1596,300+,2+
gramercy new york,Chocolate,Japan,Yami,23.59,Chocolate Walnut Brownie 5pc,,0,1600,400,9436,300+,16+
asahifoods,Chocolate,Japan,Yami,5.69,MINTA Peach Candy 30pc,,0,800,200,1138,100+,4+
lien haw foods,Chocolate,Taiwan,Yami,25.64,Peanut Candy 200g,5,1,1600,400,10256,300+,16+
rico,Chocolate,Taiwan,Yami,2.39,Cola Candy 120g,,0,1600,400,956,300+,2+
lupicia,Chocolate,Japan,Yami,20,Sakura Gummy  12pc,,0,1600,400,8000,300+,16+
bourbon,Chocolate,Japan,Yami,7.49,Chocolate Chip Cookie Tin Box 312g,5,1,1600,400,2996,300+,6+
wendell estate,Chocolate,Canada,Yami,58.59,Ice Honey Creamed Pure Honey g/2.2 lbs,,0,1600,400,23436,300+,16+
kuo yuan ye,Chocolate,Taiwan,Yami,9.49,Nougat-Filled Chocolate Paste Cake 100g,,0,1600,400,3796,300+,8+
fongden,Chocolate,Taiwan,Yami,18.99,FAVOR DESSERTS Longan Nanzao Walnut Cake(Vegan / Contain Wine) 160g,3.5,2,1600,400,7596,300+,16+
royce,Chocolate,Japan,Yami,22.99,HOKKAIDO Caramel Chocolate Chips 190g,,0,1600,400,9196,300+,16+
antenor,Chocolate,Japan,Yami,21,Black Tea Chocolate Christmas Limited Cookies 20pc,,0,1200,300,6300,200+,16+
kanro,Chocolate,Japan,Yami,2.99,Pure Gummy Candy  Peach 56g,,0,1600,400,1196,300+,2+
meiji,Chocolate,Japan,Yami,4.5,MELTYKISS Premium Chocolate Mont Blanc 56g,,0,1600,400,1800,300+,4+
tirol,Chocolate,Japan,Yami,3.85,Sakura Matcha Chocolate 6pc,,0,1600,400,1540,300+,2+
imuraya,Chocolate,Japan,Yami,1.99,Chocolate Monaka Ice Cream Sandwich 5.07fz,,0,1600,400,796,300+,Less than 2
be & cheery,Chocolate,Mainland China,Yami,12.9,Lava Cookie Chocolate Flavour 105g,,0,1200,300,3870,200+,12+
morinaga,Chocolate,Japan,Yami,4.88,Salt Caramel Candy,,0,1600,400,1952,300+,4+
belle plage,Chocolate,Japan,Yami,27.8,Five Flavor Chocolate 36pc,,0,400,100,2780,50+,16+
golden bonbon,Chocolate,Canada,Yami,11.49,Crunchy Almond Nougat-Red box 200g,,0,1600,400,4596,300+,10+
a1,Chocolate,Malaysia,Yami,6.39,Chocolate Cream Wafer 150g,,0,1200,300,1917,200+,6+
a1,Chocolate,Malaysia,Yami,3.19,Chocolate Cream Wafer 50g,,0,1200,300,957,200+,2+
kanro,Chocolate,Japan,Yami,3.98,Penguin shape cute candy assorted fruit flavor hard candy 65g,,0,1600,400,1592,300+,2+
tokyo banana,Chocolate,Japan,Yami,21.5,White Chocolate Cookies 12pc,,0,1600,400,8600,300+,16+
lien haw foods,Chocolate,Taiwan,Yami,25.64,Melaleuca Crispy Roll A (Flavors: Original Sesame Chocolate) 288g,,0,1600,400,10256,300+,16+
uha,Chocolate,Japan,Yami,4.95,Lake Salt Milk Candy 75g,,0,1600,400,1980,300+,4+
uha,Chocolate,Japan,Yami,1.65,Soda Flavor Gummy 40g,,0,1600,400,660,300+,Less than 2
ching tse,Chocolate,Taiwan,Yami,23.74,Taiwan Chocolate Pinapple Cake 180g 9pcs,3,1,100,25,593.5,Less than 50,16+
kit kat,Chocolate,United States,Yami,16.5,FUJI Strawberry Cheese Cake Flavor Chocolate Wafer 8pc,5,1,1600,400,6600,300+,16+
royce,Chocolate,Japan,Yami,14.9,HOKKAIDO Limited White Chocolate Marshmallow 85g,3,1,1600,400,5960,300+,14+
tokyo campanella,Chocolate,Japan,Yami,22.5,Plain and Chocolate Baum Bar 12pc,3,1,1600,400,9000,300+,16+
royce,Chocolate,Japan,Yami,22.9,Almond Sakura Chocolate 190g,,0,1600,400,9160,300+,16+
royce,Chocolate,Japan,Yami,21.99,Strawberry Macaroons 6pc,,0,1600,400,8796,300+,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-3.75,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-3.50,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-3.25,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-3.00,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-2.75,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-2.50,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-2.25,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-2.00,,0,100,25,549.75,Less than 50,16+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-1.75,,0,100,25,549.75,Less than 50,16+
tirol,Chocolate,Japan,Yami,3.85,Red and White Strawberry Chocolate 6pc,,0,1600,400,1540,300+,2+
nin jiom,Chocolate,Hong Kong,Yami,3.99,Herbal Candy Tangerine-Lemon 20g,,0,1600,400,1596,300+,2+
nin jiom,Chocolate,Hong Kong,Yami,3.99,Herbal Candy Super Mint 20g,,0,1600,400,1596,300+,2+
cvmallow,Chocolate,Malaysia,Yami,3.99,Moshi Orange Jam Filled Marshmallow 80g,,0,100,25,99.75,Less than 50,2+
cvmallow,Chocolate,Malaysia,Yami,3.99,Moshi Strawberry Jam Filled Marshmallow 80g,,0,100,25,99.75,Less than 50,2+
durex,Chocolate,United States,Yami,7.99,Chocolate with Dots and Flavour Condom 3pcs,,0,800,200,1598,100+,6+
cocoland,Chocolate,Malaysia,Yami,6.39,MUM'S Bake Wafer Qube Chocolate Cream 100g,,0,100,25,159.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,3.19,Mint Pastille Licorice Flavor 38g,,0,1600,400,1276,300+,2+
cocoland,Chocolate,Malaysia,Yami,7.99,Scott's DHA Gummies Mix Flavour 15pcs,,0,100,25,199.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,7.99,SCOTT'S DHA Gummies Blackcurrant 15pcs,,0,100,25,199.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,7.99,SCOTT'S Blackcurrant Flavour Vitamin C Pastilles 30g,,0,100,25,199.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,6.39,SCOTT'S Peach Flavour Vitamin C Pastilles 30g,,0,100,25,159.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,6.39,SCOTT'S Mango Flavour Vitamin C Pastilles 30g,,0,100,25,159.75,Less than 50,6+
cocoland,Chocolate,Malaysia,Yami,2.39,LOT 100 Tamarind Pastilles with Vitamin C 38g,,0,1600,400,956,300+,2+
kao,Chocolate,Japan,Yami,13.99,LIESE PRETTIA Bubble Hair Dye Dark Chocolate 1set @Cosme Award No.1,,0,1600,400,5596,300+,12+
cofancy,Chocolate,Mainland China,Yami,21.99,CoFANCY Chocolate Collection Daily Colored Contacts (10pcs/box) #Berry Brown-0.00,,0,100,25,549.75,Less than 50,16+
hananoya,Chocolate,Japan,Yami,10.49,Hinamatsuri -Flower Candy Bag 70g,,0,1600,400,4196,300+,10+
golden bonbon,Chocolate,Canada,Yami,19.99,Almond Nougat-Soft Assortment 454g,,0,1600,400,7996,300+,16+
golden bonbon,Chocolate,Canada,Yami,11.49,Soft Almond Nougat-Blue box 200g,,0,1600,400,4596,300+,10+
golden bonbon,Chocolate,Canada,Yami,11.49,Soft Almond Nougat-Salty Caramel 200g,,0,1600,400,4596,300+,10+
huangfeihong,Chocolate,Mainland China,Yami,11.19,Max Lozenges 16pcs,,0,1600,400,4476,300+,10+
a1,Chocolate,Malaysia,Yami,6.39,Max Chocolate Hazelnut Cream Wafer 145g,,0,1200,300,1917,200+,6+
seattle gummy company,Chocolate,United States,Yami,36,Mocca Shots Caffein Gummies Dark Chocolate Orange Mocca Shots (12-Pack),,0,1600,400,14400,300+,16+
seattle gummy company,Chocolate,United States,Yami,36,Mocca Shots Caffein Gummies Dark Chocolate Raspberry Mocca Shots (12-Pack),,0,1600,400,14400,300+,16+
seattle gummy company,Chocolate,United States,Yami,36,Mocca Shots Caffein Gummies Dutch Chocolate Mocca Shots (12-Pack),,0,1600,400,14400,300+,16+
seattle gummy company,Chocolate,United States,Yami,36,Mocca Shots Caffein Gummies Salted Caramel Chocolate Mocca Shots (12-Pack),,0,1600,400,14400,300+,16+
seattle gummy company,Chocolate,United States,Yami,36,Mocca Shots Caffein Gummies Mint Chocolate Mocca Shots (12-Pack),,0,1600,400,14400,300+,16+
maple mania,Chocolate,Japan,Yami,33.5,Maple Chocolate cake 8pc,,0,1600,400,13400,300+,16+
huangfeihong,Chocolate,Mainland China,Yami,15.99,Kokoo 3 In 1 Chocolate Drink With Hazelnut 12pcs,,0,1600,400,6396,300+,14+
markenburg,Chocolate,Malaysia,Yami,3.99,Marshies Marshmallows Chocolate Singles 24pcs,,0,1600,400,1596,300+,2+
ego,Chocolate,Malaysia,Yami,3.99,Marshmallow Orange Jam 70g,,0,800,200,798,100+,2+
ego,Chocolate,Malaysia,Yami,3.19,Marshmallow With Chocolate Flavour Filling 100g,,0,800,200,638,100+,2+
cosmos,Chocolate,Korea,Yami,4.79,Chocolate Corn Snack 30g,,0,1600,400,1916,300+,4+
sumo's gourmet popcorn,Chocolate,Malaysia,Yami,13.59,Rich Chocolate Popcorn 200g,,0,1600,400,5436,300+,12+
happy tree 55,Chocolate,Malaysia,Yami,19.99,Taiping Hor Ka Sai Coffee Mix Chocolate Malt Non-Diary Creamer & Sugar 400g,,0,1600,400,7996,300+,16+
uha,Chocolate,Japan,Yami,4.88,Caramelized Milk + Salt Chocolate  Milk Candy 80g,,0,1600,400,1952,300+,4+
canmake,Chocolate,Japan,Yami,14.28,Perfect Multi Eyes Shadow Palette 01 Rose Chocolate 1pc,,0,1600,400,5712,300+,14+
gateau festa harada,Chocolate,Japan,Yami,19.9,Nuts Chocolate Roasted Bread 5pc,,0,1600,400,7960,300+,16+
godiva,Chocolate,Belgium,Yami,26.8,2022Valentine??€?s Day Limited Edition Chocolate Cookies 5pc,,0,1600,400,10720,300+,16+
meiji,Chocolate,Japan,Yami,5.89,MELTKISS mont Blanc Chocolate 56g,5,1,1600,400,2356,300+,4+
garden,Chocolate,Hong Kong,Yami,4.68,Lucky Candy 368g,5,4,1600,400,1872,300+,4+
morinaga,Chocolate,Japan,Yami,4.5,JAPAN MORINAKA  Chocolate 44pc,,0,1600,400,1800,300+,4+
fujiya,Chocolate,Japan,Yami,4.5,JAPAN Toffee 80g,5,1,1600,400,1800,300+,4+
nestle,Chocolate,Japan,Yami,6,JAPAN KIT KAT Strawberry Milk Chocolate wafer 11pc,3.5,2,1600,400,2400,300+,4+
nestle,Chocolate,Japan,Yami,5.9,JAPAN KIT KAT Black Cocoa Chocolate wafer 14pc,,0,1600,400,2360,300+,4+
royce,Chocolate,Japan,Yami,15.9,JAPAN HOKKAIDO MATCHA Chocolate Wafer 6pc,5,1,1600,400,6360,300+,14+
royce,Chocolate,Japan,Yami,15.9,JAPAN HOKKAIDO Hazelnut Chocolate Wafer 6pc,,0,1600,400,6360,300+,14+
royce,Chocolate,Japan,Yami,18.99,JAPAN HOKKAIDO Chocolate Champagne 20pc,5,2,1600,400,7596,300+,16+
nestle,Chocolate,Japan,Yami,6,JAPAN KIT KAT Strawberry Milk Chocolate wafer 11pc,3.5,2,1600,400,2400,300+,4+
nestle,Chocolate,Japan,Yami,5.9,JAPAN KIT KAT Black Cocoa Chocolate wafer 14pc,,0,1600,400,2360,300+,4+
royce,Chocolate,Japan,Yami,15.9,JAPAN HOKKAIDO MATCHA Chocolate Wafer 6pc,5,1,1600,400,6360,300+,14+
royce,Chocolate,Japan,Yami,15.9,JAPAN HOKKAIDO Hazelnut Chocolate Wafer 6pc,,0,1600,400,6360,300+,14+
royce,Chocolate,Japan,Yami,18.99,JAPAN HOKKAIDO Chocolate Tiramisu 20pc,5,4,1600,400,7596,300+,16+
royce,Chocolate,Japan,Yami,15.9,JAPAN HOKKAIDO Fruit Chocolate Wafer 6pc,,0,1600,400,6360,300+,14+
senjaku,Chocolate,Japan,Yami,2.88,JAPAN ICHIGO CANDY 81g,,0,1600,400,1152,300+,2+
royce,Chocolate,Japan,Yami,19.9,White Chocolate Cheese Buton Cookies 25pc,,0,1600,400,7960,300+,16+
golden bonbon,Chocolate,Canada,Yami,12.99,"Almond Nougat , Assrt Gft Box 249g",,0,1600,400,5196,300+,12+
bourbon,Chocolate,Japan,Yami,2.49,Chocolate Chip Cookie 99g,4.7,9,1600,400,996,300+,2+
bourbon,Chocolate,Japan,Yami,2.99,White Chocolate Biscuit Vanilla Flavor 55g,4.8,8,1600,400,1196,300+,2+
royce,Chocolate,Japan,Yami,18.99,JAPAN HOKKAIDO Chocolate BLACK 20pc,5,4,1600,400,7596,300+,16+
royce,Chocolate,Japan,Yami,18.99,JAPAN HOKKAIDO Chocolate Whiskey 20pc,,0,1600,400,7596,300+,16+
royce,Chocolate,Japan,Yami,18.99,JAPAN HOKKAIDO Chocolate MILK 20pc,4.6,7,1600,400,7596,300+,16+
nestle,Chocolate,Japan,Yami,5.9,JAPAN KIT KAT Matcha Chocolate wafer 12pc,4.7,3,1600,400,2360,300+,4+
yifen,Chocolate,Mainland China,Yami,4.99,LYFEN Popping Candy Mylikes Milk Chocolate 50g,,0,1600,400,1996,300+,4+
ribon,Chocolate,Japan,Yami,3.98,JAPAN UME CANDY 110g,5,1,1600,400,1592,300+,2+
popcan,Chocolate,Japan,Yami,0.99,Disney fruit soda flavor lollipop 1pcs,4.9,82,1600,400,396,300+,Less than 2
peripera,Chocolate,Korea,Yami,8,Ink Color Cara 08 Pink Chocolate 7g,,0,1600,400,3200,300+,6+
hori,Chocolate,Japan,Yami,9.9,HOKKAIDO Corn Chocolate Bars 10pc,,0,1600,400,3960,300+,8+
lotte korea,Chocolate,Korea,Yami,3.8,JAPAN LOTTE KOARA&MARCH WITH Cheese White chocolate 48g,,0,1600,400,1520,300+,2+
morozoff,Chocolate,Japan,Yami,15.5,JAPAN TOKYO CHRISTMAS CHOCOLATE 11each,4.5,2,1600,400,6200,300+,14+
morozoff,Chocolate,Japan,Yami,17.5,JAPAN TOKYO CHOCOLATE 15each,,0,1600,400,7000,300+,16+
morozoff,Chocolate,Japan,Yami,19.8,JAPAN TOKYO CHOCOLATE COOKIES 12pc,,0,1600,400,7920,300+,16+
bestore,Chocolate,Mainland China,Yami,5.99,Pineapple Slices 100g,,0,800,200,1198,100+,4+
bourbon,Chocolate,Japan,Yami,2.69,Milk Chocolate Digestive Cookie 3.56oz,4.9,75,1600,400,1076,300+,2+
bourbon,Chocolate,Japan,Yami,4.99,ELISE Rich Black and White Chocolate Wafer Rolls 44pcs 5.57oz,4.9,7,1600,400,1996,300+,4+
kabaya,Chocolate,Japan,Yami,2.85,JAPAN Strawberry 58g,5,2,1600,400,1140,300+,2+
tokyo banana,Chocolate,Japan,Yami,26,DISNEY Chocolate Cake 8pc,5,2,1600,400,10400,300+,16+
quolofune,Chocolate,Japan,Yami,26.8,JAPAN CHOCOLATE 8pc,,0,1600,400,10720,300+,16+
healthful,Chocolate,Taiwan,Yami,14.99,Wafer Roll Chocolate 400g,5,2,1600,400,5996,300+,14+
lien haw foods,Chocolate,Taiwan,Yami,31.34,JUNE 1ST Egg Roll (Chocolate) 320g,5,1,1600,400,12536,300+,16+
glico,Chocolate,Japan,Yami,2.9,JAPAN GIANT CAPLICO CHOCOLATE 34g,5,1,1600,400,1160,300+,2+
morinaga,Chocolate,Japan,Yami,3.98,Hi-chew 3 Flavor Soft Candy 94g,4,1,1600,400,1592,300+,2+
uha,Chocolate,Japan,Yami,3.5,JAPAN Milk Candy High Concentrate 8.2 Creamy Hard candies 88g,,0,1600,400,1400,300+,2+
nestle,Chocolate,Japan,Yami,5.9,JAPAN KIT KAT Strawberry Chocolate wafer 12pc,5,1,1600,400,2360,300+,4+
uha,Chocolate,Japan,Yami,1.6,Fruit Candy Cola Flavor  Limited 40g,5,1,1600,400,640,300+,Less than 2
numa,Chocolate,United States,Yami,4.49,Crispy Peanut Candy - Peanut Butter Coconut - All Natural Low Sugar High Protein - 120g,4.5,2,1600,400,1796,300+,4+
numa,Chocolate,United States,Yami,4.49,Crispy Peanut Candy - Original Peanut Butter - All Natural Low Sugar High Protein - 120g,,0,1600,400,1796,300+,4+
lien haw foods,Chocolate,Taiwan,Yami,6.64,HONEY MUSEUN Herbal Propolis Lozenger 30g,,0,1600,400,2656,300+,6+
