Product_Name,Price,Sold_Weekly,Origin,Brand,Reviews,Sold_Monthly,Weekly_Revenue,Platform,Category,Rate
"Konjac Strawberry Jelly, Frozen 11 oz",2.99,25,Taiwan,Unclear,1,100,75,Weee,Candy,Unclear
Dragonfly Jelly Cup Jar Tiger Shape 24.8 oz,10.49,25,Mainland China,Dragonfly,0,100,262,Weee,Candy,Unclear
Dragonfly Boba Tea Candy 7 oz,3.89,100,Thailand,Dragonfly,3,400,389,Weee,Candy,Unclear
JHL Sweet and Sour Tamarind Candy with Chili 7 oz,2.59,25,Vietnam,Unclear,0,100,65,Weee,Candy,Unclear
Takaoka Fresh Raw Chocolate Caramel Flavor 165 g,9.99,25,Japan,Unclear,0,100,250,Weee,Candy,Unclear
Hawaiian Host Aloha Macs Milk Chocolate 7 oz,11.29,25,United States,Hawaiian Host,2,100,282,Weee,Candy,Unclear
Maiko Matcha Chocolate Ball 4.23 oz,17.99,25,Japan,Unclear,0,100,450,Weee,Candy,Unclear
Want Want Milk Chewy 318 g,4.99,100,Mainland China,WANT WANT,0,400,499,Weee,Candy,Unclear
Palebola Tama-Roca Tamarind with Chili 1 each,6.49,25,Mexico,Unclear,0,100,162,Weee,Candy,Unclear
Gao Liang Yi Candy Mixed Flavor 500 g,5.19,100,Mainland China,Sheng Fu Ji,6,400,519,Weee,Candy,Unclear
Laojinmofang Pear Paste Lollipop 56 g,6.09,25,Mainland China,Unclear,0,100,152,Weee,Candy,Unclear
Guancha Volcano Chocolates  100 g,36.99,25,Mainland China,Unclear,4,100,925,Weee,Candy,Unclear
Gummy Candy Orange Flavor 5 Bags Per Pack 100 g,2.49,200,Mainland China,Unclear,0,800,498,Weee,Candy,Unclear
Strawberry Mallow Dates 110 g,10.99,25,United States,Unclear,18,100,275,Weee,Candy,Unclear
Mary's Bear Collection Chocolate 10Pcs 50 g,17.69,300,Japan,Unclear,1,1200,5307,Weee,Candy,Unclear
LAOJIN MOFANG Black Sesame Ball 14pcs 126 g,7.99,400,Mainland China,Unclear,41,1600,3196,Weee,Candy,Unclear
Tarami Konnyaku Jelly Drink Peach  150 g,2.49,500,Japan,Tarami,30,2000,1245,Weee,Candy,Unclear
UHA CORORO Gummi Candy - Peach 1 count,2.89,200,Japan,Unclear,8,800,578,Weee,Candy,Unclear
Meiji Gummy Choco Strawberry 81 g,3.99,300,Mainland China,Unclear,14,1200,1197,Weee,Candy,Unclear
KitKat Mini Koi Maccha 12pc 4.78 oz,8.49,200,Japan,Unclear,1,800,1698,Weee,Candy,Unclear
Tarami Mango Jelly Pouch 150 g,2.49,400,Japan,Unclear,20,1600,996,Weee,Candy,Unclear
"UHA Kororo Gummy Candy, Cola Flavor 40 g",2.99,500,Japan,Unclear,6,2000,1495,Weee,Candy,Unclear
"JiJiDou Milk Lollipop, Original Flavor 60 g",2.99,1000,Mainland China,JIJIDOU,83,4000,2990,Weee,Candy,Unclear
"Kit Kat Mini, Whole Wheat Biscuits 4.4 oz",7.99,100,Japan,KIT KAT,13,400,799,Weee,Candy,Unclear
Melting Sweet Lychee Candy 4.4 oz,2.29,50,Indonesia,Unclear,5,200,115,Weee,Candy,Unclear
Tonys Freeze Dried Whole Strawberry in Matcha Flavor  60 g,2.99,50,Mainland China,Unclear,8,200,150,Weee,Candy,Unclear
Tarami Big White Jelly Cup 5.2 oz,2.99,400,Japan,Tarami,21,1600,1196,Weee,Candy,Unclear
Kimbo Fresh Grass Jelly 1000 g,4.29,50,Taiwan,Unclear,39,200,215,Weee,Candy,Unclear
"ORIHIRO Jelly Peach, Mango, and Red Grape Flavor 6pcs 480 g",8.99,200,Japan,ORIHIRO,17,800,1798,Weee,Candy,Unclear
JiJiDou Milk Lollipop with Probiotics 60 g,2.99,700,Mainland China,JIJIDOU,78,2800,2093,Weee,Candy,Unclear
"Orihiro Jelly, Pear Flavor 6pcs 120 g",3.09,300,Japan,ORIHIRO,4,1200,927,Weee,Candy,Unclear
"Tarami Konnyaku Jelly Drink, Apple Flavor  150 g",1.49,400,Japan,Tarami,17,1600,596,Weee,Candy,Unclear
Milkita Milky Creamy Fruit Lollipop Mix 4.06 oz,2.59,50,Indonesia,Unclear,13,200,130,Weee,Candy,Unclear
"Milkita Milky Creamy Candy, Neopolitan Mix 4.23 oz",2.49,25,Indonesia,Unclear,5,100,62,Weee,Candy,Unclear
Dragonfly Mixed Fruit Flavored Pudding 6pk 27.5 oz,3.49,25,Malaysia,Dragon Fly,1,100,87,Weee,Candy,Unclear
Classic Series Guava Hard Candy 350 g,2.29,25,Mainland China,Classic Series,7,100,57,Weee,Candy,Unclear
"Clever Mama Milk Pudding, Strawberry Flavor 15 oz",5.59,25,Taiwan,Unclear,1,100,140,Weee,Candy,Unclear
"Aerbeise Candy, Strawberry Flavor 150 g",4.25,25,Mainland China,Unclear,12,100,106,Weee,Candy,Unclear
EGO Guava Fruit Candy  5.29 oz,1.99,50,Hong Kong,Unclear,7,200,100,Weee,Candy,Unclear
"Yili Milk Flakes, Orange Flavor 160 g",6.19,25,Mainland China,Unclear,8,100,155,Weee,Candy,Unclear
White Rabbit Cream Candy 150 g,4.49,25,Mainland China,Unclear,3,100,112,Weee,Candy,Unclear
"Karila Chocolate Flower with Stem, Random Color 88 g",8.99,50,Finland,Unclear,2,200,450,Weee,Candy,Unclear
Dragonfly Mini Jelly Cup Jar 56 oz,7.59,25,Malaysia,Unclear,0,100,190,Weee,Candy,Unclear
Orihiro Konnyaku Konjac Grape Jelly 6 pcs 120 g,2.99,100,Japan,ORIHIRO,38,400,299,Weee,Candy,Unclear
Trolli Sour Brite Eggs 4 oz,2.59,50,United States,Unclear,0,200,130,Weee,Candy,Unclear
Kakao Friends Impact Mango Mints 0.53 oz,4.35,50,Germany,Unclear,0,200,218,Weee,Candy,Unclear
Taiwan Dessert Black Tea Nougat 100 g,3.49,50,Taiwan,Unclear,33,200,175,Weee,Candy,Unclear
Ricoa Flat Tops 150 g,2.99,25,Philippines,Ricoa,3,100,75,Weee,Candy,Unclear
Fujiya Anpanman Lollipop  25 count,24.99,100,Japan,Unclear,2,400,2499,Weee,Candy,Unclear
