Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category
Pineapple Flavor Soda 358ml,1,2.99,3 Options,Mainland China,5,Yami,Juice
Lychee Sparkling Water 355ml,39,2.29,4 Options,United States,4.3,Yami,Juice
Yuzu Flavor Sparkling Water Original Flavor 355ml,8,3.59,4 Options,United States,5,Yami,Juice
Citron Honey Tea 550g,8,5.5,No,Taiwan,4.9,Yami,Juice
VITALON Supau Sport Drink 335ml,3,1.69,No,Taiwan,5,Yami,Juice
Sparkling Mikan Water 250ml,11,2.69,4 Options,Japan,4.4,Yami,Juice
Aloe- Coconut Soft Drink 500ml,5,1.69,6 Options,Korea,4.8,Yami,Juice
Aloe- Mango Soft Drink 500ml,11,1.69,6 Options,Korea,4.7,Yami,Juice
"Mango Sparkling Water, 335ml",18,2.29,4 Options,United States,4.6,Yami,Juice
Strawberry Sparkling Water 355g,2,0.99,6 Options,United States,4.5,Yami,Juice
Gogo No Kocha Straight Tea 500ml,3,2.49,No,Japan,5,Yami,Juice
High Dietary Fiber Sparkling Tea Mojito Flavor 330ml,6,2.49,3 Options,Mainland China,4.7,Yami,Juice
Dong Ding Oolong Tea Low Sugar  340ml,1,1.09,2 Options,Taiwan,5,Yami,Juice
High Dietary Fiber Water Coconut Flavor 410ml,5,1.74,2 Options,Mainland China,4.8,Yami,Juice
Plum Soda 225ml,1,4.49,No,Mainland China,5,Yami,Juice
Non-alcohol Chardonnay Sparkling Flavor 350ml,30,2.49,3 Options,Japan,4.8,Yami,Juice
"No.18 Black Tea  No Sugar, 490ml",0,2.89,No,Taiwan,0,Yami,Juice
Straight Black Tea No Sugar,4,3.49,No,Japan,5,Yami,Juice
Osamenthas Honey Rice Wine Soda 225ml,2,4.49,No,Mainland China,4.5,Yami,Juice
Sparkling Water Original Flavor 330ml,2,1.49,No,Mainland China,5,Yami,Juice
Soda Fruit Flavor 330ml,3,1.09,2 Options,Mainland China,4.7,Yami,Juice
Black Cherry Sparkling Water 340g,2,0.99,6 Options,United States,5,Yami,Juice
Blueberry Flavor Drink 235ml,2,1.29,8 Options,Korea,5,Yami,Juice
"Strawberry.Rose,Alk Sprg Water At least 95% Organic 500ml",2,1.89,No,United States,5,Yami,Juice
Yuzu Drink 16.9floz,0,2.99,No,Japan,0,Yami,Juice
Veggie Shot Jujitsu Yasai 898ml,0,5.99,No,Japan,0,Yami,Juice
Peach Naturally Artificially Flavored Non Carbonated Soft Drink 1.5L,8,3.29,No,Japan,4.8,Yami,Juice
Mungbean Drink 240g,2,1.29,No,Indonesia,5,Yami,Juice
Smoked Plum Sparkling Drink 230ml,0,2.49,4 Options,Mainland China,0,Yami,Juice
Yuzu Redshiso&Apple Soda,7,3.59,4 Options,United States,5,Yami,Juice
Soda Orange Flavor 280ml,0,1.99,6 Options,Mainland China,0,Yami,Juice
Unsweetened Green Tea 245ml,5,1.19,No,Japan,4.8,Yami,Juice
Soursop Flavored Drink With Nate De Coco 320ml,2,1.59,No,Thailand,4.5,Yami,Juice
Plum Tea 700ml,13,16.99,No,Korea,4.8,Yami,Juice
Sparkling Water Peach 340g,4,0.99,6 Options,United States,4.8,Yami,Juice
Black Coffee Sugar Free 275ml,6,2.49,No,Japan,4.7,Yami,Juice
Non-Alcoholic Soft Drink 335ml,20,2.49,No,Japan,4.8,Yami,Juice
ALOE Drink Mango Flavor 500ml,11,1.59,3 Options,Korea,4.8,Yami,Juice
Elderflower Rose Natural 750ml,3,7.29,No,United States,4.7,Yami,Juice
Afternoon Tea Straight Tea 500ml,16,2.99,5 Options,Japan,4.7,Yami,Juice
Starfrunit Drink 150ml,2,10.99,No,Mainland China,5,Yami,Juice
ALOE Drink Pomegranate Flavor 500ml,4,1.69,3 Options,Korea,4.2,Yami,Juice
Kyoryuchi Cider 11.83oz,1,1.29,No,Indonesia,5,Yami,Juice
Lemon Soda 350ml,6,2.19,No,Japan,4.5,Yami,Juice
Watermelon Sparkling Water 355g,1,0.99,6 Options,United States,5,Yami,Juice
Yuzu Soda White Peach,13,3.59,4 Options,United States,4.9,Yami,Juice
Jasmine Tea 287g,1,0.89,No,Indonesia,5,Yami,Juice
Juroku Cha Traditional Japanese All Natural 16 Grain And Botanical Tea (Unsweetened and Caffeine Free) 500ml,9,2.29,No,Japan,4.9,Yami,Juice
Sparkling Water Berry Flavor 310ml,10,1.69,No,Mainland China,4.8,Yami,Juice
Unsweetened Dark Green Tea 500ml,41,1.99,8 Options,Japan,4.9,Yami,Juice
VIVIT'S Peach Mix Soda Pop 450ml,7,2.29,No,Japan,4.1,Yami,Juice
Jasmine Tea Less Sugar 287g,0,1.29,No,Indonesia,0,Yami,Juice
The Meister's Fruits Tea 500ml,8,2.59,No,Japan,4.9,Yami,Juice
Sparkling Water Watermelon 340g,2,0.89,No,United States,4.5,Yami,Juice
Lychee Soda 225ml,0,4.49,No,Mainland China,0,Yami,Juice
POKKA PAPPORO Oolang Tea NO SUGAR 300ml,13,1.99,No,Unclear,4.5,Yami,Juice
"No.18 Black Tea, 490ml",2,2.89,No,Taiwan,5,Yami,Juice
Golden Barley Tea Drink 500ml,34,1.99,6 Options,Korea,4.9,Yami,Juice
Soft Drink Mango Flavor 124g,6,2.49,2 Options,Korea,5,Yami,Juice
Organic Unsweetened Green Tea 500ml,2,2.59,8 Options,Japan,5,Yami,Juice
Soda Orange Flavor 330ml,10,1.09,2 Options,Mainland China,4.8,Yami,Juice
Dong Ding Oolong Tea Sugar Free 340ml,2,1.09,2 Options,Taiwan,4.5,Yami,Juice
Orange Flavor Soda 358ml,0,2.48,3 Options,Mainland China,0,Yami,Juice
Khanh Hoa Bird's Nest Drink Can 190ml,11,1.59,No,Vietnam,4.5,Yami,Juice
Sparkling Water Passion Fruit 340g,4,0.89,No,United States,3.8,Yami,Juice
Beverage Green Tea Genmal 2L,7,4.99,No,Japan,5,Yami,Juice
Melon  Flavored Drink With Nata De COCO 320ml,7,1.69,14 Options,Thailand,3.9,Yami,Juice
BOSS Unsweetened Black Canned Coffee 185ml,8,2.49,No,Japan,5,Yami,Juice
Soda White Rabbit Flavor 280ml,0,1.99,6 Options,Mainland China,0,Yami,Juice
BOSS Coffee - Rainbow Mountain Blend 6oz,3,2.89,No,Japan,5,Yami,Juice
Coconut Flavored Drink With Nata De COCO 320ml,11,1.69,14 Options,Thailand,3.7,Yami,Juice
"Calamansi Sparkling Water, 355ml",29,2.29,4 Options,United States,4.4,Yami,Juice
Herbal Tea 310ml,4,1.29,No,Mainland China,5,Yami,Juice
High Dietary Fiber Sparkling Tea Grape and Melon Flavor 330ml,8,1.99,3 Options,Mainland China,4.9,Yami,Juice
Sparkling Water Peach Pear Sparkling 355ml,1,0.89,No,United States,5,Yami,Juice
Mineral Water 555ml,1,2.29,3 Options,United States,5,Yami,Juice
Daruma Cider10.14oz,3,2.19,No,Japan,4.7,Yami,Juice
Sparkling Ringo Water 250ml,12,2.99,4 Options,Japan,3.8,Yami,Juice
White Cream Soda 11.83oz,2,1.29,No,Japan,4,Yami,Juice
Herbal Tea 310ml,67,1.09,2 Options,Mainland China,4.8,Yami,Juice
Straight Black Tea Low Sugar,2,3.99,No,Japan,5,Yami,Juice
Black Tea With Raspberry  At least 95% Organic 355ml,1,2.29,No,United States,5,Yami,Juice
Sparkling Water Razz-Cranberry 355ml,3,0.89,No,United States,4,Yami,Juice
High Dietary Fiber Water Peach Flavor 410ml,4,1.49,2 Options,Mainland China,4.8,Yami,Juice
Roasted Green Tea Unsweetened 500ml,21,1.99,8 Options,Japan,4.9,Yami,Juice
Vietnamese Herbal Tea 330ml,3,1.29,No,Vietnam,5,Yami,Juice
Lychee Flavor Soda 358ml,1,2.99,3 Options,Mainland China,5,Yami,Juice
Peach Sparkling Drink 230ml,3,2.49,4 Options,Mainland China,4,Yami,Juice
Demitasse Coffee 4.9oz,1,1.89,No,Japan,5,Yami,Juice
Juzuo Sparkling Drink 230ml,4,2.49,4 Options,Mainland China,5,Yami,Juice
Uji Matcha Green Tea Drink 500ml,4,2.29,No,Japan,4.5,Yami,Juice
Apple Snap Pop  At least 95% Organic 355ml,0,3.19,No,United States,0,Yami,Juice
Tea O-I Ocha Houjicha 2L,5,4.89,No,Japan,5,Yami,Juice
Prebiotic Soda Classic Cola 340g,0,2.89,No,United States,0,Yami,Juice
Sparkling Water Red Wine Flavor 310ml,19,1.69,No,Mainland China,4.8,Yami,Juice
Soft Drink CC Lemon 500ml,2,3.29,No,Japan,4.5,Yami,Juice
Cassia Tora Tea 500ml,26,1.79,3 Options,Korea,4.5,Yami,Juice
Honey Green Tea 310ml,10,0.99,No,Taiwan,4.6,Yami,Juice
Collagen-Infused Water Pomegranate 500ml,2,3.49,No,United States,4,Yami,Juice
Collagen-Infused Water Grapefruit 500ml,1,3.99,No,United States,5,Yami,Juice
Green Plum Tea 500ml,4,1.99,No,Mainland China,4.8,Yami,Juice
Pear Drink 396ml,6,2.89,No,Japan,4.8,Yami,Juice
XPP Meco Cherry & Strawberry Fruit Tea 400ml,53,2.29,5 Options,Mainland China,4.8,Yami,Juice
Sakusaku Kakugiri Ringo Drink 400g,4,2.99,No,Japan,4.5,Yami,Juice
Japanese Matcha Unsweetened Green Tea 470ml USDA Organic,3,2.59,2 Options,Japan,4.7,Yami,Juice
MATCHA LOVE Sweetened Green Tea 155ml,37,1.69,4 Options,Japan,3.9,Yami,Juice
Jyurokucha Mugicha 660ml,1,3.29,No,Japan,5,Yami,Juice
Honey Pomelo Soda 225ml,1,4.49,No,Mainland China,5,Yami,Juice
Soft Drink Melon Flavor 124g,3,2.49,2 Options,Korea,5,Yami,Juice
Black Tea With Lemon 355ml,1,2.29,No,United States,5,Yami,Juice
Grape Soda 355ml,4,0.99,6 Options,United States,4.2,Yami,Juice
CICI Fruit Flavored Drink Pear 258ml,27,1.09,4 Options,Mainland China,4.6,Yami,Juice
Green Tea No Sugar No Artificial Coloring 330ml,7,1.49,No,Japan,4.6,Yami,Juice
Juices Pure Cranberry At least 95% Organic 946ml,1,13.49,No,United States,5,Yami,Juice
Soda Peach Flavor 280ml,0,1.99,6 Options,Mainland China,0,Yami,Juice
Yellow Peach Soda 225ml,2,4.49,No,Mainland China,5,Yami,Juice
POKKA Furano Lavender Tea 500ml,7,2.49,No,Japan,4.1,Yami,Juice
POKKA Tea Hojicha 300ml,6,1.79,No,Japan,4.5,Yami,Juice
Black Tea with Lemon Low Sugar,11,3.49,No,Japan,4.6,Yami,Juice
Hong San Won Plus 3 boxes per case,1,48.99,No,Korea,5,Yami,Juice
Sparkling Water Blueberry Sparkling Water 340g,2,0.99,6 Options,United States,5,Yami,Juice
Fruit Collagen Drink 300ml,3,2.99,4 Options,Mainland China,4.3,Yami,Juice
Prebiotic Soda Watermelon 340g,2,2.89,No,United States,4.5,Yami,Juice
Prebiotic Soda Orange 340g,1,3.29,No,United States,4,Yami,Juice
Malz Beverage 330ml (Limited to 5 cans),0,3.79,No,Taiwan,0,Yami,Juice
Brown Sugar & Ginger 200g,3,9.49,No,Taiwan,4.7,Yami,Juice
JAPAN TAISHO Energy Drink 100ml,1,6.8,No,Japan,5,Yami,Juice
JAPAN Turmeric Hangover Drink 100ml,1,5.15,No,Japan,5,Yami,Juice
Asparagus Drink 235ml (Limited to 5 cans),0,2.84,No,Taiwan,0,Yami,Juice
OTOKOUME Dried plums,0,3.06,No,Japan,0,Yami,Juice
PING TUNG Turmeric and Onion Drink 100ml  (Limited to 5 bottles),1,4.74,No,Taiwan,5,Yami,Juice
Beer Flavored Beverage ( Alcohol-free)  330ml (Limited to 5 cans),3,3.79,No,Taiwan,4.7,Yami,Juice
Litchi Fruit Tea 10 Bags,3,5.5,No,Japan,3.7,Yami,Juice
Orange Juice 450ml,42,1.39,No,Taiwan,4.7,Yami,Juice
Canned Coconut Juice 245ml,105,1.39,2 Options,Mainland China,4.7,Yami,Juice
Coconut Juice 1L,178,4.99,3 Options,Mainland China,5,Yami,Juice
Full Marks Microbubble Juice Grapefruit 380ml,20,1.8,2 Options,Mainland China,5,Yami,Juice
Yubaiwei Corn Juice 245ml,0,1.89,No,Mainland China,0,Yami,Juice
Chinese Plum Juice Osmanthus Flavor 300ml,4,1.89,3 Options,Mainland China,4.2,Yami,Juice
Organic Watermelon Juice 33.8fz,4,4.89,No,United States,4.5,Yami,Juice
Herbal Jelly with Litchi Juice and Honey 1265g,96,6.99,6 Options,Mainland China,4.8,Yami,Juice
Crunched Pear Juice 238ml,76,1.19,No,Korea,4.3,Yami,Juice
Hawthorn Juice 350ml,55,1.79,No,Mainland China,4.5,Yami,Juice
Rock Sugar Stewed Pear Fruit juice drink pear juice 300ml,56,1.69,No,Mainland China,4.5,Yami,Juice
Grape Juice with Real Fruit Pieces 380g,35,2.79,No,Japan,4.9,Yami,Juice
Coconut Juice 330ml,36,1.59,No,Mainland China,5,Yami,Juice
VITA Sugarcane Juice Drink 250ml 6 Pack,11,4.29,7 Options,Hong Kong,3.4,Yami,Juice
Coco Grape Juice 238ml,32,1.49,No,Korea,4.5,Yami,Juice
Roasted Coconut Juice 350ml,7,0.89,No,Thailand,4.3,Yami,Juice
Orange Juice 200ml*6,5,5.99,2 Options,Korea,5,Yami,Juice
Jeju Tangerines Juice 500ml,7,1.99,No,Korea,4.1,Yami,Juice
Apple Juice 200ml*6,6,5.99,2 Options,Korea,4.5,Yami,Juice
PANPAN Coconut Juice 500ml,3,1.69,2 Options,Mainland China,4.3,Yami,Juice
Red Guava Mixed Fruits Juice Drink 320ml,3,1.09,No,Taiwan,5,Yami,Juice
Guava Juice Drink 320ml,3,1.69,No,Unclear,3.7,Yami,Juice
Osmanthus Plum Juice 310ml,3,1.99,No,Mainland China,4.3,Yami,Juice
House Plum Juice 500ml,2,1.39,No,Mainland China,4.5,Yami,Juice
Coconut Juice Plant based Protein Drink without pulp 380ml,0,3.99,2 Options,Unclear,0,Yami,Juice
Taiwanese Peach Juice Drink 340ml,47,1.09,5 Options,Taiwan,4.4,Yami,Juice
Aomori Golden Apple Juice 1000ml,6,8.99,No,Mainland China,4.8,Yami,Juice
Icy Red Bayberry Juice,6,4.39,No,Mainland China,4.8,Yami,Juice
Taiwanese Pineapple Juice Drink 340ml,31,1.09,5 Options,Taiwan,4.6,Yami,Juice
Minute Maid Qoo Juice Apple Flavor 425ml,9,0.99,3 Options,United States,4.7,Yami,Juice
Full Marks Micro-Bubble Juice Summer Black Grape 380ml,12,3.49,No,Mainland China,4.4,Yami,Juice
Sea Buckthorn Juice 200ml,6,2.49,No,Mainland China,4.3,Yami,Juice
Chinese Plum Juice Howthom Flavor 300ml,6,1.89,3 Options,Mainland China,4.8,Yami,Juice
Pop Apple Juice Drink 480ml,18,1.99,No,Mainland China,4.7,Yami,Juice
Gokuri Grape Juice 400ml,8,2.99,No,Japan,4.5,Yami,Juice
White Peach Juice 380g,4,2.99,No,Japan,4.8,Yami,Juice
PIneapple Juice with Nata De Coco 380ml,4,2.69,No,Japan,5,Yami,Juice
TAOTI Pineapple Orange Juice Drink Carbonated 500ml,6,1.99,6 Options,Taiwan,3.8,Yami,Juice
Hawthorn Juice 350ml,0,2.09,No,Mainland China,0,Yami,Juice
Red Jujube Juice 300ml,5,1.99,No,Mainland China,3.8,Yami,Juice
Nectar Mixed Fruit Juice 195g,5,2.19,3 Options,Japan,3.2,Yami,Juice
Nectar Peach Grape Juice 195g,4,2.19,3 Options,Japan,2.5,Yami,Juice
Tropicana Orange Juice 500ml,0,2.49,No,Singapore,0,Yami,Juice
Juice Tea Lime Flavor 400ml,1,1.19,3 Options,Mainland China,5,Yami,Juice
Mixed Juice Drink 320ml,1,1.39,No,Unclear,4,Yami,Juice
Sac Sac Grape Juice 238ml,161,0.99,2 Options,Korea,4.6,Yami,Juice
TAIWAN Guava Juice Drink 320ml,51,1.29,No,Taiwan,4.7,Yami,Juice
Fruit Juice Lollipop For Healthy Teeth 25pcs,0,12.99,No,Japan,0,Yami,Juice
Coconut Juice Drink 245ml,13,1.09,No,Unclear,4.2,Yami,Juice
Lychee Juice Filled QQ Gummy 45g,3,2.29,No,Japan,5,Yami,Juice
Plum Extract Juice 500ml,4,12.99,No,Korea,4.2,Yami,Juice
BZS Coconut Juice with Multi Grain 200g  EXP:06/01/2021,73,3.69,8 Options,Mainland China,4.8,Yami,Juice
Purple Rice Juice with Coconut Milk 225g,2,4.99,No,Mainland China,4,Yami,Juice
TAISHI Coconut Juice 600ml,53,2.19,No,Mainland China,4.6,Yami,Juice
Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g+Grape Fruit 54g,0,6.58,No,Japan,0,Yami,Juice
Aomori Apple Juice 1000ml,13,7.99,No,Japan,5,Yami,Juice
Taiwanese Lychee Juice Drink 340ml,22,1.09,5 Options,Taiwan,4.6,Yami,Juice
Juice Popsicle 10pc 30oz,5,2.99,No,Mainland China,4.6,Yami,Juice
Lemon Juice Drink 345ml,7,2.29,No,Japan,5,Yami,Juice
Hawthron Juice 350ml,3,1.59,No,Mainland China,4.3,Yami,Juice
SHOUQUANZHAI Xinyuanzhai Osmanthus Plum Juice 300ml,5,1.99,No,Mainland China,3.8,Yami,Juice
Juice Tea Peach Flavor 400lml,2,1.19,3 Options,Mainland China,5,Yami,Juice
Tamarind Juice 310ml,5,1.79,2 Options,Mainland China,4,Yami,Juice
"Type Juice Collagen Gummy, Mango Flavor 56g",0,2.69,No,Japan,0,Yami,Juice
Heart-shaped Fruit Juice Collagen Jelly Grapefruit Flavor 54g,6,3.29,3 Options,Japan,4,Yami,Juice
Pikachu Juice Gummy Candy 28g,2,1.89,No,Japan,5,Yami,Juice
【Value Set】Canned Coconut Juice 245ml * 6 Pack of 6,144,7.99,2 Options,Mainland China,4.9,Yami,Juice
"Multifunctional Portable Juicer Juice Maker,  White, Old Fashion Style",2,149.99,2 Options,Mainland China,5,Yami,Juice
Hawthorn Juice Drink 350ml,107,1.49,No,Mainland China,4.7,Yami,Juice
TAOTI Mandarin Lemon Juice Drink 500ml,7,1.99,No,Taiwan,4.4,Yami,Juice
Fruit & Vegetable Juice Drinks 580ml,0,1.49,No,Mainland China,0,Yami,Juice
VITA Blackcurrant Juice 250ml Pack of 6,15,4.09,7 Options,Hong Kong,4.8,Yami,Juice
Taiwanese Mango Juice Drink 340ml,41,1.09,5 Options,Taiwan,4.6,Yami,Juice
Chinese Plum Juice Rosella Flavor 300ml,1,1.89,3 Options,Mainland China,5,Yami,Juice
Bird's Nest Lychee Juice Drink 180ml,22,4.99,4 Options,Thailand,4.1,Yami,Juice
RIBBON Grape Juice Jelly 275ml,12,2.29,No,Japan,4.3,Yami,Juice
C100 Green Tangerine Juice Water 445ml,5,1.99,3 Options,Mainland China,4,Yami,Juice
Grape Juice 500ml,7,1.49,No,Mainland China,4.9,Yami,Juice
Osmanthus Plum Juice 330ml,5,3.69,No,Mainland China,5,Yami,Juice
Apple Juice Drink with Nata De Coco 320ml,5,1.09,No,Thailand,3.4,Yami,Juice
Peach Juice Drink 320ml,6,1.69,No,Unclear,5,Yami,Juice
House Beijing Plum Juice 300ml,5,1.39,No,Mainland China,3.8,Yami,Juice
Juice Tea Orange Lemon Flavor 400ml,1,1.19,3 Options,Mainland China,5,Yami,Juice
Nectar Peach Apple Juice 195g,1,2.19,3 Options,Japan,5,Yami,Juice
INSTANT DESSERT COCONUT JUICE WITH BLACK GLUTINOUS RICE 225g,168,3.69,8 Options,Mainland China,4.7,Yami,Juice
Herbal Jelly with Pear Juice and Honey 1265g,116,5.49,6 Options,Mainland China,4.6,Yami,Juice
NITTO White Peach Fruit Juice Tea 240g,57,6.99,No,Japan,4.6,Yami,Juice
Coconut Juice With Nata Drink 245ml,46,1.19,No,Mainland China,4.6,Yami,Juice
Raw Squeezed Coconut Juice 245ml,32,1.49,No,Mainland China,4.7,Yami,Juice
Collagen Juice Jelly Peach Flavor 180g,11,3.29,4 Options,Korea,4.6,Yami,Juice
Collagen Juice Jelly Pear Flavor 180g,9,3.29,4 Options,Korea,4.7,Yami,Juice
Beijing Plum Juice Instant Drink 272g,1,3.29,No,Mainland China,5,Yami,Juice
Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g,1,3.29,3 Options,Japan,5,Yami,Juice
Vegemil Banana Soy Milk Real Banana Juice Added 190ml*16packs,0,14.99,No,Korea,0,Yami,Juice
Margaret Josefin BREATH PALETTE O Orange juice 25g,0,2.37,No,Japan,0,Yami,Juice
Smoothie Yellow 500ml,0,2.19,No,Korea,0,Yami,Juice
Hawthorn Berry Drink 358ml,3,1.39,No,Mainland China,4.7,Yami,Juice
Assorted Fruit Yogurt Drink 220ml,8,1.79,No,Japan,3.5,Yami,Juice
Hawthorn Drink 300ml,33,2.79,4 Options,Mainland China,4.8,Yami,Juice
White Peach Soda Water 330ml,170,1.39,7 Options,Mainland China,4.9,Yami,Juice
GF-Sparkling Water Grape Delight 330ml,10,1.49,7 Options,Mainland China,4.8,Yami,Juice
Mango Flavor Drink 500ml,64,1.49,No,Mainland China,4.7,Yami,Juice
Sugar Free Iced Black Tea 500ml,26,1.49,No,Mainland China,4.6,Yami,Juice
Apple Sidra Apple Soda 330ml,51,0.99,No,Taiwan,4.8,Yami,Juice
Orange Flavored Soda 330ml,153,1.69,3 Options,Mainland China,4.8,Yami,Juice
Sparkling Lycee Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice
【Editor's Pick】Sparkling Soda Mixed Flavors,4,26.99,No,Unclear,5,Yami,Juice
Sparkling Water Passion Fruit Flavor 450ml,69,1.99,No,Mainland China,4.8,Yami,Juice
Japanese Ramune Soda Green Apple Flavor 200ml,1,2.49,No,Japan,5,Yami,Juice
Hyorei Calolimit Lemon 350ml,2,2.39,3 Options,Japan,5,Yami,Juice
VITA Lime Lemon Tea 250ml,180,0.79,5 Options,Hong Kong,4.8,Yami,Juice
Jinxuan Oolong Tea 550ml,0,2.49,No,Taiwan,0,Yami,Juice
Horoyoi Sour Peach Can 3% alcohol 350ml,0,2.49,No,Japan,0,Yami,Juice
Japanese Ramune Soda Peach Flavor 200ml,0,2.49,No,Japan,0,Yami,Juice
Grass Jelly Pudding 255g,55,1.39,No,Taiwan,4.8,Yami,Juice
Giant Ramune Strawberry 400ml,0,2.69,No,Japan,0,Yami,Juice
Assam  Milk Tea Drink 450ml,151,1.79,No,Taiwan,4.9,Yami,Juice
Arbutus Drink 300ml,15,2.79,4 Options,Mainland China,4.6,Yami,Juice
Baked Yellow Tea Milk Tea 280ml,8,3.29,No,Mainland China,4.6,Yami,Juice
Milkis Melon Flavor 250ml,89,1.09,6 Options,Korea,4.7,Yami,Juice
Juicy Lemon Tea Drink 500ml,2,2.49,No,Taiwan,4.5,Yami,Juice
Sugar Free Aloe Drink 1.5l,0,3.49,No,Korea,0,Yami,Juice
Mango Creamy Soda 490ml,18,2.29,2 Options,Japan,4.8,Yami,Juice
Rice Drink(Rice Punch with Pulp) 2L,1,5.99,No,Korea,4,Yami,Juice
Wasabi Gingerale Soda 8.11oz,0,2.89,No,Japan,0,Yami,Juice
Korean Traditional Rice Drink 238ml,53,0.89,No,Korea,4.5,Yami,Juice
Horoyoi White Sour Can 3% Alcohol 350ml,0,2.49,No,Japan,0,Yami,Juice
Kagome 100 Care+ Berry Cherry Mix 195g,0,1.79,No,Japan,0,Yami,Juice
Fresh Coconut Water 1L,0,4.59,No,Mainland China,0,Yami,Juice
Mango Soda 300ml,79,2.89,5 Options,Japan,4.4,Yami,Juice
White Peach Soda 300ml,305,2.49,5 Options,Japan,4.7,Yami,Juice
Gun-Gun-Gurt Yogurt Drink 500ml,21,2.19,No,Japan,5,Yami,Juice
White Peach Flavor Soda 335ml,35,1.39,No,Mainland China,4.8,Yami,Juice
Aloe Drink-Pomegranate 1.5L,0,3.49,No,Korea,0,Yami,Juice
Sparkling Water Lemon-Lime Sparkling Water 340g,0,0.69,No,United States,0,Yami,Juice
Ginger Honey Tea 550g,0,4.99,No,Taiwan,0,Yami,Juice
Lychee Flavored Drink With Nata De COCO 320ml,46,1.49,14 Options,Thailand,4.7,Yami,Juice
Ramune Soda Cantaloupe Flavor 200ml,14,1.99,3 Options,Japan,4.8,Yami,Juice
Watermelon Flavor Soda 335ml,45,1.39,No,Mainland China,4.8,Yami,Juice
Ramune Soda Strawberry Flavor 200ml,24,1.69,No,Japan,4.8,Yami,Juice
Sparkling Water Grape Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice
Aquarius Sports Drink 950ml,0,3.69,No,United States,0,Yami,Juice
Corn Silk Tea Drink 500ml,104,2.69,6 Options,Korea,4.6,Yami,Juice
COCA COLA Irohasu Transparent Japanese Peach Flavor Water  555ml,21,2.49,5 Options,Japan,4.8,Yami,Juice
Mango Naturally  Artificially Flavored Non Carbonated Soft Drink 1L,6,2.93,No,Japan,5,Yami,Juice
Kaman Orange Soda Sparkling Water Can 330ml,63,1.39,7 Options,Mainland China,4.7,Yami,Juice
Strawberry Flavored Drink With Nata De COCO 320ml,11,1.19,14 Options,Thailand,4.6,Yami,Juice
VITA Apple & Jasmine Tea 250ml,261,0.79,2 Options,Hong Kong,4.6,Yami,Juice
Kaman Orange Soda Sparkling Water Canned 330ml*6 Cans,14,7.99,2 Options,Mainland China,4.9,Yami,Juice
Sparkling Water Honey Pomelo Flavor 450ml,60,1.99,No,Mainland China,4.7,Yami,Juice
White-gourd Drink 310ml,28,0.99,No,Taiwan,4.6,Yami,Juice
CICI Fruit Flavored Drink Grape 258ml,47,1.19,4 Options,Mainland China,4.6,Yami,Juice
Soft Drink Natchan Apple 425ml,5,2.29,2 Options,Japan,4.8,Yami,Juice
Baked Oolong Milk Tea 280ml,17,3.29,No,Mainland China,4.5,Yami,Juice
Tangerine Flavored Soda 248ml,295,1.99,3 Options,Mainland China,4.8,Yami,Juice
Welch's Muscat Sparkling 430ml,3,2.29,No,Japan,5,Yami,Juice
Calpis Grape Flavor 500ml,4,2.49,No,Japan,4.8,Yami,Juice
Soft Drink Natchan Grape 425ml,3,2.29,No,Japan,5,Yami,Juice
Oolong Tea 525ml,6,2.99,5 Options,Japan,5,Yami,Juice
Sugar-free 0 Calories 0 Fat Pure Tea Oolong Tea,6,2.09,No,Mainland China,5,Yami,Juice
Osmanthus Plum Drink 300ml,33,2.29,2 Options,Mainland China,4.4,Yami,Juice
Mango Flavored Drink With Nata De COCO 320ml,25,1.49,14 Options,Thailand,4.6,Yami,Juice
Lemonade Elderflower & Rose 100% Organic 250ml,6,3.59,No,United States,4.7,Yami,Juice
Refresh Orange Tea 430ml,10,2.49,No,Japan,4.6,Yami,Juice
Baked Black Milk Tea 280ml,11,3.29,No,Mainland China,4.4,Yami,Juice
Cucumber Soda Water 500ml,259,2.09,9 Options,Mainland China,4.6,Yami,Juice
Almond Drink 250ml,105,1.29,No,Mainland China,4.4,Yami,Juice
Morning Rice Drink 500ml,65,2.19,No,Korea,4.6,Yami,Juice
BOSS Premium Black Coffee 390ml,11,2.39,No,Japan,4.7,Yami,Juice
Sugar Free Rice Oolong Tea 500ml,169,1.99,4 Options,Mainland China,4.6,Yami,Juice
NECTAR Flesh White Peach Drink 380ml,82,2.69,No,Japan,4.7,Yami,Juice
VITA Lime Lemon Tea 250ml Pack of 6,38,4.09,5 Options,Hong Kong,4.8,Yami,Juice
Sparkling Water Mango*3+Lychee*3+Calamansi*3,4,18.99,4 Options,United States,5,Yami,Juice
Apple Drinks 235ml,2,1.29,8 Options,Korea,5,Yami,Juice
MengNiu ZhenGuoLi Yogurt Peach and Raspberry Flavor 240g,108,2.39,2 Options,Mainland China,4.9,Yami,Juice
Cherry Blossom Coke Limited Edition 250ml,65,2.99,2 Options,United States,4.7,Yami,Juice
WONGLOKAT Black Herbal Tea 310ml,83,1.69,2 Options,Mainland China,4.7,Yami,Juice
