Product_Name,Brand,Reviews,Price,Origin,Rate,Platform,Category
Sweet Potato Chips 240g,Mama Wu,0,9.89,Taiwan,5,Yami,Noodle
Chips King Trumpet Mushroom 40g,SHIRAKIKU,0,3.99,Japan,4.7,Yami,Noodle
JagaRico Potato Stick Hokkaido Butter Flavor 58g,CALBEE,0,2.09,Japan,4.6,Yami,Noodle
JagaRico Potato Stick Original Flavor 60g,CALBEE,0,2.09,Japan,4.7,Yami,Noodle
Snack Crispy Ramen Garlic Flavor 70g,BABYSTAR,0,1.79,Japan,4.7,Yami,Noodle
Snack Crispy Ramen Spicy 70g,BABYSTAR,0,1.79,Japan,4.9,Yami,Noodle
CROWN Corn Chip Family Pack  248g,NATURAL STORY,0,6.49,Korea,4.7,Yami,Noodle
Yam Chips Cucumber Flavor 80g,Lay's,0,2.89,Mainland China,4.8,Yami,Noodle
Baked Shrimp Flavored Chips 28g,CALBEE,0,0.59,Japan,4.9,Yami,Noodle
SAMXIINGZH Sanko Jukusei Salad 20pcs,SANXINGZHIGUO,0,3.29,Japan,0,Yami,Noodle
Potato Chips Honey Butter 80g,CALBEE,0,2.49,Japan,4.7,Yami,Noodle
Potato Chips Pure Spicy Flavor 145g,Lay's,7,5.29,Mainland China,3.7,Yami,Noodle
Green Pea Snack Crisps Wasabi Ranch 94g,HARVEST SNAPS,1,2.29,United States,5,Yami,Noodle
Green Pea Snack Crisps Black Pepper,HARVEST SNAPS,1,2.29,United States,4,Yami,Noodle
Oden Set 432g,KIBUN,3,7.99,Japan,5,Yami,Noodle
【Frozen】Cuttlefish Ball 300g,CHUANGXIANJIA,12,6.99,Mainland China,4.8,Yami,Noodle
Potato Strips Cheese Flavor 75g,KOIKEYA,0,2.29,Japan,4.8,Yami,Noodle
Mori-Nu No Preservatives Silken Tofu Extra Firm 349g,MORINAGA,0,1.59,Japan,4.8,Yami,Noodle
Shrimp Cracker Seaweed Flavor 80g,CHINCHIN,0,1.99,Taiwan,4,Yami,Noodle
Cheese Sticks 80g,OISHI,0,2.29,Mainland China,5,Yami,Noodle
Potato Chips Salt and Seaweed Mega Size 200g,CALBEE,0,4.99,Japan,5,Yami,Noodle
Konjac Noodles 380g,YUQUAN,0,1.99,Mainland China,4.8,Yami,Noodle
Onion Rings 140g,CALBEE,0,4.29,Japan,4.8,Yami,Noodle
Yopokki Shaped Snack Hot & Spicy 50g,Youngpoong,0,1.69,Korea,4.8,Yami,Noodle
Snack Wide Ramen Spicy Big Pack 165g,BABYSTAR,0,4.79,Japan,4.5,Yami,Noodle
Snack Wide Ramen Chicken 75g,BABYSTAR,0,2.09,Japan,4.1,Yami,Noodle
Snack crispy Ramen Chicken FLavor 75g,BABYSTAR,0,1.79,Japan,4.8,Yami,Noodle
Yamazaki Zeitaku Potato Cheese Chips 2.11oz,YBC,0,1.25,Japan,4.4,Yami,Noodle
Honey Butter Chip Value Pack 120g,HAITAI,0,4.29,Korea,4.8,Yami,Noodle
GGE Hot Chili Flavor Wheat Cracker 80g,WEILIH,0,1.89,Taiwan,4.7,Yami,Noodle
WANTWANT Rice Snack Original Flavor  70g,WANT WANT,0,1.89,Taiwan,4.6,Yami,Noodle
Corn Flavor Cracker 60g,KOIKEYA,15,2.69,Japan,4.8,Yami,Noodle
【Frozen】Cuttlefish Tempura 300g,CHUANGXIANJIA,0,5.99,Mainland China,0,Yami,Noodle
Potato Chips BBQ Flavor 80g,OISHI,2,2.69,Mainland China,4.5,Yami,Noodle
Natural Farm Rice Crackers 60g,WANT WANT,50,1.29,Taiwan,4.6,Yami,Noodle
Rice Cracker 70g,MIZUHO,7,1.69,Japan,4.4,Yami,Noodle
Exotic Vegetable Chips Mediterranean Exotic Veg Chips,TERRA CHIPS,1,7.49,United States,5,Yami,Noodle
Pita Chips Parmesan Garlic Herb 7.33oz,STACY`S,1,3.59,United States,3,Yami,Noodle
Jalapeno Cassava Chips 84g,JANS,15,2.19,Indonesia,4.1,Yami,Noodle
Salty Seaweed Chips 54g,KOIKEYA,8,2.49,Japan,4,Yami,Noodle
【Value Pack】Honey Butter Chips 30g*12pc,HAITAI,0,14.99,Korea,4.9,Yami,Noodle
ONION RINGS SMALL 70g,CALBEE,0,2.29,Japan,4.8,Yami,Noodle
Puffed Rice Caramel Flavor 100g,CAPTAIN DANNY,0,5.49,Taiwan,4.8,Yami,Noodle
Snack Wide Ramen Spicy 70g,BABYSTAR,0,2.09,Japan,4.3,Yami,Noodle
Puffed Black Bean Rice Cake125g,NONGHYUP,0,3.69,Korea,4.5,Yami,Noodle
Honey Butter Chip Fromage Blanc 120g,HAITAI,0,3.99,Korea,4.8,Yami,Noodle
Bin Bin Rice Cracker 106g,NAMCHOW,0,1.29,Mainland China,4.8,Yami,Noodle
Baked Potato Slim Large 240g,HAITAI,0,4.49,Korea,4.7,Yami,Noodle
Potato Chips Sweet Spicy Flavor 50g,OISHI,0,2.29,Mainland China,4.7,Yami,Noodle
Kkobug Chips Corn Soup Flavor 160g,ORION,0,4.39,Korea,5,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pokkuru 10pc,CALBEE,75,14,Japan,5,Yami,Noodle
2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,Lay's,0,6.39,Mainland China,0,Yami,Noodle
Sakura Matcha Cracker Rolls 48g,GLICO,0,4.8,Japan,0,Yami,Noodle
Asam Fish Flavour Potato Chips 60g,JACK'N JILL,0,5.59,Philippine,0,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,CALBEE,0,1.35,Japan,0,Yami,Noodle
Extreme Hot Chicken Zzaldduk Snack 80g,SAMYANG,0,5.59,Korea,0,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pirika 1bag,CALBEE,0,1.38,Japan,0,Yami,Noodle
Lobster Potato Stick 72g,Master Master,0,6.39,Japan,0,Yami,Noodle
Spicy Chicken Flavoured Snack 37g,COSMOS,0,4.79,Korea,0,Yami,Noodle
Shell Shaped Snack 62g,COSMOS,0,5.59,Korea,0,Yami,Noodle
Sweet Potato Shaped Snack 60g,COSMOS,0,5.59,Korea,0,Yami,Noodle
Fish Crackers Spicy Cheese and Onion 50g,COCOLAND,0,5.59,Malaysia,0,Yami,Noodle
3 Years Aged Habanero Kanzuri Rice Cracker 38g,TOHATO,0,6.39,Japan,0,Yami,Noodle
Pokemon Noodles Sea Food 38g,SAPPORO ICHIBAN,1,3,Japan,5,Yami,Noodle
Chocolate Rice Cracker 40g,Sugar Butter Tree,0,4.5,Japan,0,Yami,Noodle
Fish Crackers Spicy Mala 50g,COCOLAND,0,5.59,Malaysia,0,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,CALBEE,1,1.66,Japan,5,Yami,Noodle
Limited Production Imo Komachi Fries 8pc,CALBEE,7,15.99,Japan,4.1,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pirika 1pc,CALBEE,1,1.66,Japan,5,Yami,Noodle
Rice Crackers With Anchovy 1years old+ 4pack,WAKODO,0,7.99,Japan,0,Yami,Noodle
JAPAN DIY JYAZU  SYOYU Popcorn 67g,MARUJYO,0,5.9,Japan,0,Yami,Noodle
Cheese Rice crackers  12pc,KAMEDA,0,6.5,Japan,0,Yami,Noodle
Spicy Soy Rice Crackers 80g,ECHIGO SEIKA,0,3.5,Japan,0,Yami,Noodle
Spicy Buldak Snacks Limited Edition 90g,CORNTOZ,0,6.39,Malaysia,0,Yami,Noodle
Essence Potato Chips 4pc,CALBEE,0,15.99,Japan,0,Yami,Noodle
Seaweed Chips 4pc,CALBEE,2,15.99,Japan,5,Yami,Noodle
HOKKAIDO Original Chocolate Chips 190g,ROYCE,3,22.99,Japan,4.7,Yami,Noodle
Salted Egg Yolk Crinkle Cut Chips 100g,KL Kantin lab,0,13.59,Malaysia,0,Yami,Noodle
Kettle Chips Classic Original Limited Edition 65g,WISE Cottage Fries,0,3.99,Malaysia,0,Yami,Noodle
Brown Rice Snack Spicy Barbecue Flavour 50g,Grain Mii,0,6.39,Thailand,0,Yami,Noodle
JAGARIKO Yuzikosyo 38g,CALBEE,0,3.5,Japan,0,Yami,Noodle
JAPAN HANABATAKEBOKUJO Cheese Popcorn 100g,HOKKAIDO,0,10.9,Japan,5,Yami,Noodle
ORIENTAL Rota Potato Chips 70g,ORIENTAL (MALAYSIA),0,4.79,Malaysia,0,Yami,Noodle
ORIENTAL Cheese Balls Snack 60g,ORIENTAL (MALAYSIA),0,4.79,Malaysia,0,Yami,Noodle
ORIENTAL Chicken Ring 60g,ORIENTAL (MALAYSIA),0,4.79,Malaysia,0,Yami,Noodle
Vegetable Snack 60g,MIAOW MIAOW,0,5.59,Malaysia,0,Yami,Noodle
Hot & Spicy Flavoured Prawn Crackers 60g,MIAOW MIAOW,0,6.39,Malaysia,0,Yami,Noodle
Jigs Potato Crisps BBQ Flavour 65g,JACK'N JILL,0,4.79,Philippine,0,Yami,Noodle
MISTER POTATO BBQ Flavor Potato Crisps 150g,MAMEE CHEF,0,4.79,Malaysia,0,Yami,Noodle
TWISTIES CHACHO'S Cheesy Cheese 70g,MONDELEZ,0,7.19,Japan,0,Yami,Noodle
TWISTIES Chili Cheese On Fire 65g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
TWISTIES Kaboom BBQ Curry Flavor 65g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
JACK N JILL Calbee Classic Salted Potato Chips 60g,JACK'N JILL,0,6.39,Philippine,0,Yami,Noodle
JACK N JILL Calbee Flamin Chilli Flavoured Potato Chips 60g,JACK'N JILL,0,6.39,Philippine,0,Yami,Noodle
Thai Banana Chips 50g,BESTORE,0,3.99,Mainland China,0,Yami,Noodle
KIM Mini Hot And Spicy Potato Stick 80g,MASTER,0,6.39,Taiwan,4,Yami,Noodle
ROLLER COASTER BBQ Flavoured Potato Rings 60g,JACK'N JILL,0,5.59,Philippine,5,Yami,Noodle
TAKUMI Kappa Ebisen 15pc,CALBEE,3,18,Japan,4.3,Yami,Noodle
Zidi Potato Chips BBQ Flavor 100g,Sunway Snack,3,3.25,United States,4.7,Yami,Noodle
Honey Butter Chips 60g,HAITAI,1,2.99,Korea,5,Yami,Noodle
Brown Sugar Sweet Potato Crisp 140g,Liancheng,2,7.59,Taiwan,5,Yami,Noodle
Honey Flavored Twist Snack 75g,NONGSHIM,0,3.99,Korea,0,Yami,Noodle
Potato Chips Scallop Butter Garlic Flavour 48g,Lay's,0,5.59,Mainland China,0,Yami,Noodle
Mayonnaise Mentaiko Rice crackers 40g,AMEYASAN,1,2.99,Japan,5,Yami,Noodle
Potato Chips Hot and Spicy Seaweed Flavor 97g,Pringles,0,6.39,Japan,0,Yami,Noodle
JAPAN DIY JYAZU  Butter Popcorn 67g,MARUJYO,1,5.9,Japan,5,Yami,Noodle
Mayonnaise Bacon Rice crackers 40g,AMEYASAN,0,2.99,Japan,0,Yami,Noodle
French Fries HONEY SALT AND BUTTER 60g,AND EHT FRIET,0,7.9,Japan,0,Yami,Noodle
Mayonnaise Rice crackers 40g,AMEYASAN,0,2.99,Japan,0,Yami,Noodle
Mayonnaise Curry Rice crackers 40g,AMEYASAN,0,2.99,Japan,0,Yami,Noodle
AMAEBI Rice crackers 6bags,AMEYASAN,0,4.5,Japan,0,Yami,Noodle
French Fries ANCHOVY AND GARLIC 60g,AND EHT FRIET,1,7.99,Japan,3,Yami,Noodle
Black Pepper Cheese Flavor Potato Chips 147g,Pringles,0,6.39,Japan,0,Yami,Noodle
Black Truffle Potato Chips 160g,Mychef‘s,0,7.19,Malaysia,0,Yami,Noodle
East Port Dried Golden Shrimp Cracker 150g,LIEN HAW FOODS,1,9.49,Taiwan,5,Yami,Noodle
Sweet Shrimp Rice Cracker 72g,KAMEDA,2,6.5,Japan,5,Yami,Noodle
Prawn Crackers Barbecue Flavor 25g,BESTORE,0,3.99,Mainland China,0,Yami,Noodle
French Fries CHEDDAR CHEESE 60g,AND EHT FRIET,0,7.99,Japan,0,Yami,Noodle
Bruschette Chips Tomato Olives & Oregano 70g,KOPIKO,0,6.39,Indonesia,0,Yami,Noodle
Chocolate Corn Snack 30g,COSMOS,0,4.79,Korea,0,Yami,Noodle
Spicy Corn Chip 34g,COSMOS,0,4.79,Korea,0,Yami,Noodle
Classic Pop Corn Durian Flavoured Cracker 60g,KOPIKO,0,6.39,Indonesia,0,Yami,Noodle
Bruschette Chips Mediterranean Vegetables Flavour 70g,KOPIKO,0,6.39,Indonesia,0,Yami,Noodle
Chili Cheese Flavoured Prawn Crackers 70g,BIKA,0,3.99,Malaysia,0,Yami,Noodle
Jigs Potato Crisps Sambal Udang Flavour 60g,JACK'N JILL,0,4.79,Philippine,0,Yami,Noodle
Bean Bean Muruku Snack Original 60g,SNEK KU,0,3.99,Malaysia,0,Yami,Noodle
TAINAN ONLY Cheng Gong Potato Chips (Cadina - Salt Flavor) 82g,LIEN HAW FOODS,0,6.64,Taiwan,0,Yami,Noodle
TAINAN ONLY Grand Matsu Pea Crackers (Koloko - Salted Flavor),LIEN HAW FOODS,0,6.64,Taiwan,0,Yami,Noodle
Jigs Cheesy Cheese Flavour Potato Chips 70g,JACK'N JILL,0,4.79,Philippine,0,Yami,Noodle
JAPAN CHIPSTAR POTATO CHIPS Consomme 50g,YBC,0,3.99,Japan,0,Yami,Noodle
eternal rose flower snack box,Roseonly,0,159,Mainland China,0,Yami,Noodle
MISTER POTATO Honey Cheese Flavor 150g,MAMEE CHEF,0,4.79,Malaysia,0,Yami,Noodle
TWISTIES Cherry Tomato Bomb 160g,MONDELEZ,0,7.99,Japan,0,Yami,Noodle
Corn Cheese Flavor Banana Chips 45g,HOM,0,2,Thailand,0,Yami,Noodle
Sour Cream & Onion Flavor Banana Chips 45g,HOM,0,2,Thailand,0,Yami,Noodle
Sapporo Grilled Corn 6 bags,YOSHIMI,0,12.5,Japan,5,Yami,Noodle
Corn Cheese Flavor Banana Chips 45g,HOM,0,2,Thailand,0,Yami,Noodle
Sour Cream & Onion Flavor Banana Chips 45g,HOM,0,2,Thailand,0,Yami,Noodle
Sapporo Grilled Corn 6 bags,YOSHIMI,0,12.5,Japan,5,Yami,Noodle
Herbal Tea Eggs Flavoured Chips 60g,MIAOW MIAOW,0,6.39,Malaysia,0,Yami,Noodle
Fragrant Brittle Fries Honey Butter Flavor 20g,CUISHENGSHENG,0,1.39,Mainland China,0,Yami,Noodle
Zidi Potato Chips Seaweed Flavor 100g,Sunway Snack,4,3.25,United States,5,Yami,Noodle
Icy Lemon Snacks Limited Edition 90g,CORNTOZ,0,6.39,Malaysia,0,Yami,Noodle
French Fries BlackTruffle 60g,AND EHT FRIET,0,7.9,Japan,0,Yami,Noodle
Bruschette Chips Slow Roasted Garlic Flavour 70g,KOPIKO,0,6.39,Indonesia,0,Yami,Noodle
Hotz & Spicy Snacks 50g,CORNTOZ,0,4.79,Malaysia,0,Yami,Noodle
Twist snack 55g,COSMOS,0,5.59,Korea,0,Yami,Noodle
Tapioca Crisp (With Chilli) Croquant Tapioca 50g,MIAOW MIAOW,0,4.79,Malaysia,0,Yami,Noodle
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,MAMEE CHEF,0,5.99,Malaysia,0,Yami,Noodle
JAPAN KIRARA Cheese Gome Okashi 38g,DABANJINGGUO,0,3.98,Japan,0,Yami,Noodle
Twisties Spicy Seaweed Splash 60g,MONDELEZ,0,4.99,Japan,0,Yami,Noodle
Chicken Edition Potato Chips 68g,CHITATO,0,3.99,Malaysia,0,Yami,Noodle
Corn Curls BBQ Flavor 80g,JACK'N JILL,0,5.59,Philippine,0,Yami,Noodle
Cheese Edition Potato Chips 68g,CHITATO,0,3.99,Malaysia,0,Yami,Noodle
TOKYO BANANA Japanese Pepper Miso Chips 4pc,CALBEE,0,14.5,Japan,5,Yami,Noodle
TOKYO BANANA Katsuo Kombu Dashi Chips 4pc,CALBEE,0,14.5,Japan,0,Yami,Noodle
JAPAN JAGARIKO French fries 58g,CALBEE,0,3.5,Japan,5,Yami,Noodle
MAMEE CHEF MISTER POTATO Sweet Potato Sweet Corn Flavor Potato Crisps 130g,Pringles,0,4.79,Japan,0,Yami,Noodle
MISTER POTATO Yay-Yers Cheezy Wheezy 60g,MAMEE CHEF,0,5.59,Malaysia,0,Yami,Noodle
TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 185g,MONDELEZ,0,8.79,Japan,0,Yami,Noodle
TWISTIES CHACHO'S Tortilla Corn Chips BBQ Bonanza 185g,MONDELEZ,0,8.79,Japan,0,Yami,Noodle
TWISTIES CHACHO'S Tortilla Corn Chips Spicy Curry 70g,MONDELEZ,0,7.19,Japan,0,Yami,Noodle
TWISTIES Roast Chicken Dance Flavor 160g,MONDELEZ,0,7.99,Japan,0,Yami,Noodle
Banana Chip Japanese Seaweed Favor 45g,HOM,0,2,Thailand,0,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pirika 10pc,CALBEE,0,16.8,Japan,5,Yami,Noodle
Halloween Special Gift,OISHI,0,88.88,Mainland China,0,Yami,Noodle
KIM Potato Stick Salted Flavour 80g,MASTER,0,6.39,Taiwan,4,Yami,Noodle
ORIENTAL Green Pea Snack 60g,ORIENTAL (MALAYSIA),0,6.39,Malaysia,0,Yami,Noodle
JACK' N JILL ROLLER COASTER Potato Rings Cheese Flavour 60g,JACK'N JILL,0,5.59,Philippine,5,Yami,Noodle
Tam Tam Crab Flavoured Snack 30g,SNEK KU,0,0.71,Malaysia,0,Yami,Noodle
Sapporo Grilled Corn 6 bags,YOSHIMI,0,9,Japan,4.8,Yami,Noodle
Dried Sakura Shrimp 150g,LIEN HAW FOODS,1,9.49,Taiwan,5,Yami,Noodle
KARCIE Donut DIY 4pc,Kracie,0,7.5,Japan,0,Yami,Noodle
Opala Chocolate Potato Chips Snacks 100g,OISHI,0,4.79,Mainland China,0,Yami,Noodle
HOKKAIDO Mild Bitter Chocolate Chips 190g,ROYCE,1,22.99,Japan,5,Yami,Noodle
Kameda Kaki's Tane Ume Shiso 57g,KAMEDA,0,4.97,Japan,0,Yami,Noodle
HOKKAIDO Sea Salt Chips 6pc,CALBEE,3,18.99,Japan,5,Yami,Noodle
Twisties Kaya Butter Toast Flavoured Corn Snacks 60g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
HOKKAIDO Caramel Chocolate Chips 190g,ROYCE,0,22.99,Japan,0,Yami,Noodle
Jaga Pirika Hokkaido Premium Potato 10packs,CALBEE,5,16.99,Japan,3.6,Yami,Noodle
Smoky BBQZ Snacks 50g,HUANGFEIHONG,0,4.79,Mainland China,0,Yami,Noodle
Potato Crisps Cheese Flavour 160g,Mychef‘s,0,6.39,Malaysia,0,Yami,Noodle
Satay Flavour Potato Stick 72g,Master Master,0,5.59,Japan,0,Yami,Noodle
Prawn Crackers Original Flavor 7g,OISHI,0,0.22,Mainland China,0,Yami,Noodle
Cheexy Savoury 50g,MIAOW MIAOW,0,4.79,Malaysia,0,Yami,Noodle
Sweet Potato Fries 80g,TTL Taiwan,0,9.49,Taiwan,5,Yami,Noodle
Original Edition Potato Chips 68g,CHITATO,0,3.99,Malaysia,0,Yami,Noodle
JAPAN HANABATAKEBOKUJO CARAMEL Popcorn 100g,HOKKAIDO,0,10.9,Japan,0,Yami,Noodle
TOKYO BANANA Shellfish Aosa Chips 4pc,CALBEE,0,14.5,Japan,5,Yami,Noodle
MAMEE CHEF MISTER POTATO Tomato Flavor Potato Crisps 150g,Pringles,0,4.79,Japan,0,Yami,Noodle
TWISTIES Cheeky Cheddar Cheese 65g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
TWISTIES Sawadee Thai Sweet Chili Flavor 65g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
TWISTIES Cherry Tomato Bomb 65g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
TWISTIES Roast Chicken 60g,MONDELEZ,0,6.39,Japan,0,Yami,Noodle
JACK N JILL Calbee Smoky BBQ Potato Chips 60g,JACK'N JILL,0,6.39,Philippine,0,Yami,Noodle
Smoked Flavoured Chips 60g,MIAOW MIAOW,0,5.59,Malaysia,0,Yami,Noodle
[Mainland China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,aishang,0,1.5,Mainland China,5,Yami,Noodle
Hokkaido Fries Potato Chips 10 x 18g,CALBEE,0,29.99,Japan,0,Yami,Noodle
French fries sticks spicy crayfish flavor fries snacks 100g,BE & CHEERY,0,4.9,Mainland China,0,Yami,Noodle
Fries Sticks Spicy Fries Fries Snacks 100g,BE & CHEERY,0,4.9,Mainland China,0,Yami,Noodle
Chicken Flavoured Crackers 60g,MIAOW MIAOW,0,6.39,Malaysia,0,Yami,Noodle
Crackers Cuttlefish Flavour 60g,MIAOW MIAOW,0,6.39,Malaysia,0,Yami,Noodle
HOKKAIDO Potato Farm Pea Chips 6pc,CALBEE,0,14.99,Japan,0,Yami,Noodle
Jaga Pirika Hokkaido Premium Potato 10pc,CALBEE,0,16.5,Japan,4.5,Yami,Noodle
Sweet Potato Crisp 140g,Liancheng,18,7.59,Taiwan,4.7,Yami,Noodle
Theokbokki Topokki Sweet & Spicy Rice Cake Snack 57g,COSMOS,0,5.59,Korea,0,Yami,Noodle
Japanese yaki bean refreshing snack 39g,GINBIS,0,2.99,Japan,0,Yami,Noodle
Potato Chips Crispy Roasted Seaweed Flavor 97g,Pringles,0,6.39,Japan,0,Yami,Noodle
Creamy Milk Tea Wafer Roll 96g 6pcs(Shelf life:2022/5/8),LIEN HAW FOODS,0,8.99,Taiwan,0,Yami,Noodle
Crispy Sweet Potato 30g,Top Dry,6,4.74,Taiwan,4.7,Yami,Noodle
TEAN'S COURMET Crispy Anchovy Chili 240g,Pringles,0,7.99,Japan,0,Yami,Noodle
Flavoured Potato Chips K-Kimchi Flavour 50g,WISE Cottage Fries,0,4.79,Malaysia,0,Yami,Noodle
Potato Crisps Sour Cream and Onion Flavour 160g,Mychef‘s,0,6.39,Malaysia,0,Yami,Noodle
BBQ Cuttlefish Flavoured Crackers 70g,BIKA,0,3.99,Malaysia,0,Yami,Noodle
Potato Crisps Bbq Flavour 160g,Mychef‘s,0,6.39,Malaysia,0,Yami,Noodle
Jigs Potato Crisps Hot&Spicy Flavour 60g,JACK'N JILL,0,4.79,Philippine,0,Yami,Noodle
BEAN BEAN  SNACK SEAWEED FLAVOUR 60G,SNEK KU,0,3.99,Malaysia,0,Yami,Noodle
Swordfish Tepura Crispy 150g,CHING TSE,0,16.14,Taiwan,0,Yami,Noodle
TAINAN ONLY Cheng Gong Potato Chips (Cadina - Mango Flavor) 78g,LIEN HAW FOODS,0,6.64,Taiwan,0,Yami,Noodle
Hot & Spicy Potato Crisps 110g,Pringles,0,4.79,Japan,0,Yami,Noodle
Roller Coaster Tom Yum Flavor Potato Rings 60g,JACK'N JILL,0,5.59,Philippine,0,Yami,Noodle
JAPAN JAGARIKO French fries Salad  58g,CALBEE,0,3.5,Japan,0,Yami,Noodle
JAPAN JAGARIKO French Fries Cheese 58g,CALBEE,0,3.5,Japan,4.5,Yami,Noodle
MISTER POTATO Sweet Potato Flavor Potato Crisps 130g,MAMEE CHEF,0,4.79,Malaysia,0,Yami,Noodle
Saucy BBQ Flavor Potato Chips 107g,Pringles,0,4.79,Japan,0,Yami,Noodle
MISTER POTATO Spicy Tebabo 60g,MAMEE CHEF,0,5.59,Malaysia,0,Yami,Noodle
TWISTIES CHACHO'S Tortilla Corn Chips Cheesy Cheese 185g,MONDELEZ,0,8.79,Japan,0,Yami,Noodle
TWISTIES CHACHO'S Tortilla Corn Chips BBQ Bonanza 70g,MONDELEZ,0,7.19,Japan,0,Yami,Noodle
Sapporo Grilled Corn 6 bags,YOSHIMI,0,9.5,Japan,4.8,Yami,Noodle
JAPAN HOKKAIDO Premium Potato Jaga Pokkuru 10pc,CALBEE,0,14.5,Japan,4.9,Yami,Noodle
TWISTIES Cheeky Cheddar Cheese 160g,MONDELEZ,0,7.99,Japan,0,Yami,Noodle
TWISTIES BBQ Curry Flavor 160g,MONDELEZ,0,7.99,Japan,0,Yami,Noodle
Satay Flavoured Chips 60g,MIAOW MIAOW,0,5.59,Malaysia,0,Yami,Noodle
[Mainland China Direct Mail] Mimi Shrimp Sticks Single Pack Love Still Delicious Puffed Snacks Internet Red Casual Nostalgia Sn,aishang,0,1.5,Mainland China,3,Yami,Noodle
[Mainland China direct mail] BE&CHEERY Herb flavor - gold corn beans / vegetarian corn snacks snack popcorn puffed food snacks70g,BE & CHEERY,0,7.9,Mainland China,5,Yami,Noodle
ORIENTAL Super Ring Cheese Snack 60g,ORIENTAL (MALAYSIA),0,6.39,Malaysia,0,Yami,Noodle
HOKKAIDO Premium Potato Jaga Pokkuru 10pc,CALBEE,0,14.8,Japan,4.9,Yami,Noodle
Spring Limited Sakura Potato 8pc,CALBEE,0,19.5,Japan,0,Yami,Noodle
Christmas Limited Chocolate Shrimp Cracker  6pc,CALBEE,0,18.99,Japan,0,Yami,Noodle
HOKKAIDO Potato Farm Kelp Kumbo Chips 6pc,CALBEE,0,14.5,Japan,5,Yami,Noodle
Low calories noodle Tomato Flavor 220g,Noodle Zero,6,3.99,United States,4.7,Yami,Noodle
Thick Cut Ramen Noodles 600g,NOODLE SOUL,2,3.99,Vietnam,5,Yami,Noodle
GreeNoodle MISO 74g,GREE NOODLE,10,1.89,Japan,4,Yami,Noodle
Yakisoba 85g,GREE NOODLE,28,2.19,Japan,4,Yami,Noodle
Pickled Spicy Flavor Noodle 51Cal 375g,Noodle Zero,0,3.99,United States,4.4,Yami,Noodle
Seafood Flavor 64Cal 370g,Noodle Zero,0,3.99,United States,3.4,Yami,Noodle
Chicken Flavor 44Cal 370g,Noodle Zero,0,3.99,United States,4.1,Yami,Noodle
Low Calories Noodle Beef Flavor 220g,Noodle Zero,4,3.99,United States,4.8,Yami,Noodle
Chili & Vinegar Flavor 60Cal 378g,Noodle Zero,0,3.99,United States,4.3,Yami,Noodle
Sour Spicy Instant Noodle 278g,YUANXIAN,414,1.99,Mainland China,4.7,Yami,Noodle
NoodleZero Mix 1 - Chicken/Tom Yum/Chilli,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero Mix 2 - Chicken/Beef/Seafood,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero Mix 5 - Chicken/Chilli/Seafood,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero 6 pack single - Chicken,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero 6 pack single - Tom Yum,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero Mix 4 - Chicken/Beef/Chilli,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero Mix 3 - Beef/Tom Yum/Seafood,Noodle Zero,0,23.49,United States,0,Yami,Noodle
NoodleZero Mix 6 - Chicken/Beef/Seafood,Noodle Zero,0,23.49,United States,0,Yami,Noodle
Ramyonsari Plain Instant Ramen Noodle 110g,OTTOGI,390,0.59,Korea,4.8,Yami,Noodle
Cold Noodle 318g,WANGBAOBAO,47,2.59,Mainland China,4.6,Yami,Noodle
Cup Noodles Instant Noodle Tom Yum Goong Flavor 75g,NISSIN,110,1.89,Japan,4.5,Yami,Noodle
Soup Daren Spicy Pork Bone Flavored Noodle 650g,Unif,386,10.99,Taiwan,4.8,Yami,Noodle
Instant Japanese Style Fresh Udon Noodle 200g,MATSUDA,505,1.29,Japan,4.7,Yami,Noodle
Soup Daren Spicy Beef Noodle 625g,Unif,59,10.99,Taiwan,4.8,Yami,Noodle
Ramen Noodle Soup Miso Flavor 107g,NISSIN,116,2.59,Japan,4.6,Yami,Noodle
