Brand,Category,Option,Origin,Platform,Price,Product_Name,Rate,Reviews,Sold_Monthly,Sold_Weekly,Weekly_Revenue,Weekly_revenue,Sold_Weekly_Group,Price_Group
,Juice,No,Japan,Yami,2.69,Mitsuya Frozen Pouch 155g,5.0,1,800,200,538.0,,100+,2+
,Juice,No,Korea,Yami,1.09,Refreshing Water 2% Peach 240ml,4.3,90,100,25,27.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,2.99,Gogo No Kocha Milk Tea 500ml,4.8,10,800,200,598.0,,100+,2+
,Juice,No,Japan,Yami,7.99,All free Sparkling Malt and Hops Beverage 4pack 1400ml,4.0,1,400,100,799.0,,50+,6+
,Juice,15 Options,Singapore,Yami,1.09,Chrysanthemum Tea Drink 300ml,4.7,7,800,200,218.0,,100+,Less than 2
,Juice,No,Japan,Yami,6.49,SUNTORY NACHAN 50.72floz,0.0,0,800,200,1298.0,,100+,6+
,Juice,No,Mainland China,Yami,3.19,Coconut Drink with Pulp Plant-based Protein Drink 420ml,0.0,0,800,200,638.0,,100+,2+
,Juice,No,Japan,Yami,1.89,POKKA Peach Oolong Tea 300ml,4.5,72,100,25,47.0,,Less than 50,Less than 2
,Juice,No,Mainland China,Yami,34.99,Drip Bag Black Coffee   24 packs,0.0,0,100,25,875.0,,Less than 50,16+
,Juice,No,Japan,Yami,4.99,Unsweetened Oolong Tea 2L,5.0,34,100,25,125.0,,Less than 50,4+
,Juice,No,Hong Kong,Yami,3.49,WATSONS Collagen Water Orange Flavor  400ML,0.0,0,800,200,698.0,,100+,2+
,Juice,No,Japan,Yami,2.69,Sparkling Water Peach Flavor 16.9floz,0.0,0,800,200,538.0,,100+,2+
,Juice,No,Taiwan,Yami,2.09,VITALON Ice-Brewed Green Tea 335ml,4.0,1,800,200,418.0,,100+,2+
,Juice,3 Options,Japan,Yami,2.29,Yowanai Soda Yuzu Flavor 350ml,4.5,157,100,25,57.0,,Less than 50,2+
,Juice,No,Japan,Yami,5.99,Veggie Shot Wellness 862g,0.0,0,2000,500,2995.0,,400+,4+
,Juice,No,Unclear,Yami,4.29,??Editors' Pick??Sparkling Yuzu with Calpico Drink,0.0,0,800,200,858.0,,100+,4+
,Juice,No,Mainland China,Yami,1.69,Basil Seed Drink Passion Fruit Flavor 9.8oz,0.0,0,800,200,338.0,,100+,Less than 2
,Juice,No,Japan,Yami,3.49,Body Maintenance Drink,5.0,1,800,200,698.0,,100+,2+
,Juice,No,Mainland China,Yami,1.89,Herbal Tea 550ml,0.0,0,800,200,378.0,,100+,Less than 2
,Juice,No,Taiwan,Yami,0.99,Sarsaparilla Drink Carbonated Soda 330ml,4.9,15,100,25,25.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,1.29,Melon Cream Soda 11.83oz,4.5,8,800,200,258.0,,100+,Less than 2
,Juice,No,Indonesia,Yami,1.89,JANS - 100% COCONUT WATER WITH PULP,0.0,0,800,200,378.0,,100+,Less than 2
,Juice,4 Options,Japan,Yami,2.99,Sparkling Yuzu Water 250ml,4.8,27,100,25,75.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,1.99,Sparkling Water White Peach Flavor 450ml,4.8,71,100,25,50.0,,Less than 50,Less than 2
,Juice,No,Mainland China,Yami,1.69,Basil Seed Pomegranate Flavor 9.8oz,0.0,0,800,200,338.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.99,Raw Tea,0.0,0,800,200,598.0,,100+,2+
,Juice,No,Mainland China,Yami,1.69,Mangosteen Drink 10.5oz,0.0,0,800,200,338.0,,100+,Less than 2
,Juice,No,Japan,Yami,1.89,Jasmine Green Tea 300ml,4.7,46,100,25,47.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,4.89,Unsweetened Green Tea O-I Ocha 2L,5.0,4,800,200,978.0,,100+,4+
,Juice,8 Options,Japan,Yami,1.99,Unsweetened Green Tea With Roasted Rice 500ml,4.8,44,100,25,50.0,,Less than 50,Less than 2
,Juice,6 Options,Korea,Yami,1.09,Milkis Apple Flavor 250ml,4.8,89,100,25,27.0,,Less than 50,Less than 2
,Juice,8 Options,Japan,Yami,1.99,Unsweetened Green Tea 500ml,4.9,60,100,25,50.0,,Less than 50,Less than 2
,Juice,5 Options,Japan,Yami,3.49,Lemon Tea 500ml,4.8,34,100,25,87.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,1.49,Peach Flavored Drink 500ml,4.8,57,100,25,37.0,,Less than 50,Less than 2
,Juice,No,Mainland China,Yami,1.49,VitaminI C Red Grape Ddink 500ml,4.8,4,800,200,298.0,,100+,Less than 2
,Juice,No,Japan,Yami,6.49,NACCHAN BUDO,0.0,0,800,200,1298.0,,100+,6+
,Juice,No,Mainland China,Yami,15.99,Hotfruits Passion Fruits Popsicle (Room Temperature),0.0,0,400,100,1599.0,,50+,14+
,Juice,No,Japan,Yami,5.99,Veggie Shot Immunity 862g,0.0,0,2000,500,2995.0,,400+,4+
,Juice,No,Japan,Yami,16.99,Non Alcohol Japanese Premium 100% Fruit Ume Plum Drink 700ml,5.0,10,200,50,850.0,,Less than 50,16+
,Juice,5 Options,Japan,Yami,2.59,Watermelon Soda 300ml,4.2,65,100,25,65.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,1.49,Jasmine Fruit Tea 500ml,0.0,0,800,200,298.0,,100+,Less than 2
,Juice,3 Options,Mainland China,Yami,3.89,Lapsang Souchong BoBa Milk Tea 83g,4.7,13,800,200,778.0,,100+,2+
,Juice,8 Options,Japan,Yami,1.99,Unsweetened Golden Oolong Tea 500ml,4.9,27,100,25,50.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,1.39,Carbonated Soft Drink Soda Original Flavor 335ml,4.8,11,800,200,278.0,,100+,Less than 2
,Juice,No,Taiwan,Yami,5.59,WANTWANT Smoothie Vanilla & Blueberry Peach Flavor 320ml,4.3,12,800,200,1118.0,,100+,4+
,Juice,No,Mainland China,Yami,2.59,??Dragon Ball Collaboration??OCEAN BOMB Peach Flavor Soda 330ml,0.0,0,800,200,518.0,,100+,2+
,Juice,No,United States,Yami,2.29,Yuzu Sparkling Water 12oz,0.0,0,1200,300,687.0,,200+,2+
,Juice,5 Options,Japan,Yami,2.49,Muskmelon Soda 300ml,4.4,21,100,25,62.0,,Less than 50,2+
,Juice,3 Options,Japan,Yami,2.29,Zero-Hi Grapefruit 350ml,4.8,4,800,200,458.0,,100+,2+
,Juice,No,Japan,Yami,3.39,Aloe Drink 1500ml,4.9,13,800,200,678.0,,100+,2+
,Juice,3 Options,Japan,Yami,2.29,Zero-Hi Lemon Soft Drink 350ml,5.0,3,800,200,458.0,,100+,2+
,Juice,No,Mainland China,Yami,2.09,EMeiXue Soda Lychee 500ml,4.6,10,800,200,418.0,,100+,2+
,Juice,No,Korea,Yami,6.89,Peach Mango Drink 1.5L,0.0,0,2000,500,3445.0,,400+,6+
,Juice,No,Korea,Yami,0.99,Energy Drink 100ml,4.5,14,800,200,198.0,,100+,Less than 2
,Juice,No,Japan,Yami,6.49,SUNTORY NACHAN APPLE 50.72floz,0.0,0,800,200,1298.0,,100+,6+
,Juice,2 Options,United States,Yami,14.29,Black Bean Drink 15g*30,4.8,31,100,25,357.0,,Less than 50,14+
,Juice,3 Options,Mainland China,Yami,3.99,DaHongPao BoBa Milk Tea 83g,4.6,9,800,200,798.0,,100+,2+
,Juice,No,Taiwan,Yami,5.49,Sorbet Lemon Cola 80ml*4,4.0,2,4000,1000,5490.0,,500+,4+
,Juice,No,Taiwan,Yami,1.49,Grass Jelly Drink 315ml,4.4,13,100,25,37.0,,Less than 50,Less than 2
,Juice,No,Mainland China,Yami,5.29,Plum Drink 250mlx6pk,5.0,1,800,200,1058.0,,100+,4+
,Juice,No,Japan,Yami,5.29,Strawberry Naturally & Artificially Flavored Non Carbonated Soft Drink 1L,4.4,5,100,25,132.0,,Less than 50,4+
,Juice,No,Mainland China,Yami,1.89,Drink with Peach and Oolong Flavor 500ml,0.0,0,800,200,378.0,,100+,Less than 2
,Juice,No,Japan,Yami,4.99,Tea Jasmine 2LT,5.0,6,100,25,125.0,,Less than 50,4+
,Juice,No,Japan,Yami,3.99,Plum Wine Non-alcohol 280ml,4.5,71,100,25,100.0,,Less than 50,2+
,Juice,No,Taiwan,Yami,4.64,WANTWANT Smoothie Strawberry & Blueberry Yogurt Flavor 320ml,4.6,5,4000,1000,4640.0,,500+,4+
,Juice,No,United States,Yami,1.89,White Peach Black Tea 500ml,5.0,2,1200,300,567.0,,200+,Less than 2
,Juice,6 Options,Korea,Yami,1.69,Aloe- Melon Soft Drink 500ml,4.6,11,800,200,338.0,,100+,Less than 2
,Juice,6 Options,Korea,Yami,1.09,Milkis Banana Flavor 250ml,4.7,75,100,25,27.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,1.59,Green Tea Sugar Free Can 340ml,4.9,13,800,200,318.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.39,Unsweetened Black Coffee 288ml,4.3,19,100,25,60.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,2.99,Bergamot Lemon Sparkling Water 330ml,0.0,0,800,200,598.0,,100+,2+
,Juice,4 Options,Mainland China,Yami,1.29,CICI Fruit Flavored Drink Orange 258ml,4.7,35,100,25,32.0,,Less than 50,Less than 2
,Juice,No,United States,Yami,1.89,Lychee OOlong Tea 500ml,4.6,10,800,200,378.0,,100+,Less than 2
,Juice,No,Mainland China,Yami,1.69,Basil Seed Drink Watermelon Flavor 9.8oz,0.0,0,800,200,338.0,,100+,Less than 2
,Juice,No,Mainland China,Yami,2.99,Honeysuckle Peach Sparkling Water 330ml,0.0,0,800,200,598.0,,100+,2+
,Juice,No,Mainland China,Yami,1.69,Basil Seed Drink Lychee Flavor 9.8oz,0.0,0,800,200,338.0,,100+,Less than 2
,Juice,No,United States,Yami,1.49,WEI CHUAN Guava Drink With Pulp 500ml,4.7,13,400,100,149.0,,50+,Less than 2
,Juice,3 Options,Mainland China,Yami,3.99,Jasmine Green BoBa Milk Tea 80g,3.9,7,400,100,399.0,,50+,2+
,Juice,6 Options,Korea,Yami,1.69,Aloe- Pineapple Soft Drink 500ml,4.8,12,800,200,338.0,,100+,Less than 2
,Juice,No,Mainland China,Yami,2.89,Pokka Sapporo Soft Drink Orange Flavor 400ml,4.9,17,100,25,72.0,,Less than 50,2+
,Juice,2 Options,Japan,Yami,2.49,Soft Drink Natchan Orange 425ml,5.0,6,800,200,498.0,,100+,2+
,Juice,No,Japan,Yami,4.99,Beverage Tea Black Oolong 2LT,5.0,2,800,200,998.0,,100+,4+
,Juice,No,Japan,Yami,2.49,Gogo No Kocha Lemon Tea 500ml,0.0,0,800,200,498.0,,100+,2+
,Juice,4 Options,United States,Yami,3.59,Yuzu Soda Unsweetened Sparkling Water,4.8,10,1200,300,1077.0,,200+,2+
,Juice,No,Mainland China,Yami,2.49,Jelly Soda 300ml,4.5,2,800,200,498.0,,100+,2+
,Juice,No,Japan,Yami,5.49,Non Carbonated Soft Drink Original 1.5L,5.0,4,800,200,1098.0,,100+,4+
,Juice,3 Options,Japan,Yami,2.19,Yowanai Soda Ume Flavor 350ml,4.3,63,100,25,55.0,,Less than 50,2+
,Juice,No,Taiwan,Yami,5.5,Jujube Honey Tea 550g,4.8,8,800,200,1100.0,,100+,4+
,Juice,4 Options,Japan,Yami,2.99,Sparkling Ume Water 250ml,4.2,15,100,25,75.0,,Less than 50,2+
,Juice,3 Options,Mainland China,Yami,2.99,Pineapple Flavor Soda 358ml,5.0,1,800,200,598.0,,100+,2+
,Juice,4 Options,United States,Yami,2.29,Lychee Sparkling Water 355ml,4.3,39,100,25,57.0,,Less than 50,2+
,Juice,4 Options,United States,Yami,3.59,Yuzu Flavor Sparkling Water Original Flavor 355ml,5.0,8,800,200,718.0,,100+,2+
,Juice,No,Taiwan,Yami,5.5,Citron Honey Tea 550g,4.9,8,800,200,1100.0,,100+,4+
,Juice,No,Taiwan,Yami,1.69,VITALON Supau Sport Drink 335ml,5.0,3,800,200,338.0,,100+,Less than 2
,Juice,4 Options,Japan,Yami,2.69,Sparkling Mikan Water 250ml,4.4,11,800,200,538.0,,100+,2+
,Juice,6 Options,Korea,Yami,1.69,Aloe- Coconut Soft Drink 500ml,4.8,5,800,200,338.0,,100+,Less than 2
,Juice,6 Options,Korea,Yami,1.69,Aloe- Mango Soft Drink 500ml,4.7,11,800,200,338.0,,100+,Less than 2
,Juice,4 Options,United States,Yami,2.29,"Mango Sparkling Water, 335ml",4.6,18,100,25,57.0,,Less than 50,2+
,Juice,6 Options,United States,Yami,0.99,Strawberry Sparkling Water 355g,4.5,2,1200,300,297.0,,200+,Less than 2
,Juice,No,Japan,Yami,2.49,Gogo No Kocha Straight Tea 500ml,5.0,3,800,200,498.0,,100+,2+
,Juice,3 Options,Mainland China,Yami,2.49,High Dietary Fiber Sparkling Tea Mojito Flavor 330ml,4.7,6,800,200,498.0,,100+,2+
,Juice,2 Options,Taiwan,Yami,1.09,Dong Ding Oolong Tea Low Sugar  340ml,5.0,1,800,200,218.0,,100+,Less than 2
,Juice,2 Options,Mainland China,Yami,1.74,High Dietary Fiber Water Coconut Flavor 410ml,4.8,5,800,200,348.0,,100+,Less than 2
,Juice,No,Mainland China,Yami,4.49,Plum Soda 225ml,5.0,1,800,200,898.0,,100+,4+
,Juice,3 Options,Japan,Yami,2.49,Non-alcohol Chardonnay Sparkling Flavor 350ml,4.8,30,100,25,62.0,,Less than 50,2+
,Juice,No,Taiwan,Yami,2.89,"No.18 Black Tea  No Sugar, 490ml",0.0,0,800,200,578.0,,100+,2+
,Juice,No,Japan,Yami,3.49,Straight Black Tea No Sugar,5.0,4,800,200,698.0,,100+,2+
,Juice,No,Mainland China,Yami,4.49,Osamenthas Honey Rice Wine Soda 225ml,4.5,2,800,200,898.0,,100+,4+
,Juice,No,Mainland China,Yami,1.49,Sparkling Water Original Flavor 330ml,5.0,2,800,200,298.0,,100+,Less than 2
,Juice,2 Options,Mainland China,Yami,1.09,Soda Fruit Flavor 330ml,4.7,3,800,200,218.0,,100+,Less than 2
,Juice,6 Options,United States,Yami,0.99,Black Cherry Sparkling Water 340g,5.0,2,1200,300,297.0,,200+,Less than 2
,Juice,8 Options,Korea,Yami,1.29,Blueberry Flavor Drink 235ml,5.0,2,800,200,258.0,,100+,Less than 2
,Juice,No,United States,Yami,1.89,"Strawberry.Rose,Alk Sprg Water At least 95% Organic 500ml",5.0,2,1200,300,567.0,,200+,Less than 2
,Juice,No,Japan,Yami,2.99,Yuzu Drink 16.9floz,0.0,0,800,200,598.0,,100+,2+
,Juice,No,Japan,Yami,5.99,Veggie Shot Jujitsu Yasai 898ml,0.0,0,2000,500,2995.0,,400+,4+
,Juice,No,Japan,Yami,3.29,Peach Naturally Artificially Flavored Non Carbonated Soft Drink 1.5L,4.8,8,800,200,658.0,,100+,2+
,Juice,No,Indonesia,Yami,1.29,Mungbean Drink 240g,5.0,2,100,25,32.0,,Less than 50,Less than 2
,Juice,4 Options,Mainland China,Yami,2.49,Smoked Plum Sparkling Drink 230ml,0.0,0,800,200,498.0,,100+,2+
,Juice,4 Options,United States,Yami,3.59,Yuzu Redshiso&Apple Soda,5.0,7,800,200,718.0,,100+,2+
,Juice,6 Options,Mainland China,Yami,1.99,Soda Orange Flavor 280ml,0.0,0,800,200,398.0,,100+,Less than 2
,Juice,No,Japan,Yami,1.19,Unsweetened Green Tea 245ml,4.8,5,100,25,30.0,,Less than 50,Less than 2
,Juice,No,Thailand,Yami,1.59,Soursop Flavored Drink With Nate De Coco 320ml,4.5,2,800,200,318.0,,100+,Less than 2
,Juice,No,Korea,Yami,16.99,Plum Tea 700ml,4.8,13,200,50,850.0,,Less than 50,16+
,Juice,6 Options,United States,Yami,0.99,Sparkling Water Peach 340g,4.8,4,800,200,198.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.49,Black Coffee Sugar Free 275ml,4.7,6,800,200,498.0,,100+,2+
,Juice,No,Japan,Yami,2.49,Non-Alcoholic Soft Drink 335ml,4.8,20,100,25,62.0,,Less than 50,2+
,Juice,3 Options,Korea,Yami,1.59,ALOE Drink Mango Flavor 500ml,4.8,11,800,200,318.0,,100+,Less than 2
,Juice,No,United States,Yami,7.29,Elderflower Rose Natural 750ml,4.7,3,800,200,1458.0,,100+,6+
,Juice,5 Options,Japan,Yami,2.99,Afternoon Tea Straight Tea 500ml,4.7,16,100,25,75.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,10.99,Starfrunit Drink 150ml,5.0,2,400,100,1099.0,,50+,10+
,Juice,3 Options,Korea,Yami,1.69,ALOE Drink Pomegranate Flavor 500ml,4.2,4,800,200,338.0,,100+,Less than 2
,Juice,No,Indonesia,Yami,1.29,Kyoryuchi Cider 11.83oz,5.0,1,100,25,32.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,2.19,Lemon Soda 350ml,4.5,6,100,25,55.0,,Less than 50,2+
,Juice,6 Options,United States,Yami,0.99,Watermelon Sparkling Water 355g,5.0,1,1200,300,297.0,,200+,Less than 2
,Juice,4 Options,United States,Yami,3.59,Yuzu Soda White Peach,4.9,13,400,100,359.0,,50+,2+
,Juice,No,Indonesia,Yami,0.89,Jasmine Tea 287g,5.0,1,100,25,22.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,2.29,Juroku Cha Traditional Japanese All Natural 16 Grain And Botanical Tea (Unsweetened and Caffeine Free) 500ml,4.9,9,800,200,458.0,,100+,2+
,Juice,No,Mainland China,Yami,1.69,Sparkling Water Berry Flavor 310ml,4.8,10,800,200,338.0,,100+,Less than 2
,Juice,8 Options,Japan,Yami,1.99,Unsweetened Dark Green Tea 500ml,4.9,41,100,25,50.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,2.29,VIVIT'S Peach Mix Soda Pop 450ml,4.1,7,100,25,57.0,,Less than 50,2+
,Juice,No,Indonesia,Yami,1.29,Jasmine Tea 25 Sugar 287g,0.0,0,800,200,258.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.59,The Meister's Fruits Tea 500ml,4.9,8,800,200,518.0,,100+,2+
,Juice,No,United States,Yami,0.89,Sparkling Water Watermelon 340g,4.5,2,1200,300,267.0,,200+,Less than 2
,Juice,No,Mainland China,Yami,4.49,Lychee Soda 225ml,0.0,0,800,200,898.0,,100+,4+
,Juice,No,Unclear,Yami,1.99,POKKA PAPPORO Oolang Tea NO SUGAR 300ml,4.5,13,400,100,199.0,,50+,Less than 2
,Juice,No,Taiwan,Yami,2.89,"No.18 Black Tea, 490ml",5.0,2,800,200,578.0,,100+,2+
,Juice,6 Options,Korea,Yami,1.99,Golden Barley Tea Drink 500ml,4.9,34,100,25,50.0,,Less than 50,Less than 2
,Juice,2 Options,Korea,Yami,2.49,Soft Drink Mango Flavor 124g,5.0,6,800,200,498.0,,100+,2+
,Juice,8 Options,Japan,Yami,2.59,Organic Unsweetened Green Tea 500ml,5.0,2,800,200,518.0,,100+,2+
,Juice,2 Options,Mainland China,Yami,1.09,Soda Orange Flavor 330ml,4.8,10,800,200,218.0,,100+,Less than 2
,Juice,2 Options,Taiwan,Yami,1.09,Dong Ding Oolong Tea Sugar Free 340ml,4.5,2,800,200,218.0,,100+,Less than 2
,Juice,3 Options,Mainland China,Yami,2.48,Orange Flavor Soda 358ml,0.0,0,800,200,496.0,,100+,2+
,Juice,No,Vietnam,Yami,1.59,Khanh Hoa Bird's Nest Drink Can 190ml,4.5,11,800,200,318.0,,100+,Less than 2
,Juice,No,United States,Yami,0.89,Sparkling Water Passion Fruit 340g,3.8,4,800,200,178.0,,100+,Less than 2
,Juice,No,Japan,Yami,4.99,Beverage Green Tea Genmal 2L,5.0,7,100,25,125.0,,Less than 50,4+
,Juice,14 Options,Thailand,Yami,1.69,Melon  Flavored Drink With Nata De COCO 320ml,3.9,7,800,200,338.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.49,BOSS Unsweetened Black Canned Coffee 185ml,5.0,8,800,200,498.0,,100+,2+
,Juice,6 Options,Mainland China,Yami,1.99,Soda White Rabbit Flavor 280ml,0.0,0,800,200,398.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.89,BOSS Coffee - Rainbow Mountain Blend 6oz,5.0,3,800,200,578.0,,100+,2+
,Juice,14 Options,Thailand,Yami,1.69,Coconut Flavored Drink With Nata De COCO 320ml,3.7,11,800,200,338.0,,100+,Less than 2
,Juice,4 Options,United States,Yami,2.29,"Calamansi Sparkling Water, 355ml",4.4,29,100,25,57.0,,Less than 50,2+
,Juice,No,Mainland China,Yami,1.29,Herbal Tea 310ml,5.0,4,800,200,258.0,,100+,Less than 2
,Juice,3 Options,Mainland China,Yami,1.99,High Dietary Fiber Sparkling Tea Grape and Melon Flavor 330ml,4.9,8,800,200,398.0,,100+,Less than 2
,Juice,No,United States,Yami,0.89,Sparkling Water Peach Pear Sparkling 355ml,5.0,1,1200,300,267.0,,200+,Less than 2
,Juice,3 Options,United States,Yami,2.29,Mineral Water 555ml,5.0,1,1200,300,687.0,,200+,2+
,Juice,No,Japan,Yami,2.19,Daruma Cider10.14oz,4.7,3,800,200,438.0,,100+,2+
,Juice,4 Options,Japan,Yami,2.99,Sparkling Ringo Water 250ml,3.8,12,800,200,598.0,,100+,2+
,Juice,No,Japan,Yami,1.29,White Cream Soda 11.83oz,4.0,2,800,200,258.0,,100+,Less than 2
,Juice,2 Options,Mainland China,Yami,1.09,Herbal Tea 310ml,4.8,67,100,25,27.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,3.99,Straight Black Tea Low Sugar,5.0,2,800,200,798.0,,100+,2+
,Juice,No,United States,Yami,2.29,Black Tea With Raspberry  At least 95% Organic 355ml,5.0,1,1200,300,687.0,,200+,2+
,Juice,No,United States,Yami,0.89,Sparkling Water Razz-Cranberry 355ml,4.0,3,800,200,178.0,,100+,Less than 2
,Juice,2 Options,Mainland China,Yami,1.49,High Dietary Fiber Water Peach Flavor 410ml,4.8,4,800,200,298.0,,100+,Less than 2
,Juice,8 Options,Japan,Yami,1.99,Roasted Green Tea Unsweetened 500ml,4.9,21,100,25,50.0,,Less than 50,Less than 2
,Juice,No,Vietnam,Yami,1.29,Vietnamese Herbal Tea 330ml,5.0,3,800,200,258.0,,100+,Less than 2
,Juice,3 Options,Mainland China,Yami,2.99,Lychee Flavor Soda 358ml,5.0,1,800,200,598.0,,100+,2+
,Juice,4 Options,Mainland China,Yami,2.49,Peach Sparkling Drink 230ml,4.0,3,800,200,498.0,,100+,2+
,Juice,No,Japan,Yami,1.89,Demitasse Coffee 4.9oz,5.0,1,800,200,378.0,,100+,Less than 2
,Juice,4 Options,Mainland China,Yami,2.49,Juzuo Sparkling Drink 230ml,5.0,4,800,200,498.0,,100+,2+
,Juice,No,Japan,Yami,2.29,Uji Matcha Green Tea Drink 500ml,4.5,4,800,200,458.0,,100+,2+
,Juice,No,United States,Yami,3.19,Apple Snap Pop  At least 95% Organic 355ml,0.0,0,800,200,638.0,,100+,2+
,Juice,No,Japan,Yami,4.89,Tea O-I Ocha Houjicha 2L,5.0,5,800,200,978.0,,100+,4+
,Juice,No,United States,Yami,2.89,Prebiotic Soda Classic Cola 340g,0.0,0,800,200,578.0,,100+,2+
,Juice,No,Mainland China,Yami,1.69,Sparkling Water Red Wine Flavor 310ml,4.8,19,100,25,42.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,3.29,Soft Drink CC Lemon 500ml,4.5,2,800,200,658.0,,100+,2+
,Juice,3 Options,Korea,Yami,1.79,Cassia Tora Tea 500ml,4.5,26,100,25,45.0,,Less than 50,Less than 2
,Juice,No,Taiwan,Yami,0.99,Honey Green Tea 310ml,4.6,10,800,200,198.0,,100+,Less than 2
,Juice,No,United States,Yami,3.49,Collagen-Infused Water Pomegranate 500ml,4.0,2,800,200,698.0,,100+,2+
,Juice,No,United States,Yami,3.99,Collagen-Infused Water Grapefruit 500ml,5.0,1,800,200,798.0,,100+,2+
,Juice,No,Mainland China,Yami,1.99,Green Plum Tea 500ml,4.8,4,800,200,398.0,,100+,Less than 2
,Juice,No,Japan,Yami,2.89,Pear Drink 396ml,4.8,6,800,200,578.0,,100+,2+
,Juice,5 Options,Mainland China,Yami,2.29,XPP Meco Cherry & Strawberry Fruit Tea 400ml,4.8,53,100,25,57.0,,Less than 50,2+
,Juice,No,Japan,Yami,2.99,Sakusaku Kakugiri Ringo Drink 400g,4.5,4,800,200,598.0,,100+,2+
,Juice,2 Options,Japan,Yami,2.59,Japanese Matcha Unsweetened Green Tea 470ml USDA Organic,4.7,3,800,200,518.0,,100+,2+
,Juice,4 Options,Japan,Yami,1.69,MATCHA LOVE Sweetened Green Tea 155ml,3.9,37,100,25,42.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,3.29,Jyurokucha Mugicha 660ml,5.0,1,800,200,658.0,,100+,2+
,Juice,No,Mainland China,Yami,4.49,Honey Pomelo Soda 225ml,5.0,1,800,200,898.0,,100+,4+
,Juice,2 Options,Korea,Yami,2.49,Soft Drink Melon Flavor 124g,5.0,3,800,200,498.0,,100+,2+
,Juice,No,United States,Yami,2.29,Black Tea With Lemon 355ml,5.0,1,1200,300,687.0,,200+,2+
,Juice,6 Options,United States,Yami,0.99,Grape Soda 355ml,4.2,4,800,200,198.0,,100+,Less than 2
,Juice,4 Options,Mainland China,Yami,1.09,CICI Fruit Flavored Drink Pear 258ml,4.6,27,100,25,27.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,1.49,Green Tea No Sugar No Artificial Coloring 330ml,4.6,7,100,25,37.0,,Less than 50,Less than 2
,Juice,No,United States,Yami,13.49,Juices Pure Cranberry At least 95% Organic 946ml,5.0,1,400,100,1349.0,,50+,12+
,Juice,6 Options,Mainland China,Yami,1.99,Soda Peach Flavor 280ml,0.0,0,800,200,398.0,,100+,Less than 2
,Juice,No,Mainland China,Yami,4.49,Yellow Peach Soda 225ml,5.0,2,800,200,898.0,,100+,4+
,Juice,No,Japan,Yami,2.49,POKKA Furano Lavender Tea 500ml,4.1,7,100,25,62.0,,Less than 50,2+
,Juice,No,Japan,Yami,1.79,POKKA Tea Hojicha 300ml,4.5,6,100,25,45.0,,Less than 50,Less than 2
,Juice,No,Japan,Yami,3.49,Black Tea with Lemon Low Sugar,4.6,11,800,200,698.0,,100+,2+
,Juice,No,Korea,Yami,48.99,Hong San Won Plus 3 boxes per case,5.0,1,100,25,1225.0,,Less than 50,16+
,Juice,6 Options,United States,Yami,0.99,Sparkling Water Blueberry Sparkling Water 340g,5.0,2,1200,300,297.0,,200+,Less than 2
,Juice,4 Options,Mainland China,Yami,2.99,Fruit Collagen Drink 300ml,4.3,3,800,200,598.0,,100+,2+
,Juice,No,United States,Yami,2.89,Prebiotic Soda Watermelon 340g,4.5,2,800,200,578.0,,100+,2+
,Juice,No,United States,Yami,3.29,Prebiotic Soda Orange 340g,4.0,1,800,200,658.0,,100+,2+
,Juice,No,Taiwan,Yami,3.79,Malz Beverage 330ml (Limited to 5 cans),0.0,0,800,200,758.0,,100+,2+
,Juice,No,Taiwan,Yami,9.49,Brown Sugar & Ginger 200g,4.7,3,800,200,1898.0,,100+,8+
,Juice,No,Japan,Yami,6.8,JAPAN TAISHO Energy Drink 100ml,5.0,1,800,200,1360.0,,100+,6+
,Juice,No,Japan,Yami,5.15,JAPAN Turmeric Hangover Drink 100ml,5.0,1,800,200,1030.0,,100+,4+
,Juice,No,Taiwan,Yami,2.84,Asparagus Drink 235ml (Limited to 5 cans),0.0,0,800,200,568.0,,100+,2+
,Juice,No,Japan,Yami,3.06,OTOKOUME Dried plums,0.0,0,800,200,612.0,,100+,2+
